Time,Punjabi Bagh/Nitrogen Dioxide(NO2),Punjabi Bagh/Wind Direction(WD),Punjabi Bagh/Solar Radiation(SR),Punjabi Bagh/Ammonia(NH3),Punjabi Bagh/Temperature(AT),Punjabi Bagh/Oxides of Nitrogen(NOx),Punjabi Bagh/Relative Humidity(RH),Punjabi Bagh/Carbon Monoxide(CO),Punjabi Bagh/P Xylene(PXY),Punjabi Bagh/Sulfur Dioxide(SO2),Punjabi Bagh/PM2.5(PM2.5),Punjabi Bagh/Toluene(Tol),Punjabi Bagh/Nitric Oxide(NO),Punjabi Bagh/Benzene(Ben),Punjabi Bagh/Ozone(O3),Punjabi Bagh/PM10(PM10),Punjabi Bagh/Bar Pressure(BP),Punjabi Bagh/Wind Speed(WS),Punjabi Bagh/Vertical Wind Speed(VWS)
05/05/2011 19:00:00,90.63,147.17,,39.52,,124.08,69.17,3.48,,7.57,,,25.73,,,,,0.67,
05/05/2011 20:00:00,81.38,139.33,,36.87,,106.10,74.17,2.75,,8.52,,,19.45,,,,,1.15,
05/05/2011 21:00:00,71.83,135.17,,37.42,,101.83,77.33,2.28,,9.18,,,22.77,,,,,1.08,
05/05/2011 22:00:00,65.82,160.5,,39.72,,86.62,77.5,1.85,,8.63,,,16.18,,,,,1.22,
05/05/2011 23:00:00,46.08,151.33,,36.23,,50.83,90.0,1.34,,8.7,,,4.68,,,,,3.02,
06/05/2011 00:00:00,48.65,79.83,,34.37,,51.87,,1.75,,3.7,,,3.73,,,,,2.02,
06/05/2011 01:00:00,36.62,92.83,,28.33,,39.75,,1.6,,3.55,,,3.27,,,,,1.53,
06/05/2011 02:00:00,30.38,106.33,,35.05,,32.88,,1.43,,3.08,,,2.68,,,,,1.55,
06/05/2011 03:00:00,31.63,126.67,,41.55,,34.10,99.0,1.4,,2.13,,,2.68,,,,,1.95,
06/05/2011 04:00:00,22.82,91.17,,43.4,,24.42,,1.52,,1.5,,,1.78,,,,,2.9,
06/05/2011 05:00:00,20.32,91.0,,41.35,,23.15,,1.52,,,,,2.60,,,,,2.17,
06/05/2011 06:00:00,24.35,103.0,,37.13,,32.55,,1.85,,3.0,,,6.37,,,,,2.25,
06/05/2011 07:00:00,30.87,100.83,,37.92,,49.82,,2.26,,2.4,,,13.95,,,,,2.15,
06/05/2011 08:00:00,30.32,104.67,,32.67,,39.43,91.8,1.93,,11.15,,,7.17,,,,,1.85,
06/05/2011 09:00:00,32.47,121.0,,30.8,,39.98,79.0,1.92,,13.28,,,6.15,,,,,2.38,
06/05/2011 10:00:00,33.30,134.17,,36.17,,40.73,76.0,1.97,,13.62,,,6.12,,,,,2.52,
06/05/2011 11:00:00,42.22,154.33,,36.95,,46.62,69.5,1.86,,13.45,,,4.35,,,,,2.6,
06/05/2011 12:00:00,36.53,179.0,,32.53,,39.60,61.5,1.82,,7.68,,,3.23,,,,,2.8,
06/05/2011 13:00:00,32.72,173.67,,39.02,,35.77,56.83,1.73,,5.85,,,3.12,,,,,2.42,
06/05/2011 14:00:00,31.10,166.83,,46.0,,33.33,49.67,1.67,,4.42,,,2.50,,,,,2.1,
06/05/2011 15:00:00,41.78,168.17,,45.65,,45.60,48.0,1.66,,6.25,,,3.90,,,,,1.37,
06/05/2011 16:00:00,65.88,151.33,,41.95,,68.98,57.33,2.0,,9.9,,,4.18,,,,,1.63,
06/05/2011 17:00:00,42.15,105.0,,32.15,,46.78,80.2,1.77,,10.52,,,4.45,,,,,5.8,
06/05/2011 18:00:00,37.63,89.5,,43.62,,43.02,94.0,1.72,,10.08,,,4.85,,,,,3.93,
06/05/2011 19:00:00,35.37,195.5,,37.8,,40.42,94.25,1.74,,8.78,,,4.53,,,,,4.45,
06/05/2011 20:00:00,38.67,130.17,,37.13,,43.25,,1.93,,8.63,,,4.32,,,,,3.05,
06/05/2011 21:00:00,60.82,93.17,,41.47,,70.55,92.0,2.33,,10.98,,,8.57,,,,,1.53,
06/05/2011 22:00:00,38.92,275.67,,48.72,,44.03,92.25,1.95,,9.57,,,4.73,,,,,3.05,
06/05/2011 23:00:00,21.70,280.5,,44.2,,24.22,,1.5,,10.45,,,2.40,,,,,2.65,
07/05/2011 00:00:00,21.70,273.83,,44.63,,24.63,95.75,1.48,,7.83,,,2.65,,,,,1.62,
07/05/2011 01:00:00,21.85,253.5,,39.58,,23.77,85.17,1.5,,9.23,,,2.03,,,,,1.37,
07/05/2011 02:00:00,29.75,178.5,,27.17,,31.70,82.5,1.45,,9.55,,,2.25,,,,,1.62,
07/05/2011 03:00:00,37.10,80.67,,25.03,,39.10,90.5,1.52,,16.15,,,2.53,,,,,1.7,
07/05/2011 04:00:00,52.10,105.5,,24.8,,64.90,,1.98,,16.38,,,10.35,,,,,1.25,
07/05/2011 05:00:00,48.65,89.67,,26.48,,53.95,,1.78,,13.75,,,5.15,,,,,0.92,
07/05/2011 06:00:00,42.23,98.67,,27.97,,49.90,99.0,1.82,,17.77,,,6.53,,,,,0.8,
07/05/2011 07:00:00,38.33,169.5,,26.07,,50.30,90.33,1.92,,20.85,,,9.38,,,,,0.98,
07/05/2011 08:00:00,20.42,238.17,,30.58,,24.42,72.83,1.58,,27.62,,,3.37,,,,,1.7,
07/05/2011 09:00:00,25.38,283.83,,24.77,,30.07,69.33,1.73,,26.53,,,4.00,,,,,2.75,
07/05/2011 10:00:00,24.10,288.0,,24.72,,28.30,67.0,1.8,,25.47,,,3.63,,,,,2.8,
07/05/2011 11:00:00,23.05,274.17,,26.4,,27.10,61.83,1.74,,21.78,,,3.50,,,,,2.68,
07/05/2011 12:00:00,23.48,268.17,,25.23,,27.48,55.0,1.67,,29.7,,,3.47,,,,,2.75,
07/05/2011 13:00:00,22.87,269.17,,22.5,,26.63,50.83,1.63,,28.27,,,3.28,,,,,2.47,
07/05/2011 14:00:00,19.15,264.17,,20.53,,23.50,52.33,1.63,,23.67,,,3.57,,,,,2.63,
07/05/2011 15:00:00,17.70,277.5,,21.22,,20.28,50.33,1.56,,22.75,,,2.32,,,,,2.72,
07/05/2011 16:00:00,19.90,281.0,,25.12,,22.52,50.83,1.6,,20.12,,,2.43,,,,,2.83,
07/05/2011 17:00:00,24.82,267.5,,21.63,,27.33,54.83,1.73,,17.65,,,2.50,,,,,2.48,
07/05/2011 18:00:00,37.75,278.5,,21.08,,40.10,57.0,1.95,,17.82,,,2.78,,,,,2.23,
07/05/2011 19:00:00,50.33,266.33,,23.63,,52.62,57.33,2.38,,19.02,,,3.15,,,,,1.55,
07/05/2011 20:00:00,69.18,264.5,,21.08,,76.35,59.0,2.88,,24.5,,,7.12,,,,,1.3,
07/05/2011 21:00:00,75.75,,,22.7,,81.90,,3.15,,26.4,,,6.60,,,,,,
08/05/2011 12:00:00,18.50,290.0,,18.4,,21.40,32.0,1.5,,48.7,,,2.60,,,,,2.5,
08/05/2011 13:00:00,21.55,271.17,,16.6,,24.50,32.17,1.57,,36.97,,,2.67,,,,,2.27,
08/05/2011 14:00:00,18.58,283.0,,13.88,,21.43,32.5,1.5,,30.37,,,2.55,,,,,3.02,
08/05/2011 15:00:00,18.77,280.83,,14.48,,20.62,33.33,1.5,,25.88,,,1.87,,,,,2.97,
08/05/2011 16:00:00,23.58,284.33,,14.53,,24.95,35.33,1.78,,30.75,,,1.68,,,,,2.55,
08/05/2011 17:00:00,34.52,264.83,,14.08,,35.93,38.5,2.07,,29.5,,,2.07,,,,,1.77,
08/05/2011 18:00:00,60.13,100.33,,15.12,,63.07,45.83,2.78,,37.6,,,3.88,,,,,0.88,
08/05/2011 19:00:00,91.40,135.83,,16.1,,107.52,52.17,3.62,,40.0,,,13.85,,,,,0.87,
08/05/2011 20:00:00,113.23,111.67,,19.2,,126.55,61.33,3.02,,50.02,,,12.67,,,,,0.68,
08/05/2011 21:00:00,100.65,162.17,,20.42,,126.47,68.67,4.02,,52.88,,,20.80,,,,,0.52,
08/05/2011 22:00:00,99.15,206.67,,22.67,,191.98,76.33,5.42,,39.55,,,66.57,,,,,0.37,
08/05/2011 23:00:00,99.05,165.33,,25.58,,208.17,78.5,5.16,,36.8,,,77.70,,,,,0.42,
09/05/2011 00:00:00,90.37,171.83,,23.8,,180.40,79.5,3.98,,37.67,,,64.38,,,,,0.77,
09/05/2011 01:00:00,80.33,178.67,,23.92,,129.55,76.5,2.27,,45.42,,,36.17,,,,,1.15,
09/05/2011 02:00:00,75.42,186.67,,26.07,,94.72,74.5,1.15,,57.4,,,15.57,,,,,1.1,
09/05/2011 03:00:00,49.75,219.0,,30.1,,54.47,71.33,0.66,,66.3,,,4.82,,,,,1.58,
09/05/2011 04:00:00,35.17,204.83,,27.27,,37.60,72.33,1.87,,58.4,,,2.75,,,,,0.8,
09/05/2011 05:00:00,52.00,216.17,,25.22,,53.85,75.67,2.03,,52.87,,,2.90,,,,,0.65,
09/05/2011 06:00:00,59.40,231.67,,26.68,,84.90,80.67,2.45,,42.08,,,19.32,,,,,0.32,
09/05/2011 07:00:00,79.27,220.5,,25.55,,103.70,72.83,3.04,,36.52,,,19.20,,,,,0.9,
09/05/2011 08:00:00,47.62,237.5,,28.67,,53.15,50.33,2.02,,51.38,,,5.27,,,,,1.52,
09/05/2011 09:00:00,23.68,233.33,,24.58,,26.12,41.33,1.5,,46.47,,,2.42,,,,,1.6,
09/05/2011 10:00:00,29.42,241.33,,19.03,,34.35,33.5,1.7,,41.5,,,4.33,,,,,1.25,
09/05/2011 11:00:00,23.75,193.5,,17.6,,26.00,27.83,1.56,,36.85,,,2.28,,,,,1.25,
09/05/2011 12:00:00,27.17,191.67,,18.22,,29.53,26.33,1.72,,37.23,,,2.50,,,,,1.57,
09/05/2011 13:00:00,26.78,242.0,,17.35,,28.52,25.83,1.73,,36.67,,,2.02,,,,,1.98,
09/05/2011 14:00:00,26.12,270.83,,16.65,,28.15,23.33,1.5,,39.32,,,2.23,,,,,2.28,
09/05/2011 15:00:00,26.43,276.0,,14.87,,29.08,24.83,1.6,,37.38,,,2.62,,,,,2.53,
09/05/2011 16:00:00,28.50,280.5,,15.37,,30.62,22.67,1.78,,29.52,,,2.33,,,,,2.6,
09/05/2011 17:00:00,33.58,279.83,,14.6,,34.93,21.5,1.75,,24.07,,,1.98,,,,,2.35,
09/05/2011 18:00:00,53.87,285.17,,13.48,,58.67,26.17,2.18,,25.32,,,4.97,,,,,1.43,
09/05/2011 19:00:00,71.20,285.0,,13.83,,75.93,30.33,2.72,,28.6,,,5.47,,,,,1.28,
09/05/2011 20:00:00,81.52,266.67,,13.87,,86.77,36.17,3.08,,38.5,,,6.13,,,,,0.67,
09/05/2011 21:00:00,90.43,241.0,,15.97,,110.68,44.33,3.97,,41.87,,,16.67,,,,,0.32,
09/05/2011 22:00:00,89.75,239.83,,18.87,,133.87,46.83,4.67,,46.35,,,32.95,,,,,0.4,
09/05/2011 23:00:00,85.33,206.67,,23.3,,124.50,52.67,4.38,,45.17,,,29.45,,,,,0.32,
10/05/2011 00:00:00,76.45,206.5,,23.92,,117.85,57.17,3.62,,45.77,,,30.68,,,,,0.38,
10/05/2011 01:00:00,68.68,228.83,,26.8,,103.98,61.33,3.85,,45.07,,,26.28,,,,,0.6,
10/05/2011 02:00:00,58.90,227.83,,32.03,,74.78,63.33,3.52,,47.78,,,12.72,,,,,0.85,
10/05/2011 03:00:00,29.45,231.17,,25.73,,32.05,48.67,1.4,,61.0,,,2.72,,,,,1.4,
10/05/2011 04:00:00,24.42,244.67,,19.05,,26.97,46.67,1.83,,42.68,,,2.48,,,,,1.25,
10/05/2011 05:00:00,18.17,234.33,,16.75,,20.02,45.5,1.88,,51.8,,,1.85,,,,,1.62,
10/05/2011 06:00:00,20.85,239.17,,12.82,,24.08,44.5,1.62,,40.85,,,2.87,,,,,1.73,
10/05/2011 07:00:00,19.57,254.33,,12.62,,24.92,46.0,1.52,,34.05,,,4.27,,,,,2.53,
10/05/2011 08:00:00,16.17,251.5,,12.8,,21.02,45.67,1.7,,27.12,,,3.82,,,,,2.5,
10/05/2011 09:00:00,19.12,262.83,,13.07,,24.48,40.83,1.77,,26.92,,,4.27,,,,,2.52,
10/05/2011 10:00:00,24.85,264.83,,16.77,,29.37,33.83,2.0,,30.57,,,3.88,,,,,1.85,
10/05/2011 11:00:00,28.12,250.33,,15.82,,31.58,30.67,2.2,,32.58,,,3.25,,,,,1.78,
10/05/2011 12:00:00,25.20,267.17,,14.3,,28.12,22.83,1.82,,36.2,,,2.80,,,,,2.52,
10/05/2011 13:00:00,24.28,284.33,,12.82,,29.00,19.17,1.55,,29.38,,,3.98,,,,,3.15,
10/05/2011 14:00:00,24.07,279.0,,11.05,,29.03,19.17,1.4,,26.38,,,4.15,,,,,3.13,
10/05/2011 15:00:00,22.42,285.0,,9.78,,27.07,18.0,1.42,,25.65,,,3.92,,,,,3.08,
10/05/2011 16:00:00,18.25,280.83,,9.2,,21.23,17.67,1.45,,21.95,,,2.63,,,,,3.05,
10/05/2011 17:00:00,35.23,121.33,,11.72,,38.13,33.17,2.07,,30.48,,,3.12,,,,,1.75,
10/05/2011 18:00:00,55.20,133.5,,14.3,,67.10,35.83,2.53,,41.6,,,9.80,,,,,1.37,
10/05/2011 19:00:00,97.15,75.17,,17.57,,132.40,43.67,4.2,,35.9,,,27.15,,,,,0.82,
10/05/2011 20:00:00,98.70,83.0,,18.6,,147.70,46.33,3.82,,26.77,,,36.62,,,,,0.87,
10/05/2011 21:00:00,96.60,156.33,,18.92,,148.28,52.0,4.28,,28.47,,,38.37,,,,,0.4,
10/05/2011 22:00:00,100.08,116.17,,21.83,,219.10,57.5,5.12,,29.48,,,84.50,,,,,0.37,
10/05/2011 23:00:00,97.13,152.0,,26.32,,236.23,61.83,5.24,,29.95,,,98.13,,,,,0.7,
11/05/2011 00:00:00,88.47,157.83,,33.88,,138.15,61.67,2.3,,33.15,,,36.73,,,,,0.38,
11/05/2011 01:00:00,80.22,195.5,,26.47,,178.50,63.83,2.28,,34.43,,,69.73,,,,,0.45,
11/05/2011 02:00:00,66.55,167.67,,28.07,,150.05,60.83,1.67,,35.2,,,59.13,,,,,0.43,
11/05/2011 03:00:00,55.47,183.17,,26.35,,143.67,62.5,1.34,,36.85,,,62.03,,,,,0.37,
11/05/2011 04:00:00,49.47,226.33,,27.8,,85.45,58.67,1.93,,40.98,,,26.15,,,,,0.7,
11/05/2011 05:00:00,48.20,193.67,,28.63,,73.40,60.5,2.17,,55.12,,,18.72,,,,,1.28,
11/05/2011 06:00:00,43.78,245.83,,30.3,,56.33,59.5,2.47,,67.3,,,9.93,,,,,2.07,
11/05/2011 07:00:00,31.65,249.33,,26.22,,38.32,56.83,1.56,,55.73,,,5.53,,,,,2.17,
11/05/2011 08:00:00,17.47,251.5,,27.0,,22.42,62.17,1.47,,34.13,,,3.97,,,,,2.83,
11/05/2011 09:00:00,17.18,259.67,,29.02,,22.37,59.0,1.63,,21.78,,,4.08,,,,,2.85,
11/05/2011 10:00:00,18.85,267.67,,29.17,,24.45,51.67,1.78,,14.4,,,4.42,,,,,2.77,
11/05/2011 11:00:00,18.05,266.67,,30.62,,22.45,43.67,1.72,,21.05,,,3.60,,,,,2.33,
11/05/2011 12:00:00,22.90,263.83,,27.22,,27.58,34.67,1.63,,26.35,,,3.87,,,,,2.4,
11/05/2011 13:00:00,24.03,263.83,,23.82,,28.63,31.17,1.6,,24.7,,,3.88,,,,,2.4,
11/05/2011 14:00:00,21.32,272.83,,20.5,,25.50,21.67,1.47,,21.48,,,3.52,,,,,2.8,
11/05/2011 15:00:00,18.07,271.17,,15.37,,21.83,17.5,1.34,,15.72,,,3.15,,,,,2.63,
11/05/2011 16:00:00,27.92,278.0,,12.13,,31.82,17.33,1.65,,14.88,,,3.52,,,,,2.58,
11/05/2011 17:00:00,28.18,289.0,,10.1,,30.92,18.17,1.75,,11.22,,,2.77,,,,,2.72,
11/05/2011 18:00:00,41.88,285.83,,10.25,,45.08,23.5,2.18,,15.62,,,3.48,,,,,1.53,
11/05/2011 19:00:00,76.90,248.33,,12.52,,90.58,31.0,3.1,,27.23,,,11.73,,,,,0.67,
11/05/2011 20:00:00,89.37,245.67,,14.5,,136.95,37.17,4.15,,26.75,,,35.35,,,,,0.48,
11/05/2011 21:00:00,87.68,257.67,,16.47,,156.23,40.0,4.4,,22.72,,,49.63,,,,,0.53,
11/05/2011 22:00:00,80.60,212.83,,18.1,,167.65,43.83,4.45,,28.53,,,62.07,,,,,0.37,
11/05/2011 23:00:00,69.97,227.17,,21.55,,141.50,44.17,3.42,,41.2,,,51.08,,,,,0.72,
12/05/2011 00:00:00,60.95,213.5,,26.02,,108.42,48.67,3.2,,76.65,,,34.35,,,,,0.7,
12/05/2011 01:00:00,53.00,252.67,,25.15,,88.33,50.5,2.73,,68.88,,,25.85,,,,,1.5,
12/05/2011 02:00:00,21.90,274.33,,21.18,,24.20,47.67,0.63,,45.22,,,2.27,,,,,2.13,
12/05/2011 03:00:00,15.83,256.17,,17.33,,18.02,48.83,0.65,,31.15,,,2.00,,,,,2.0,
12/05/2011 04:00:00,13.70,247.17,,14.92,,15.63,55.5,1.52,,22.78,,,1.78,,,,,1.43,
12/05/2011 05:00:00,22.58,267.0,,13.82,,24.58,54.83,1.67,,29.27,,,2.07,,,,,1.28,
12/05/2011 06:00:00,31.12,272.17,,16.12,,42.20,54.0,1.85,,24.45,,,8.52,,,,,1.73,
12/05/2011 07:00:00,37.22,269.33,,18.17,,51.53,55.17,2.18,,30.02,,,10.95,,,,,1.27,
12/05/2011 08:00:00,35.97,277.67,,20.23,,45.55,48.17,2.18,,28.95,,,7.67,,,,,1.7,
12/05/2011 09:00:00,18.13,259.0,,19.03,,22.13,39.0,1.8,,25.5,,,3.30,,,,,3.23,
12/05/2011 10:00:00,14.15,250.17,,18.13,,17.48,45.67,1.68,,12.22,,,2.70,,,,,2.83,
12/05/2011 11:00:00,19.03,254.33,,20.2,,25.52,39.33,1.54,,12.97,,,5.03,,,,,2.65,
12/05/2011 12:00:00,20.48,264.33,,22.65,,26.05,33.83,1.52,,22.0,,,4.45,,,,,2.53,
12/05/2011 13:00:00,22.85,274.33,,18.65,,28.15,29.17,1.52,,22.97,,,4.37,,,,,2.6,
12/05/2011 14:00:00,18.95,256.0,,16.67,,24.18,19.83,1.3,,22.18,,,4.17,,,,,2.57,
12/05/2011 15:00:00,22.75,264.0,,12.85,,27.85,17.67,1.3,,17.98,,,4.20,,,,,2.55,
12/05/2011 16:00:00,15.55,253.33,,9.58,,18.62,14.83,1.37,,16.08,,,2.62,,,,,2.37,
12/05/2011 17:00:00,18.05,257.17,,8.32,,20.02,16.0,1.42,,17.43,,,1.90,,,,,1.63,
12/05/2011 18:00:00,33.33,245.83,,8.75,,35.85,23.5,1.95,,16.85,,,2.73,,,,,0.87,
12/05/2011 19:00:00,77.48,132.83,,12.83,,100.03,41.5,3.22,,19.55,,,17.87,,,,,1.05,
12/05/2011 20:00:00,87.88,131.83,,15.47,,100.87,54.17,3.08,,24.32,,,11.62,,,,,1.15,
12/05/2011 21:00:00,71.43,137.33,,22.05,,78.80,56.5,2.15,,20.13,,,7.28,,,,,1.48,
12/05/2011 22:00:00,62.13,148.83,,29.87,,87.58,57.67,1.83,,73.58,,,19.32,,,,,1.17,
12/05/2011 23:00:00,50.67,150.0,,23.25,,65.48,61.0,1.56,,58.95,,,11.68,,,,,0.88,
13/05/2011 00:00:00,47.63,192.5,,19.05,,78.53,64.0,2.22,,32.4,,,22.63,,,,,1.13,
13/05/2011 01:00:00,46.42,193.5,,21.9,,89.83,65.33,2.1,,29.15,,,31.13,,,,,0.78,
13/05/2011 02:00:00,48.90,147.33,,29.08,,112.98,66.5,2.35,,29.83,,,45.30,,,,,2.68,
13/05/2011 03:00:00,39.23,75.0,,25.7,,49.80,77.17,1.72,,34.13,,,8.45,,,,,2.53,
13/05/2011 04:00:00,19.63,82.83,,25.6,,21.88,88.5,1.58,,28.5,,,2.15,,,,,3.78,
13/05/2011 05:00:00,16.07,82.0,,32.03,,17.73,81.17,1.38,,16.82,,,1.65,,,,,2.97,
13/05/2011 06:00:00,24.72,83.17,,28.25,,30.93,82.0,1.57,,25.1,,,5.07,,,,,2.32,
13/05/2011 07:00:00,37.17,109.33,,29.17,,50.37,82.83,1.94,,25.23,,,10.20,,,,,1.68,
13/05/2011 08:00:00,40.10,129.17,,33.02,,50.98,68.67,1.88,,30.37,,,8.70,,,,,2.12,
13/05/2011 09:00:00,48.98,142.33,,31.73,,68.15,60.5,1.83,,73.97,,,14.67,,,,,1.77,
13/05/2011 10:00:00,42.17,114.0,,28.87,,50.82,51.33,2.02,,72.98,,,7.23,,,,,2.05,
13/05/2011 11:00:00,49.87,98.83,,26.27,,57.80,44.5,2.26,,44.0,,,6.98,,,,,1.8,
13/05/2011 12:00:00,37.18,127.67,,25.0,,41.38,40.83,1.67,,40.0,,,4.05,,,,,1.97,
13/05/2011 13:00:00,27.03,168.67,,23.65,,29.00,39.83,1.45,,35.12,,,2.20,,,,,2.2,
13/05/2011 14:00:00,21.62,213.0,,20.8,,23.78,38.83,1.37,,29.15,,,2.15,,,,,1.75,
13/05/2011 15:00:00,29.88,119.83,,20.25,,31.67,38.17,1.58,,27.25,,,2.15,,,,,1.92,
13/05/2011 16:00:00,29.98,113.83,,22.12,,32.48,40.0,1.7,,43.93,,,2.65,,,,,1.83,
13/05/2011 17:00:00,40.27,88.83,,20.2,,43.03,40.33,1.77,,47.13,,,3.18,,,,,1.77,
13/05/2011 18:00:00,63.00,67.67,,19.22,,73.00,43.0,2.17,,42.82,,,8.82,,,,,1.95,
13/05/2011 19:00:00,92.08,127.17,,18.32,,102.80,48.33,2.7,,44.58,,,10.15,,,,,0.85,
13/05/2011 20:00:00,94.15,163.83,,17.43,,114.80,51.17,3.52,,35.63,,,17.08,,,,,0.7,
13/05/2011 21:00:00,97.13,118.17,,18.2,,185.33,54.17,4.7,,32.23,,,63.35,,,,,0.53,
13/05/2011 22:00:00,97.70,200.67,,19.68,,232.03,56.17,5.7,,35.38,,,94.90,,,,,0.82,
13/05/2011 23:00:00,96.12,227.0,,22.12,,222.42,57.5,4.5,,36.73,,,89.33,,,,,0.5,
14/05/2011 00:00:00,89.98,224.67,,20.05,,211.43,63.0,4.0,,28.23,,,85.83,,,,,0.35,
14/05/2011 01:00:00,80.18,242.83,,20.25,,210.98,70.0,4.75,,23.73,,,91.93,,,,,0.63,
14/05/2011 02:00:00,71.12,256.5,,24.8,,114.93,71.5,3.13,,19.85,,,32.17,,,,,0.92,
14/05/2011 03:00:00,55.80,235.83,,29.83,,68.88,72.67,2.06,,25.07,,,10.63,,,,,0.98,
14/05/2011 04:00:00,59.73,253.5,,34.22,,88.05,74.33,2.73,,37.83,,,21.23,,,,,0.83,
14/05/2011 05:00:00,51.58,203.83,,38.08,,57.90,72.17,2.73,,76.77,,,5.97,,,,,0.6,
14/05/2011 06:00:00,52.82,233.67,,37.57,,59.00,72.67,3.0,,76.8,,,5.88,,,,,0.52,
14/05/2011 07:00:00,52.03,249.17,,38.57,,57.18,63.83,3.16,,77.88,,,5.13,,,,,0.6,
14/05/2011 08:00:00,45.52,241.67,,35.1,,48.02,50.67,2.78,,103.12,,,3.12,,,,,0.93,
14/05/2011 09:00:00,38.63,264.0,,28.5,,42.12,42.33,2.4,,81.88,,,3.62,,,,,1.47,
14/05/2011 10:00:00,28.27,220.67,,23.65,,31.37,35.67,2.1,,47.98,,,3.00,,,,,1.38,
14/05/2011 11:00:00,29.93,211.17,,24.52,,31.72,31.33,2.1,,54.85,,,2.13,,,,,1.2,
14/05/2011 12:00:00,36.08,176.83,,23.1,,37.62,27.83,2.1,,66.08,,,2.20,,,,,1.8,
14/05/2011 13:00:00,26.32,137.0,,19.68,,28.87,24.5,1.72,,61.22,,,2.58,,,,,1.73,
14/05/2011 14:00:00,29.55,111.67,,18.03,,31.35,24.83,1.8,,68.3,,,2.17,,,,,1.72,
14/05/2011 15:00:00,35.35,106.67,,15.92,,37.47,24.33,1.86,,65.75,,,2.57,,,,,1.38,
14/05/2011 16:00:00,50.17,81.5,,12.93,,52.50,22.83,2.05,,55.72,,,3.18,,,,,2.1,
14/05/2011 17:00:00,64.50,82.67,,30.92,,68.57,25.67,2.28,,50.2,,,4.78,,,,,1.65,
14/05/2011 18:00:00,83.48,81.67,,11.95,,105.53,29.17,2.92,,41.43,,,17.68,,,,,1.18,
14/05/2011 19:00:00,102.70,83.67,,13.67,,140.67,35.17,4.08,,48.2,,,29.15,,,,,0.95,
14/05/2011 20:00:00,103.55,118.17,,16.3,,157.25,38.83,4.12,,55.22,,,39.95,,,,,0.58,
14/05/2011 21:00:00,108.05,156.5,,15.38,,236.58,43.5,5.2,,53.17,,,91.30,,,,,0.55,
14/05/2011 22:00:00,97.57,194.0,,14.95,,195.58,51.17,4.23,,44.23,,,70.05,,,,,0.35,
14/05/2011 23:00:00,79.13,190.67,,17.33,,125.02,55.67,2.54,,36.17,,,33.83,,,,,1.1,
15/05/2011 00:00:00,63.78,202.17,,20.52,,117.93,58.5,2.47,,36.3,,,39.05,,,,,0.88,
15/05/2011 01:00:00,54.95,227.5,,25.78,,90.73,63.0,2.13,,39.55,,,26.20,,,,,0.67,
15/05/2011 02:00:00,33.43,258.33,,30.95,,37.40,59.83,1.68,,46.47,,,3.75,,,,,1.62,
15/05/2011 03:00:00,36.47,272.67,,27.25,,38.92,51.83,1.42,,58.92,,,2.82,,,,,1.37,
15/05/2011 04:00:00,35.28,275.0,,21.0,,37.52,51.17,1.45,,55.05,,,2.63,,,,,1.08,
15/05/2011 05:00:00,35.12,228.67,,17.73,,37.82,55.83,1.38,,50.0,,,2.95,,,,,0.78,
15/05/2011 06:00:00,31.58,275.33,,16.52,,35.60,57.0,1.67,,36.52,,,3.72,,,,,1.33,
15/05/2011 07:00:00,28.43,282.83,,18.55,,33.23,55.5,1.94,,48.13,,,4.17,,,,,1.13,
15/05/2011 08:00:00,28.68,277.0,,20.68,,34.18,49.5,1.87,,49.1,,,4.67,,,,,1.62,
15/05/2011 09:00:00,24.05,272.67,,21.05,,30.72,43.17,1.75,,44.47,,,5.30,,,,,1.53,
15/05/2011 10:00:00,25.02,263.83,,20.68,,28.43,36.17,1.9,,48.48,,,3.13,,,,,1.57,
15/05/2011 11:00:00,23.07,228.0,,18.62,,24.47,28.5,1.78,,41.33,,,1.67,,,,,1.27,
15/05/2011 12:00:00,20.70,202.71,,17.61,,28.17,22.29,1.64,,27.09,,,2.11,,,,,1.56,
15/05/2011 13:00:00,17.72,215.67,,15.52,,38.02,16.5,1.39,,21.72,,,2.21,,,,,1.74,
15/05/2011 14:00:00,20.23,192.83,,11.84,,42.81,13.75,1.36,,15.66,,,2.55,,,,,1.51,
15/05/2011 15:00:00,13.38,224.0,,9.22,,28.40,11.42,1.2,,6.42,,,1.77,,,,,1.73,
15/05/2011 16:00:00,16.96,260.25,,8.34,,35.92,12.5,1.52,,11.97,,,1.92,,,,,1.74,
15/05/2011 17:00:00,23.15,260.92,,8.74,,47.08,15.58,1.72,,11.63,,,2.09,,,,,1.39,
15/05/2011 18:00:00,55.93,177.75,,9.55,,151.80,23.75,2.71,,14.25,,,17.98,,,,,0.85,
15/05/2011 19:00:00,118.05,71.83,,13.79,,260.42,33.0,4.31,,39.06,,,18.78,,,,,0.87,
15/05/2011 20:00:00,121.25,112.58,,16.93,,308.71,40.33,4.68,,54.92,,,34.46,,,,,0.61,
15/05/2011 21:00:00,124.90,111.33,,17.66,,416.99,46.5,6.23,,45.12,,,71.10,,,,,0.38,
15/05/2011 22:00:00,121.74,125.08,,21.67,,322.47,49.75,4.3,,41.89,,,37.96,,,,,0.48,
15/05/2011 23:00:00,90.22,140.5,,20.92,,187.17,50.42,2.08,,42.29,,,9.13,,,,,0.76,
