Time,R K Puram/Wind Speed (WS),R K Puram/Nitrogen Dioxide(NO2),R K Puram/Wind Direction(WD),R K Puram/Solar Radiation(SR),R K Puram/Ammonia(NH3),R K Puram/Temperature(AT),R K Puram/Oxides of Nitrogen(NOx),R K Puram/Relative Humidity(RH),R K Puram/Carbon Monoxide(CO),R K Puram/P Xylene(PXY),R K Puram/Sulfur Dioxide(SO2),R K Puram/PM2.5(PM2.5),R K Puram/Toluene(TOL),R K Puram/Nitric Oxide(NO),R K Puram/Benzene(BEN),R K Puram/Ozone(O3),R K Puram/PM10(PM10),R K Puram/Bar Pressure(BP),R K Puram/Vertical Wind Speed(VWS)
19/04/2011 13:00:00,2.88,16.1,171.75,,19.17,,22.77,33.25,2.7,,12.0,,,5.08,,,,,
19/04/2011 14:00:00,3.25,17.17,152.5,,11.58,,22.73,32.5,2.67,,34.75,,,4.35,,,,,
19/04/2011 15:00:00,3.35,16.52,129.0,,11.87,,24.63,31.17,2.6,,8.25,,,6.07,,,,,
19/04/2011 16:00:00,2.33,19.0,180.83,,13.68,,25.33,31.5,2.53,,7.22,,,4.93,,,,,
19/04/2011 17:00:00,3.68,19.85,214.5,,15.33,,27.77,33.0,2.45,,5.87,,,6.02,,,,,
19/04/2011 18:00:00,1.93,23.62,240.0,,11.9,,31.77,36.5,2.73,,2.85,,,6.3,,,,,
19/04/2011 19:00:00,0.75,40.0,215.33,,9.2,,46.40,44.5,3.83,,6.22,,,5.6,,,,,
19/04/2011 20:00:00,0.4,102.87,214.33,,20.17,,298.43,50.17,6.5,,11.0,,,136.93,,,,,
19/04/2011 21:00:00,0.63,101.27,103.83,,17.93,,203.27,49.0,5.12,,9.27,,,72.92,,,,,
19/04/2011 22:00:00,1.22,95.35,103.17,,25.38,,193.73,49.67,4.65,,16.55,,,70.25,,,,,
19/04/2011 23:00:00,1.33,85.32,124.17,,23.82,,135.15,50.33,3.55,,16.25,,,36.75,,,,,
20/04/2011 00:00:00,1.43,62.5,106.17,,29.84,,79.98,52.33,2.95,,31.8,,,11.85,,,,,
20/04/2011 01:00:00,0.97,13.25,197.5,,4.77,,7.36,57.5,2.87,,42.67,,,1.83,,,,,
20/04/2011 02:00:00,0.93,4.33,261.67,,4.68,,8.48,70.83,3.17,,24.72,,,2.98,,,,,
20/04/2011 03:00:00,0.75,0.35,264.17,,2.43,,4.18,78.83,3.18,,17.4,,,3.0,,,,,
20/04/2011 04:00:00,0.9,3.07,258.33,,2.18,,7.65,82.33,3.35,,13.2,,,3.22,,,,,
20/04/2011 05:00:00,0.75,20.66,230.33,,7.02,,30.27,77.67,3.22,,7.58,,,9.63,,,,,
20/04/2011 06:00:00,0.97,,251.83,,0.37,,-1,70.67,3.68,,5.15,,,2.02,,,,,
20/04/2011 07:00:00,1.35,56.6,231.17,,26.57,,80.76,59.0,3.88,,9.3,,,17.95,,,,,
20/04/2011 08:00:00,2.68,48.73,261.17,,38.47,,62.38,52.33,3.42,,48.43,,,10.87,,,,,
20/04/2011 09:00:00,2.2,35.82,240.33,,30.28,,41.57,46.67,3.17,,37.62,,,5.05,,,,,
20/04/2011 10:00:00,2.48,16.08,236.33,,19.15,,19.72,40.67,2.77,,24.2,,,2.98,,,,,
20/04/2011 11:00:00,2.85,9.32,202.0,,13.34,,12.22,38.17,2.68,,13.18,,,3.4,,,,,
20/04/2011 12:00:00,2.7,13.2,210.0,,5.6,,15.05,35.5,2.73,,11.65,,,5.72,,,,,
20/04/2011 13:00:00,2.6,11.9,206.0,,13.8,,13.90,32.0,2.7,,12.7,,,1.75,,,,,
24/04/2011 14:00:00,1.65,19.2,215.0,,21.4,,22.10,27.0,3.75,,17.0,,,2.6,,,,,
24/04/2011 15:00:00,1.48,17.98,178.5,,30.1,,21.03,26.83,3.78,,17.03,,,2.63,,,,,
24/04/2011 16:00:00,1.37,18.45,153.83,,19.32,,20.25,27.83,3.95,,14.82,,,1.8,,,,,
24/04/2011 17:00:00,0.77,30.1,148.33,,13.43,,30.70,30.67,4.07,,12.67,,,1.37,,,,,
24/04/2011 18:00:00,0.63,90.33,264.5,,24.83,,100.63,42.33,5.5,,20.17,,,9.88,,,,,
24/04/2011 19:00:00,0.73,124.55,256.33,,47.85,,245.77,49.5,7.65,,28.95,,,86.78,,,,,
24/04/2011 20:00:00,0.73,110.55,259.0,,77.48,,336.02,56.33,9.22,,26.12,,,157.62,,,,,
24/04/2011 21:00:00,0.68,104.9,256.17,,90.3,,443.33,62.5,10.5,,23.78,,,234.65,,,,,
24/04/2011 22:00:00,0.72,104.65,258.33,,89.38,,632.70,65.83,11.13,,24.0,,,364.27,,,,,
24/04/2011 23:00:00,0.45,97.18,252.5,,87.02,,595.00,68.83,10.32,,23.32,,,343.38,,,,,
25/04/2011 00:00:00,0.65,86.15,239.17,,57.07,,495.03,68.83,9.32,,12.63,,,282.25,,,,,
25/04/2011 01:00:00,0.92,76.35,244.83,,58.4,,370.33,66.5,8.1,,8.12,,,203.38,,,,,
25/04/2011 02:00:00,0.9,88.23,203.83,,58.4,,422.42,65.0,8.15,,9.53,,,231.23,,,,,
25/04/2011 03:00:00,0.82,80.48,263.5,,57.53,,354.15,67.17,7.33,,7.87,,,189.6,,,,,
25/04/2011 04:00:00,0.4,76.0,229.5,,74.17,,317.92,70.33,7.03,,10.72,,,167.77,,,,,
25/04/2011 05:00:00,0.57,72.0,260.67,,88.35,,260.02,72.33,7.15,,24.18,,,130.82,,,,,
25/04/2011 06:00:00,0.62,76.23,229.67,,86.37,,283.12,72.83,7.72,,27.2,,,143.82,,,,,
25/04/2011 07:00:00,0.45,130.45,188.17,,94.15,,351.12,57.67,8.62,,43.28,,,154.93,,,,,
25/04/2011 08:00:00,1.12,170.93,266.67,,49.55,,274.57,45.17,7.5,,59.33,,,76.18,,,,,
25/04/2011 09:00:00,1.42,83.95,242.83,,29.57,,94.12,35.33,5.8,,38.57,,,9.6,,,,,
25/04/2011 10:00:00,1.5,48.2,187.83,,21.63,,50.35,31.5,5.43,,25.48,,,2.98,,,,,
25/04/2011 11:00:00,1.82,27.13,199.83,,18.98,,29.08,27.83,5.05,,18.65,,,2.15,,,,,
25/04/2011 12:00:00,2.38,23.77,160.83,,26.72,,28.28,24.17,4.68,,13.4,,,3.8,,,,,
25/04/2011 13:00:00,2.32,27.25,195.67,,39.58,,31.45,25.67,4.6,,15.17,,,3.73,,,,,
25/04/2011 14:00:00,2.82,34.25,144.67,,48.08,,37.15,26.5,3.97,,47.02,,,3.03,,,,,
25/04/2011 15:00:00,2.35,,185.17,,,,,25.17,2.93,,19.85,,,,,,,,
25/04/2011 16:00:00,2.23,31.62,164.33,,3.5,,29.86,26.17,3.83,,20.62,,,1.13,,,,,
25/04/2011 17:00:00,1.47,40.28,194.17,,,,40.35,28.0,5.03,,18.55,,,1.32,,,,,
25/04/2011 18:00:00,0.87,99.22,242.67,,,,105.87,36.5,6.33,,15.18,,,7.67,,,,,
25/04/2011 19:00:00,0.8,131.1,256.0,,,,271.28,46.17,8.72,,17.73,,,99.93,,,,,
25/04/2011 20:00:00,0.73,117.73,259.33,,,,393.13,54.33,10.52,,20.7,,,191.97,,,,,
25/04/2011 21:00:00,0.67,118.87,260.17,,,,474.73,56.83,11.7,,25.83,,,247.0,,,,,
25/04/2011 22:00:00,0.75,119.15,257.0,,,,385.95,54.67,9.75,,35.55,,,186.15,,,,,
25/04/2011 23:00:00,0.57,112.48,201.17,,,,280.72,50.67,7.83,,53.15,,,118.55,,,,,
26/04/2011 00:00:00,0.6,97.87,254.67,,,,285.75,56.33,8.18,,35.68,,,131.53,,,,,
26/04/2011 01:00:00,0.62,79.13,252.0,,,,340.15,66.0,8.67,,17.03,,,180.92,,,,,
26/04/2011 02:00:00,0.68,73.87,254.5,,,,327.30,67.5,8.3,,12.98,,,175.57,,,,,
26/04/2011 03:00:00,1.13,83.85,192.83,,,,352.58,61.33,8.02,,19.38,,,186.35,,,,,
26/04/2011 04:00:00,1.8,64.75,138.5,,,,88.50,55.5,6.0,,22.3,,,18.25,,,,,
26/04/2011 05:00:00,1.65,30.42,181.17,,,,33.22,64.0,5.47,,16.98,,,2.87,,,,,
26/04/2011 06:00:00,2.12,28.92,201.17,,,,32.02,70.67,5.43,,15.95,,,3.02,,,,,
26/04/2011 07:00:00,2.88,49.73,146.5,,,,63.55,65.5,5.4,,75.08,,,11.02,,,,,
26/04/2011 08:00:00,3.75,44.12,134.33,,,,53.98,55.5,5.47,,103.08,,,8.13,,,,,
26/04/2011 09:00:00,4.25,29.22,159.0,,,,35.48,49.83,5.42,,56.78,,,5.18,,,,,
26/04/2011 10:00:00,3.8,21.32,169.67,,1.44,,27.40,46.83,5.67,,23.97,,,4.83,,,,,
26/04/2011 11:00:00,4.32,18.67,177.33,,2.46,,22.83,44.5,5.7,,15.42,,,3.42,,,,,
26/04/2011 12:00:00,4.12,17.02,176.17,,4.5,,21.68,41.0,5.58,,13.93,,,3.72,,,,,
26/04/2011 13:00:00,3.72,17.12,193.17,,5.97,,21.68,38.83,5.47,,16.97,,,3.65,,,,,
26/04/2011 14:00:00,3.3,19.15,212.5,,6.23,,22.40,38.0,5.32,,38.33,,,2.83,,,,,
26/04/2011 15:00:00,2.87,16.28,213.83,,6.45,,19.60,37.67,5.47,,9.63,,,2.78,,,,,
26/04/2011 16:00:00,2.53,20.03,205.0,,5.08,,22.27,38.5,5.58,,11.82,,,2.17,,,,,
26/04/2011 17:00:00,2.93,39.6,130.33,,3.2,,42.25,42.67,5.95,,21.17,,,3.03,,,,,
26/04/2011 18:00:00,2.92,47.33,132.5,,,,50.48,47.0,6.07,,13.83,,,3.63,,,,,
26/04/2011 19:00:00,3.33,39.9,122.67,,,,43.50,52.67,6.03,,10.93,,,3.72,,,,,
26/04/2011 20:00:00,2.85,38.93,127.67,,,,40.85,53.17,6.08,,6.63,,,2.55,,,,,
26/04/2011 21:00:00,2.0,40.98,179.17,,,,42.92,56.83,6.12,,5.7,,,2.6,,,,,
26/04/2011 22:00:00,1.75,39.77,197.83,,,,41.80,59.83,5.98,,20.05,,,2.65,,,,,
26/04/2011 23:00:00,1.83,20.57,175.33,,,,22.38,62.33,5.92,,19.5,,,1.87,,,,,
27/04/2011 00:00:00,1.47,21.23,159.83,,,,23.03,66.17,5.88,,26.65,,,1.9,,,,,
27/04/2011 01:00:00,1.28,26.57,182.33,,,,28.60,68.0,5.75,,41.23,,,2.22,,,,,
27/04/2011 02:00:00,1.18,24.9,242.17,,,,26.90,70.67,5.78,,35.13,,,2.15,,,,,
27/04/2011 03:00:00,1.17,25.0,254.83,,,,26.75,73.0,5.78,,35.83,,,1.97,,,,,
27/04/2011 04:00:00,1.72,23.35,260.33,,,,24.60,73.33,5.88,,18.32,,,1.57,,,,,
27/04/2011 05:00:00,0.98,25.32,254.17,,,,26.48,76.33,6.03,,9.88,,,1.57,,,,,
27/04/2011 06:00:00,0.97,36.8,215.67,,,,41.52,74.67,6.27,,6.72,,,4.38,,,,,
27/04/2011 07:00:00,1.65,52.55,194.0,,,,63.13,67.67,6.43,,10.43,,,8.92,,,,,
27/04/2011 08:00:00,2.35,37.33,233.5,,,,44.38,62.17,6.32,,28.48,,,5.97,,,,,
27/04/2011 09:00:00,3.68,23.68,249.67,,0.5,,28.03,54.83,6.2,,30.23,,,3.7,,,,,
27/04/2011 10:00:00,4.53,12.85,254.17,,2.15,,15.78,49.67,6.05,,26.12,,,2.38,,,,,
27/04/2011 11:00:00,2.8,12.47,226.17,,4.6,,15.33,44.83,6.1,,19.6,,,2.37,,,,,
27/04/2011 12:00:00,2.42,22.58,177.33,,3.33,,25.13,41.17,6.27,,13.58,,,2.48,,,,,
27/04/2011 13:00:00,2.33,27.42,194.5,,2.85,,30.52,39.83,6.2,,19.43,,,2.95,,,,,
27/04/2011 14:00:00,2.1,28.2,178.67,,3.08,,30.90,38.67,5.95,,54.27,,,2.73,,,,,
27/04/2011 15:00:00,1.83,16.13,168.67,,6.68,,18.85,38.83,5.8,,25.45,,,2.35,,,,,
27/04/2011 16:00:00,1.5,20.48,191.5,,5.1,,22.38,39.17,5.77,,28.72,,,1.95,,,,,
27/04/2011 17:00:00,1.27,26.17,257.5,,3.18,,27.65,41.5,5.92,,19.58,,,1.83,,,,,
27/04/2011 18:00:00,0.62,93.13,225.0,,,,94.10,49.17,6.77,,26.63,,,3.57,,,,,
27/04/2011 19:00:00,0.55,127.12,251.33,,,,182.90,57.67,8.55,,33.32,,,42.08,,,,,
27/04/2011 20:00:00,0.78,124.57,264.67,,,,279.12,63.33,10.65,,17.58,,,109.57,,,,,
27/04/2011 21:00:00,0.82,121.23,265.33,,,,279.37,62.5,9.33,,9.88,,,111.9,,,,,
27/04/2011 22:00:00,1.18,98.68,176.83,,,,119.17,57.17,7.08,,6.33,,,17.12,,,,,
27/04/2011 23:00:00,1.0,75.03,247.83,,,,76.03,59.83,6.62,,8.57,,,3.07,,,,,
28/04/2011 00:00:00,0.75,62.72,249.67,,,,65.07,63.5,6.33,,39.87,,,3.57,,,,,
28/04/2011 01:00:00,0.75,64.72,261.83,,,,65.87,70.0,6.5,,40.25,,,2.78,,,,,
28/04/2011 02:00:00,0.65,63.67,250.5,,,,90.40,73.67,6.57,,31.62,,,20.25,,,,,
28/04/2011 03:00:00,0.72,67.02,260.17,,,,86.40,70.33,6.3,,36.22,,,15.35,,,,,
28/04/2011 04:00:00,0.6,64.98,235.67,,,,80.63,74.5,6.5,,22.87,,,12.73,,,,,
28/04/2011 05:00:00,0.7,52.5,253.0,,,,56.12,71.5,6.2,,8.33,,,4.1,,,,,
28/04/2011 06:00:00,0.65,55.15,214.5,,,,60.47,69.17,6.62,,6.32,,,5.33,,,,,
28/04/2011 07:00:00,1.2,55.23,251.5,,,,65.15,59.83,6.82,,4.75,,,8.53,,,,,
28/04/2011 08:00:00,2.45,35.28,251.0,,1.8,,42.28,50.33,6.27,,19.9,,,5.88,,,,,
28/04/2011 09:00:00,3.65,16.28,260.0,,0.45,,19.20,46.33,6.02,,31.47,,,2.48,,,,,
28/04/2011 10:00:00,3.57,15.03,260.33,,1.28,,17.12,42.67,6.12,,24.35,,,1.87,,,,,
28/04/2011 11:00:00,2.35,14.67,202.5,,3.07,,17.23,37.83,6.08,,16.38,,,2.2,,,,,
28/04/2011 12:00:00,2.23,17.65,171.83,,3.93,,20.65,34.0,5.93,,16.02,,,2.6,,,,,
28/04/2011 13:00:00,1.75,21.32,152.5,,3.22,,24.45,33.33,5.8,,17.2,,,2.83,,,,,
28/04/2011 14:00:00,1.83,28.75,177.67,,3.27,,30.58,32.67,5.53,,49.43,,,2.15,,,,,
28/04/2011 15:00:00,1.87,26.68,159.5,,6.22,,29.40,32.83,5.47,,20.43,,,2.7,,,,,
28/04/2011 16:00:00,1.62,33.82,114.5,,4.12,,34.97,33.17,5.63,,19.65,,,1.87,,,,,
28/04/2011 17:00:00,0.8,87.25,105.33,,1.7,,86.27,38.17,6.45,,17.48,,,2.07,,,,,
28/04/2011 18:00:00,0.62,116.23,236.83,,,,117.57,51.0,7.52,,12.33,,,4.55,,,,,
28/04/2011 19:00:00,0.5,160.05,254.0,,,,308.98,61.67,10.68,,15.63,,,106.8,,,,,
28/04/2011 20:00:00,0.63,161.32,258.83,,,,446.43,66.5,13.28,,30.47,,,199.95,,,,,
28/04/2011 21:00:00,0.52,164.87,230.17,,,,577.23,69.17,14.73,,29.92,,,287.08,,,,,
28/04/2011 22:00:00,0.82,163.72,263.5,,,,657.92,70.5,15.05,,25.53,,,343.0,,,,,
28/04/2011 23:00:00,0.45,150.18,244.83,,,,599.53,74.67,13.7,,22.13,,,311.88,,,,,
29/04/2011 00:00:00,0.48,128.5,215.67,,,,543.32,74.67,12.93,,10.52,,,287.63,,,,,
29/04/2011 01:00:00,0.62,125.35,254.67,,,,544.50,76.83,12.88,,6.35,,,290.5,,,,,
29/04/2011 02:00:00,0.85,100.92,252.67,,,,363.30,66.83,10.18,,8.13,,,182.52,,,,,
29/04/2011 03:00:00,0.63,78.08,252.0,,,,176.22,56.5,7.73,,29.48,,,69.52,,,,,
29/04/2011 04:00:00,1.37,67.12,260.67,,,,153.08,54.5,7.55,,51.62,,,60.88,,,,,
29/04/2011 05:00:00,1.95,52.45,265.17,,,,59.53,48.83,7.62,,69.47,,,6.48,,,,,
29/04/2011 06:00:00,1.73,67.4,264.0,,,,109.67,49.0,8.13,,73.07,,,30.98,,,,,
29/04/2011 07:00:00,1.85,78.32,261.67,,,,120.75,46.33,8.67,,81.58,,,31.45,,,,,
29/04/2011 08:00:00,2.13,74.23,243.5,,,,85.58,40.67,8.3,,64.9,,,10.07,,,,,
29/04/2011 09:00:00,2.87,38.67,229.67,,,,43.08,36.83,7.12,,34.4,,,4.22,,,,,
29/04/2011 10:00:00,2.9,24.63,178.17,,1.67,,27.35,32.83,6.67,,15.8,,,2.63,,,,,
29/04/2011 11:00:00,3.52,40.93,173.5,,2.25,,58.03,29.33,7.37,,11.15,,,12.95,,,,,
29/04/2011 12:00:00,3.28,20.58,177.0,,0.62,,24.62,27.33,6.43,,6.47,,,3.42,,,,,
29/04/2011 13:00:00,3.35,33.98,172.5,,,,39.48,26.17,6.6,,8.9,,,4.83,,,,,
29/04/2011 14:00:00,3.23,34.8,170.33,,,,39.78,26.0,5.12,,35.87,,,4.5,,,,,
29/04/2011 15:00:00,3.45,,221.67,,,,,26.33,4.08,,8.1,,,,,,,,
29/04/2011 16:00:00,3.07,21.34,172.17,,,,21.06,27.5,4.92,,6.82,,,1.93,,,,,
29/04/2011 17:00:00,2.23,28.9,139.5,,,,31.02,29.33,6.0,,3.92,,,2.33,,,,,
29/04/2011 18:00:00,1.35,84.42,111.83,,,,97.13,33.33,6.98,,8.85,,,11.32,,,,,
29/04/2011 19:00:00,0.87,95.62,260.0,,,,195.60,42.67,8.67,,12.18,,,71.35,,,,,
29/04/2011 20:00:00,1.18,93.53,175.33,,,,240.20,40.83,8.95,,23.83,,,103.22,,,,,
29/04/2011 21:00:00,1.3,83.1,156.17,,,,108.85,33.17,7.07,,28.02,,,20.22,,,,,
29/04/2011 22:00:00,0.83,76.28,199.83,,,,115.12,35.83,7.02,,25.03,,,28.95,,,,,
29/04/2011 23:00:00,0.82,76.63,230.0,,,,139.60,39.5,6.83,,28.02,,,45.48,,,,,
30/04/2011 00:00:00,0.42,64.87,242.5,,,,174.87,46.33,7.65,,20.33,,,77.23,,,,,
30/04/2011 01:00:00,0.4,55.3,246.5,,,,223.00,52.0,7.92,,16.15,,,116.38,,,,,
30/04/2011 02:00:00,0.35,52.53,257.67,,,,256.02,53.33,8.02,,18.53,,,140.75,,,,,
30/04/2011 03:00:00,0.77,51.87,242.5,,,,234.87,50.83,7.67,,22.53,,,126.72,,,,,
30/04/2011 04:00:00,1.22,49.25,265.83,,,,98.58,43.0,6.85,,34.28,,,35.27,,,,,
30/04/2011 05:00:00,1.25,50.87,251.83,,,,99.27,43.17,6.77,,35.23,,,34.67,,,,,
30/04/2011 06:00:00,0.42,58.05,211.83,,,,124.92,48.83,7.03,,26.15,,,47.55,,,,,
30/04/2011 07:00:00,1.05,76.83,268.83,,,,199.22,45.0,7.23,,66.07,,,86.08,,,,,
30/04/2011 08:00:00,2.63,67.9,259.17,,,,106.63,38.17,7.07,,31.23,,,28.62,,,,,
30/04/2011 09:00:00,2.83,27.25,239.5,,,,32.45,36.17,6.77,,4.67,,,4.42,,,,,
30/04/2011 10:00:00,2.62,16.2,237.0,,1.6,,19.63,32.5,6.67,,0.6,,,2.85,,,,,
30/04/2011 11:00:00,3.23,10.77,227.0,,3.05,,14.32,31.17,6.63,,,,,2.75,,,,,
30/04/2011 12:00:00,3.52,8.78,259.17,,100.22,,12.03,31.33,6.7,,5.68,,,6.45,,,,,
30/04/2011 13:00:00,5.2,8.3,254.0,,67.1,,11.80,31.0,6.7,,8.4,,,2.7,,,,,
02/05/2011 07:00:00,4.8,,264.0,,,,,48.0,,,,,,,,,,,
02/05/2011 08:00:00,3.93,61.75,271.83,,,,53.20,47.0,,,9.86,,,7.8,,,,,
02/05/2011 09:00:00,3.78,31.87,268.0,,,,37.88,44.33,,,7.93,,,5.12,,,,,
02/05/2011 10:00:00,3.25,27.07,253.33,,,,30.35,41.0,0.28,,8.62,,,3.08,,,,,
02/05/2011 11:00:00,2.98,26.28,204.0,,2.05,,30.20,37.83,0.48,,10.52,,,3.52,,,,,
02/05/2011 12:00:00,2.45,22.8,179.33,,1.6,,26.23,35.0,0.47,,17.13,,,3.05,,,,,
02/05/2011 13:00:00,2.85,26.2,160.83,,1.38,,29.70,34.17,0.5,,18.5,,,3.22,,,,,
02/05/2011 14:00:00,2.75,25.1,190.33,,0.65,,28.57,34.5,0.38,,46.78,,,3.15,,,,,
02/05/2011 15:00:00,2.67,19.07,174.5,,0.1,,23.03,34.83,0.22,,17.48,,,3.3,,,,,
02/05/2011 16:00:00,2.25,,169.83,,0.54,,,34.67,0.38,,16.33,,,2.85,,,,,
02/05/2011 17:00:00,2.15,44.4,150.83,,0.2,,25.70,35.33,0.55,,13.42,,,3.73,,,,,
02/05/2011 18:00:00,1.13,94.07,138.33,,,,104.03,39.5,1.45,,10.83,,,9.77,,,,,
02/05/2011 19:00:00,1.5,147.52,104.83,,,,192.70,46.0,2.35,,20.88,,,35.5,,,,,
02/05/2011 20:00:00,0.75,150.23,225.5,,,,233.32,52.83,3.35,,29.98,,,61.52,,,,,
02/05/2011 21:00:00,0.75,131.98,257.67,,,,286.65,58.5,4.55,,31.15,,,109.87,,,,,
02/05/2011 22:00:00,0.98,79.73,221.83,,0.5,,163.35,61.33,5.1,,36.65,,,48.87,,,,,
02/05/2011 23:00:00,0.98,13.0,185.17,,0.2,,24.92,62.0,4.02,,39.43,,,11.75,,,,,
03/05/2011 00:00:00,0.62,11.05,221.67,,,,16.48,63.83,4.25,,24.93,,,4.83,,,,,
03/05/2011 01:00:00,0.62,80.03,255.67,,0.2,,227.18,66.33,4.22,,9.68,,,95.18,,,,,
03/05/2011 02:00:00,0.8,82.12,235.83,,,,343.65,68.33,4.07,,4.37,,,181.35,,,,,
03/05/2011 03:00:00,0.82,65.32,248.17,,,,396.22,71.5,4.1,,2.68,,,228.25,,,,,
03/05/2011 04:00:00,0.67,93.02,208.83,,,,343.15,68.83,2.98,,6.43,,,173.93,,,,,
03/05/2011 05:00:00,0.7,83.48,232.0,,,,219.50,67.5,2.3,,33.45,,,95.58,,,,,
03/05/2011 06:00:00,0.8,87.17,252.83,,,,196.28,63.67,2.3,,48.33,,,77.35,,,,,
03/05/2011 07:00:00,1.1,102.03,248.33,,,,159.43,54.33,2.37,,48.52,,,42.43,,,,,
03/05/2011 08:00:00,3.13,51.0,265.5,,,,57.30,44.33,2.08,,39.35,,,5.9,,,,,
03/05/2011 09:00:00,3.4,33.05,264.5,,0.85,,38.12,39.33,1.53,,12.93,,,4.5,,,,,
03/05/2011 10:00:00,3.03,22.68,239.67,,2.27,,26.73,36.67,1.63,,9.0,,,3.48,,,,,
03/05/2011 11:00:00,2.78,19.07,228.83,,4.42,,22.37,33.0,1.83,,8.98,,,2.85,,,,,
03/05/2011 12:00:00,2.93,22.28,204.33,,5.63,,26.23,29.33,1.52,,19.37,,,3.37,,,,,
03/05/2011 13:00:00,2.57,23.35,171.0,,6.82,,27.25,28.17,1.4,,18.97,,,3.4,,,,,
03/05/2011 14:00:00,3.13,22.5,152.17,,4.4,,26.60,27.83,0.3,,44.67,,,3.5,,,,,
03/05/2011 15:00:00,2.95,,155.33,,,,,27.17,,,19.15,,,,,,,,
03/05/2011 16:00:00,2.68,1.2,204.83,,0.35,,-1,27.83,1.78,,13.88,,,,,,,,
03/05/2011 17:00:00,1.58,,242.17,,0.25,,,30.33,3.1,,12.28,,,2.98,,,,,
03/05/2011 18:00:00,4.97,27.2,265.17,,0.2,,27.78,30.5,2.83,,8.85,,,1.65,,,,,
03/05/2011 19:00:00,6.22,26.2,274.17,,0.68,,27.27,36.17,1.88,,7.13,,,1.53,,,,,
03/05/2011 20:00:00,3.28,49.08,272.0,,,,51.28,42.33,0.55,,13.23,,,3.07,,,,,
03/05/2011 21:00:00,3.8,41.97,271.33,,,,43.98,44.0,0.57,,12.1,,,2.68,,,,,
03/05/2011 22:00:00,3.87,24.0,266.67,,0.25,,22.58,45.33,0.28,,12.05,,,3.27,,,,,
03/05/2011 23:00:00,3.63,,271.5,,,,,46.83,,,13.7,,,,,,,,
04/05/2011 00:00:00,2.77,2.23,265.67,,0.85,,-1,48.17,0.78,,8.43,,,1.83,,,,,
04/05/2011 01:00:00,2.33,38.92,271.17,,0.2,,39.34,50.17,0.88,,5.82,,,1.53,,,,,
04/05/2011 02:00:00,2.53,36.18,261.67,,,,37.27,50.17,0.93,,6.6,,,1.88,,,,,
04/05/2011 03:00:00,2.82,23.07,266.17,,0.56,,25.47,51.5,0.98,,7.7,,,2.37,,,,,
04/05/2011 04:00:00,1.65,28.57,260.5,,,,31.28,54.5,0.68,,12.82,,,2.7,,,,,
04/05/2011 05:00:00,0.92,35.28,220.33,,,,37.30,56.83,0.9,,22.27,,,2.48,,,,,
04/05/2011 06:00:00,0.53,58.27,172.83,,,,91.22,58.33,1.22,,19.6,,,24.32,,,,,
04/05/2011 07:00:00,1.43,70.35,103.5,,,,119.50,56.0,1.82,,20.58,,,35.8,,,,,
04/05/2011 08:00:00,1.45,75.33,181.5,,,,97.37,57.0,2.22,,22.47,,,17.43,,,,,
04/05/2011 09:00:00,1.17,85.48,187.33,,,,121.38,60.0,2.82,,13.07,,,27.22,,,,,
04/05/2011 10:00:00,1.82,97.33,242.0,,,,134.48,58.17,3.12,,7.4,,,28.45,,,,,
04/05/2011 11:00:00,2.0,66.52,242.5,,41.45,,74.00,47.33,2.38,,12.87,,,7.2,,,,,
04/05/2011 12:00:00,1.58,39.3,226.17,,68.68,,44.98,37.17,1.7,,49.82,,,5.13,,,,,
04/05/2011 13:00:00,2.43,24.65,201.5,,34.62,,27.03,37.5,1.67,,30.87,,,2.4,,,,,
04/05/2011 14:00:00,2.12,22.95,164.83,,28.9,,25.07,36.0,1.1,,50.42,,,2.18,,,,,
04/05/2011 15:00:00,1.23,27.22,153.67,,26.52,,29.18,35.0,1.38,,22.07,,,2.18,,,,,
04/05/2011 16:00:00,1.43,30.35,210.0,,22.2,,31.82,37.5,1.55,,20.25,,,1.93,,,,,
04/05/2011 17:00:00,1.82,43.42,259.33,,20.38,,44.98,40.67,1.82,,17.62,,,2.42,,,,,
04/05/2011 18:00:00,3.12,44.05,274.0,,19.35,,45.03,38.17,1.6,,13.72,,,2.03,,,,,
04/05/2011 19:00:00,1.67,72.05,277.5,,17.02,,75.35,39.5,2.12,,11.55,,,4.52,,,,,
04/05/2011 20:00:00,1.03,94.65,263.33,,43.38,,152.55,43.83,2.83,,26.8,,,42.53,,,,,
04/05/2011 21:00:00,1.23,91.1,257.0,,43.67,,156.55,46.17,,,45.22,,,47.6,,,,,
04/05/2011 22:00:00,1.5,77.9,260.67,,46.83,,100.98,44.67,,,23.52,,,18.23,,,,,
04/05/2011 23:00:00,1.7,61.97,236.83,,46.4,,67.00,44.0,,,24.43,,,5.4,,,,,
05/05/2011 00:00:00,2.6,62.28,116.5,,14.55,,64.20,46.33,,,33.05,,,10.18,,,,,
05/05/2011 01:00:00,2.88,32.0,175.5,,17.47,,33.00,56.5,,,31.6,,,1.72,,,,,
05/05/2011 02:00:00,1.87,19.92,219.5,,13.32,,21.40,62.0,,,7.45,,,1.62,,,,,
05/05/2011 03:00:00,2.0,11.63,193.17,,9.82,,14.27,57.67,,,5.38,,,2.15,,,,,
05/05/2011 04:00:00,1.68,12.12,236.17,,58.12,,14.65,59.17,,,18.55,,,2.12,,,,,
