Time,R K Puram/Wind Speed (WS),R K Puram/Nitrogen Dioxide(NO2),R K Puram/Wind Direction(WD),R K Puram/Solar Radiation(SR),R K Puram/Ammonia(NH3),R K Puram/Temperature(AT),R K Puram/Oxides of Nitrogen(NOx),R K Puram/Relative Humidity(RH),R K Puram/Carbon Monoxide(CO),R K Puram/P Xylene(PXY),R K Puram/Sulfur Dioxide(SO2),R K Puram/PM2.5(PM2.5),R K Puram/Toluene(TOL),R K Puram/Nitric Oxide(NO),R K Puram/Benzene(BEN),R K Puram/Ozone(O3),R K Puram/PM10(PM10),R K Puram/Bar Pressure(BP),R K Puram/Vertical Wind Speed(VWS)
12/05/2016 15:00:00,2.52,20.97,173.67,331.83,48.2,40.07,19.98,18.08,0.72,0.46,13.39,58.17,-1,-1,1.1,162.13,132.67,733.83,-0.22
12/05/2016 16:00:00,2.03,36.3,154.5,169.75,75.92,39.16,36.05,19.67,0.94,0.67,29.9,54.0,-1,1.98,1.12,150.08,112.0,732.67,-0.18
12/05/2016 17:00:00,1.66,82.97,122.09,70.91,68.32,37.41,77.67,24.45,1.24,1.42,31.18,86.89,6.23,2.32,1.95,134.65,186.78,732.36,-0.17
12/05/2016 18:00:00,0.8,169.42,140.58,22.83,65.08,35.01,159.57,30.0,1.73,3.68,30.98,83.33,9.93,6.32,3.22,81.19,163.5,733.0,-0.1
12/05/2016 19:00:00,0.4,235.83,161.58,3.42,64.4,33.2,266.77,33.75,2.61,6.78,40.66,87.83,15.07,41.49,4.47,27.36,198.67,733.92,-0.1
12/05/2016 20:00:00,0.3,247.53,187.17,3.25,52.87,31.93,349.78,36.92,3.61,11.2,27.48,103.5,19.88,94.64,6.63,31.04,241.33,733.92,-0.1
12/05/2016 21:00:00,0.37,220.49,175.5,3.33,35.67,31.33,398.99,38.67,3.83,11.9,21.16,109.83,19.92,148.32,6.43,27.48,258.17,733.42,-0.1
12/05/2016 22:00:00,0.47,195.92,256.33,3.0,31.14,30.99,339.19,40.25,3.87,12.63,21.78,113.33,21.05,120.56,6.67,31.12,246.17,733.0,-0.1
12/05/2016 23:00:00,1.25,161.42,292.0,3.17,28.0,30.97,190.38,38.25,2.49,11.21,22.05,160.5,20.79,34.11,6.02,286.4,306.67,733.0,-0.1
13/05/2016 00:00:00,1.98,61.46,271.25,3.0,64.35,30.68,57.71,36.58,1.11,7.94,74.63,163.5,18.17,2.16,4.32,79.04,315.17,733.83,-0.19
13/05/2016 01:00:00,0.63,52.17,223.42,3.42,60.35,29.55,50.32,36.25,0.78,4.24,56.38,149.33,7.49,2.82,1.51,56.49,319.83,734.0,-0.1
13/05/2016 02:00:00,0.35,81.81,228.08,3.58,58.63,27.93,81.74,42.75,0.94,3.47,38.22,65.0,6.15,6.49,1.39,28.99,91.67,734.17,-0.1
13/05/2016 03:00:00,0.33,91.38,197.75,3.25,59.27,26.73,101.00,49.75,1.13,3.64,34.54,58.5,7.58,14.35,1.9,20.63,105.83,734.42,-0.1
13/05/2016 04:00:00,0.3,96.21,275.08,3.25,41.17,26.73,169.36,51.75,1.27,4.09,15.56,48.0,9.57,61.26,2.31,21.75,109.17,733.67,-0.1
13/05/2016 05:00:00,0.32,72.0,289.83,9.0,22.43,26.1,202.63,56.08,1.65,4.38,10.22,36.17,10.58,101.4,2.68,21.68,116.33,732.75,-0.1
13/05/2016 06:00:00,0.68,89.28,307.58,68.5,21.61,28.17,186.78,50.83,1.44,4.41,13.14,64.0,9.93,78.52,2.71,21.75,192.67,732.0,-0.1
13/05/2016 07:00:00,2.13,79.96,280.58,183.42,20.19,30.89,103.52,36.58,1.19,2.7,12.01,121.33,10.39,23.64,2.77,18.51,279.83,732.08,-0.24
13/05/2016 08:00:00,1.44,127.49,219.0,302.67,47.98,34.88,130.84,27.08,0.99,3.6,29.67,106.17,10.12,12.64,2.25,7.9,221.17,733.17,-0.17
13/05/2016 09:00:00,1.48,53.26,146.25,354.67,74.55,37.39,55.11,22.92,0.86,3.13,37.25,97.5,7.93,5.61,1.73,52.32,198.0,733.58,0.02
13/05/2016 10:00:00,1.62,36.42,204.17,332.42,53.54,39.86,34.70,19.17,0.86,2.38,31.12,93.67,6.22,1.66,2.04,119.3,151.33,733.08,-0.12
13/05/2016 11:00:00,1.93,31.52,174.33,380.75,59.13,41.23,30.06,17.17,0.63,1.55,27.33,63.17,5.59,1.45,2.17,140.71,144.0,733.0,-0.16
13/05/2016 12:00:00,2.12,25.77,174.17,382.0,43.47,42.08,24.40,15.83,0.52,0.92,17.49,64.33,-1,1.05,1.18,136.01,147.17,733.75,-0.18
13/05/2016 13:00:00,2.1,18.16,222.17,374.58,31.4,42.48,17.18,14.75,0.43,0.7,12.4,42.67,-1,-1,0.82,151.5,135.5,734.0,-0.2
13/05/2016 14:00:00,1.84,22.91,178.58,356.0,29.88,43.15,22.15,12.5,0.41,0.57,13.48,52.83,-1,1.29,0.79,139.95,123.67,733.92,-0.2
13/05/2016 15:00:00,1.98,29.01,173.67,341.67,27.82,42.55,27.62,11.08,0.36,0.62,13.18,60.83,-1,1.31,0.85,142.08,124.33,734.0,-0.12
13/05/2016 16:00:00,1.53,26.39,177.0,182.67,43.23,41.51,25.52,11.75,0.43,1.57,18.48,59.67,5.08,1.46,0.99,158.19,120.17,732.75,-0.09
13/05/2016 17:00:00,1.61,64.49,150.17,39.25,40.94,39.07,60.25,14.08,0.78,1.82,16.58,80.0,5.95,2.03,1.08,97.09,161.67,732.08,0.04
13/05/2016 18:00:00,2.05,66.46,161.25,39.0,37.35,36.04,64.95,20.17,0.88,3.7,20.1,95.67,9.78,4.21,2.27,70.17,269.83,732.83,-0.15
13/05/2016 19:00:00,0.95,142.26,203.75,3.58,36.91,33.8,184.89,24.75,2.0,6.61,26.02,227.83,13.11,42.59,3.45,15.82,817.0,733.75,-0.1
13/05/2016 20:00:00,1.47,131.43,291.25,3.5,31.05,33.36,172.53,25.92,1.83,7.95,21.22,118.83,15.32,40.58,4.3,17.37,307.5,733.75,-0.14
13/05/2016 21:00:00,0.34,109.63,221.75,3.42,25.03,31.7,145.86,30.25,2.35,5.45,16.02,96.33,12.14,35.28,3.12,15.56,287.83,733.17,-0.1
13/05/2016 22:00:00,0.49,114.88,286.33,3.5,21.66,30.67,319.29,34.92,4.23,11.61,22.29,72.5,19.64,158.88,5.08,19.82,195.33,733.0,-0.1
13/05/2016 23:00:00,1.61,98.11,144.5,3.25,21.12,31.22,221.49,31.83,2.21,13.45,25.95,120.67,21.08,98.17,5.25,23.23,288.5,733.0,-0.11
14/05/2016 00:00:00,0.86,67.25,146.83,3.33,40.21,29.95,63.32,34.25,0.66,7.38,40.75,122.33,14.44,2.53,3.39,35.96,286.5,733.92,-0.1
14/05/2016 01:00:00,1.08,53.51,143.0,3.17,51.81,29.2,49.38,33.92,0.49,4.82,39.09,109.17,9.69,1.27,3.03,63.38,219.67,734.0,-0.1
14/05/2016 02:00:00,0.37,71.38,240.67,3.33,47.03,27.67,64.44,37.58,0.5,2.88,31.57,79.17,5.64,-1,2.2,44.51,121.5,734.0,-0.1
14/05/2016 03:00:00,0.4,75.94,235.42,3.33,46.46,26.56,69.98,42.08,0.68,2.77,31.15,51.83,6.77,1.71,4.05,26.88,113.67,734.58,-0.1
14/05/2016 04:00:00,0.32,92.81,235.0,3.42,32.7,25.83,135.57,45.5,0.71,2.56,14.68,56.0,7.29,38.72,3.4,16.92,110.17,733.5,-0.1
14/05/2016 05:00:00,0.73,89.89,235.0,9.08,19.89,26.35,130.45,41.42,1.11,2.25,7.65,33.17,6.38,36.89,2.51,16.61,106.33,732.33,-0.1
14/05/2016 06:00:00,0.62,82.26,178.17,71.08,19.4,27.19,101.32,42.5,1.2,2.1,9.28,53.17,5.9,20.51,2.22,26.01,150.0,731.92,-0.1
14/05/2016 07:00:00,0.63,68.75,215.17,196.58,22.05,30.77,74.82,36.25,1.33,2.15,9.25,104.17,7.07,9.95,3.18,45.73,238.17,731.75,-0.1
14/05/2016 08:00:00,0.91,60.28,225.08,310.5,43.66,33.96,61.91,30.5,1.21,1.85,35.26,128.67,7.3,6.01,3.11,71.85,249.67,732.92,-0.11
14/05/2016 09:00:00,1.32,36.05,241.42,355.75,63.92,37.13,35.85,23.75,0.92,1.6,60.13,120.67,5.83,2.74,2.58,114.35,221.33,733.33,-0.1
14/05/2016 10:00:00,1.36,25.86,206.42,331.17,44.27,39.87,24.60,20.08,0.82,1.1,42.78,108.17,-1,1.14,1.63,159.51,179.67,733.0,-0.14
14/05/2016 11:00:00,1.44,23.26,207.58,378.92,47.53,41.73,22.33,16.33,0.84,0.73,36.72,76.33,-1,1.18,1.32,183.05,138.17,733.0,-0.16
14/05/2016 12:00:00,1.54,43.53,182.33,377.5,37.57,42.52,39.93,16.5,1.09,0.7,18.47,58.83,-1,-1,1.26,261.08,138.5,733.75,-0.08
14/05/2016 13:00:00,2.18,69.03,143.5,367.25,32.76,41.57,63.52,18.17,1.01,0.86,12.01,45.67,-1,1.48,1.88,303.05,146.5,734.0,-0.17
14/05/2016 14:00:00,2.06,64.04,152.25,357.17,30.29,41.03,59.01,17.17,0.8,1.17,16.9,84.5,6.46,1.41,2.35,318.08,198.33,733.92,-0.15
14/05/2016 15:00:00,1.93,59.07,142.92,326.58,28.93,40.55,54.34,17.42,0.83,0.95,17.78,87.33,5.94,1.25,1.74,271.52,192.17,733.67,-0.11
14/05/2016 16:00:00,1.92,75.13,145.67,147.75,45.83,39.43,69.51,18.33,0.84,1.41,50.34,92.17,6.33,1.9,1.94,273.64,186.17,732.33,-0.12
14/05/2016 17:00:00,1.18,109.76,137.0,66.5,50.13,38.13,100.70,19.75,1.07,2.18,50.55,106.83,7.8,2.13,2.19,185.48,218.33,732.17,-0.11
14/05/2016 18:00:00,0.31,198.99,196.0,21.25,46.43,35.52,196.87,25.42,2.01,4.19,50.62,99.91,10.37,14.33,2.78,63.43,179.0,733.25,-0.1
14/05/2016 19:00:00,0.43,217.86,232.5,3.75,51.11,32.48,330.23,35.75,4.5,12.37,57.75,103.36,23.38,99.67,6.57,31.94,263.2,734.0,-0.1
14/05/2016 20:00:00,0.42,228.28,281.17,3.42,41.42,31.81,718.87,38.75,7.81,21.16,52.78,249.64,35.09,377.44,10.08,32.52,671.8,733.75,-0.1
14/05/2016 21:00:00,0.39,216.91,234.25,3.08,30.78,31.18,750.24,39.08,7.2,23.54,54.52,272.9,32.83,407.86,10.81,31.32,753.1,733.08,-0.1
14/05/2016 22:00:00,0.32,216.31,185.83,3.33,22.34,30.64,752.70,38.83,6.25,21.28,57.13,242.0,29.72,410.04,9.07,27.17,595.6,733.0,-0.1
14/05/2016 23:00:00,0.57,200.78,228.17,3.25,19.42,30.33,661.42,39.42,5.65,18.89,54.47,205.83,28.48,353.32,8.22,23.3,450.33,733.0,-0.1
15/05/2016 00:00:00,0.37,194.72,217.5,3.5,54.23,28.81,704.00,45.92,5.86,21.68,53.07,181.33,32.25,388.47,9.5,28.51,382.17,733.92,-0.1
15/05/2016 01:00:00,0.32,165.13,264.33,3.42,73.47,27.88,549.76,48.5,4.87,21.77,59.71,205.33,32.27,294.8,9.56,27.15,416.5,734.08,-0.1
15/05/2016 02:00:00,0.38,142.65,219.5,3.25,81.05,27.75,485.50,48.25,4.28,20.57,53.25,167.0,32.68,262.43,9.65,26.68,334.0,734.25,-0.1
15/05/2016 10:00:00,1.22,58.92,153.83,317.83,52.23,41.9,54.02,17.33,1.4,3.15,74.36,135.67,8.12,1.12,3.83,277.15,218.0,733.0,-0.1
15/05/2016 11:00:00,1.88,64.15,149.25,368.92,55.1,41.82,58.97,16.25,1.22,2.64,67.35,117.33,8.61,1.34,3.97,292.55,219.33,733.0,-0.2
15/05/2016 12:00:00,1.81,55.22,127.83,366.83,44.32,42.43,50.77,15.33,1.02,2.03,33.49,102.83,6.53,1.16,2.78,284.02,201.67,733.83,-0.12
15/05/2016 13:00:00,1.62,50.07,145.0,344.0,33.85,42.35,46.84,14.25,0.76,1.79,31.56,76.17,6.82,1.64,2.57,264.22,180.33,734.0,-0.15
15/05/2016 14:00:00,1.61,36.96,152.5,338.58,30.74,42.43,34.58,14.08,0.75,1.3,29.54,94.33,5.84,1.22,1.57,251.45,179.5,734.0,-0.14
15/05/2016 15:00:00,1.5,54.6,140.5,303.08,30.19,41.41,51.39,15.92,0.76,1.34,24.23,82.17,5.11,1.99,1.55,226.9,169.0,733.75,0.07
15/05/2016 16:00:00,1.68,104.01,150.92,143.42,46.3,40.07,103.26,16.83,0.96,1.83,49.65,91.17,6.23,7.75,1.63,145.07,187.83,732.67,-0.03
15/05/2016 17:00:00,1.13,137.53,153.83,74.0,45.66,38.63,136.14,18.25,1.13,3.2,45.47,105.5,7.82,9.97,2.05,93.19,224.67,732.0,-0.1
15/05/2016 18:00:00,0.56,193.33,175.5,23.75,42.29,36.15,252.42,22.58,2.07,4.56,47.52,101.5,11.17,58.72,2.89,28.01,201.33,732.83,-0.1
15/05/2016 19:00:00,0.39,187.52,230.92,3.75,43.94,32.97,293.48,30.0,3.63,10.24,56.51,127.67,18.35,92.58,5.36,17.03,306.67,734.0,-0.1
15/05/2016 20:00:00,0.58,198.58,187.83,3.08,36.51,31.83,514.48,33.67,5.61,17.21,45.96,183.5,26.82,247.14,8.54,25.75,519.33,733.83,-0.1
15/05/2016 21:00:00,0.37,172.76,242.25,3.33,29.51,30.68,557.42,36.58,6.48,18.87,44.77,241.17,27.75,295.45,9.05,38.21,599.83,733.08,-0.1
15/05/2016 22:00:00,0.86,153.57,218.0,3.17,23.78,30.52,430.34,33.92,4.42,17.22,48.03,211.83,26.31,214.98,7.95,30.5,498.17,733.0,-0.1
15/05/2016 23:00:00,0.33,135.4,202.58,3.42,21.4,29.19,315.40,36.17,3.49,12.18,43.6,178.5,20.65,142.63,5.19,24.89,377.5,732.92,-0.1
16/05/2016 00:00:00,0.68,127.41,212.92,3.25,46.76,28.37,340.77,37.08,3.19,14.21,60.68,143.0,23.24,166.4,5.82,22.69,297.5,733.92,-0.1
16/05/2016 01:00:00,0.41,115.16,223.33,3.58,54.93,28.11,187.74,35.83,1.91,12.45,53.14,145.33,20.77,62.34,4.99,17.64,288.83,734.0,-0.1
16/05/2016 02:00:00,0.31,100.93,220.0,3.33,48.88,26.49,224.04,42.42,1.8,10.73,42.68,104.0,19.42,98.22,4.74,17.72,180.33,734.0,-0.1
16/05/2016 03:00:00,0.32,90.99,273.92,3.42,48.65,25.79,199.48,46.25,1.53,9.64,40.66,87.83,18.26,86.71,4.52,16.13,164.17,734.33,-0.1
16/05/2016 04:00:00,0.33,92.32,283.42,3.25,34.06,26.04,226.30,42.5,1.38,7.98,13.72,75.5,16.53,105.48,4.12,15.4,146.17,733.33,-0.1
16/05/2016 05:00:00,0.32,105.03,238.33,11.42,25.3,25.37,301.07,41.17,1.58,5.43,4.85,51.5,12.42,151.93,3.43,13.83,141.67,732.42,-0.1
16/05/2016 06:00:00,0.41,110.98,267.08,82.5,29.02,28.04,277.60,36.58,1.93,4.99,13.27,109.17,11.14,130.85,3.98,15.45,248.33,732.0,-0.1
16/05/2016 07:00:00,0.8,124.58,209.67,206.33,36.37,32.02,178.52,29.33,2.26,4.18,15.2,200.5,9.17,49.44,5.92,28.35,436.67,732.0,-0.13
16/05/2016 08:00:00,1.41,84.04,146.5,317.83,46.02,35.47,83.70,20.83,1.38,3.95,109.33,260.5,8.96,6.45,5.74,91.91,512.5,732.83,0.14
16/05/2016 09:00:00,1.79,61.56,147.5,358.75,52.15,38.54,60.22,15.0,0.95,3.65,55.65,164.33,8.11,3.94,3.9,170.1,324.5,733.0,-0.16
16/05/2016 10:00:00,1.94,34.18,154.92,334.58,31.23,40.77,31.96,11.92,0.76,2.62,30.34,111.83,6.23,1.1,2.39,214.55,187.5,732.67,-0.16
16/05/2016 11:00:00,1.94,31.13,172.75,379.67,32.54,42.14,29.04,11.17,0.74,1.89,29.51,65.33,6.78,-1,2.04,225.32,142.5,732.58,-0.21
16/05/2016 12:00:00,2.51,23.28,239.75,380.83,23.61,42.95,21.46,9.42,0.63,1.22,24.96,57.67,-1,-1,1.38,212.32,157.17,733.67,-0.28
16/05/2016 13:00:00,2.42,19.23,212.58,374.83,18.67,43.36,18.18,8.25,0.58,0.63,18.66,36.67,-1,-1,0.73,196.18,159.67,734.0,-0.28
16/05/2016 14:00:00,2.18,24.07,177.75,359.75,17.73,43.44,22.74,8.17,0.55,0.55,14.8,43.33,-1,-1,0.73,178.09,121.33,734.0,-0.21
16/05/2016 15:00:00,2.5,28.18,163.42,329.92,17.15,42.57,26.85,8.42,0.52,0.6,13.81,62.17,-1,1.28,0.73,170.38,148.67,733.83,-0.19
16/05/2016 16:00:00,2.32,37.94,184.0,143.17,24.9,41.66,37.18,8.83,0.52,1.05,17.58,77.5,-1,2.48,0.72,153.95,205.5,733.17,0.17
16/05/2016 17:00:00,1.62,71.2,151.67,68.17,25.57,40.2,66.91,10.25,0.83,1.51,18.27,95.5,-1,2.54,1.38,120.55,211.0,732.92,-1
16/05/2016 18:00:00,0.84,149.0,150.92,14.5,26.26,37.55,156.92,13.33,1.5,4.28,25.91,73.83,11.02,17.71,3.38,44.41,155.67,732.75,-0.1
16/05/2016 19:00:00,3.76,78.48,250.42,3.42,25.54,36.26,84.45,14.42,0.96,8.16,24.51,135.5,17.2,10.65,6.63,99.01,179.0,733.0,-0.38
16/05/2016 20:00:00,0.73,107.37,183.17,3.5,19.67,33.76,105.90,18.75,1.01,2.48,11.91,354.0,5.09,7.51,1.33,61.88,84.0,733.5,-0.1
16/05/2016 21:00:00,0.32,135.16,270.75,3.58,15.78,31.36,257.38,25.67,2.42,4.48,14.52,18.0,8.67,100.31,2.8,12.72,101.83,733.0,-0.1
16/05/2016 22:00:00,0.54,141.64,283.08,3.42,15.78,31.2,284.89,25.25,1.92,6.41,21.91,67.33,11.98,116.22,3.47,10.82,191.67,733.0,-0.1
16/05/2016 23:00:00,0.77,139.17,287.67,3.25,15.8,31.25,204.50,24.58,1.23,5.92,22.98,84.67,11.55,58.94,2.69,10.22,187.83,733.0,-0.11
17/05/2016 00:00:00,0.98,117.61,284.75,3.17,29.77,30.75,162.01,25.83,1.28,4.33,64.38,72.67,8.58,41.92,2.68,9.22,166.83,733.92,-0.1
17/05/2016 01:00:00,1.09,102.89,300.0,3.33,40.38,30.01,150.74,27.75,1.6,3.48,96.29,122.17,6.55,43.25,5.43,10.3,240.5,734.0,-0.1
17/05/2016 02:00:00,1.11,91.91,296.58,3.25,42.83,29.57,101.93,28.58,1.78,2.42,132.52,130.17,-1,14.67,6.89,11.24,244.83,734.0,-0.1
17/05/2016 03:00:00,0.9,84.69,271.5,3.33,42.33,28.85,104.82,30.0,1.77,1.72,139.65,141.0,-1,21.52,8.22,10.69,277.33,734.0,-0.1
17/05/2016 04:00:00,0.56,87.37,229.17,3.33,33.67,27.91,146.15,32.42,1.52,1.28,50.52,132.0,-1,50.02,6.46,11.45,256.33,733.25,-0.1
17/05/2016 05:00:00,0.34,84.36,241.42,8.08,23.08,27.04,143.54,34.17,1.22,1.14,30.98,87.83,-1,50.08,4.35,10.66,198.0,732.5,-0.1
17/05/2016 06:00:00,0.3,88.03,260.08,80.33,19.65,28.25,199.18,36.92,1.64,1.76,27.89,111.67,-1,88.42,4.22,10.82,274.83,732.0,-0.1
17/05/2016 07:00:00,1.15,91.31,270.83,196.92,23.12,31.9,141.28,28.83,1.51,2.59,35.27,210.33,5.86,43.88,4.35,17.45,543.5,732.0,-0.13
17/05/2016 08:00:00,2.01,67.48,262.5,307.0,33.37,34.27,71.66,23.67,1.52,2.03,139.98,209.33,-1,8.45,6.09,59.55,569.5,733.0,-0.26
17/05/2016 09:00:00,1.83,62.29,243.92,356.08,47.65,37.14,62.37,21.25,1.55,2.12,111.38,193.33,-1,5.05,6.44,139.23,441.67,733.17,-0.24
17/05/2016 10:00:00,1.51,41.54,175.5,335.5,34.56,40.62,38.78,16.83,1.12,2.09,66.18,170.33,5.32,1.32,5.04,205.83,325.17,733.0,-0.13
17/05/2016 11:00:00,1.63,36.79,171.92,378.58,33.2,42.98,34.26,12.83,0.87,1.53,50.29,115.5,7.3,1.11,3.15,247.77,242.5,733.0,-0.13
17/05/2016 12:00:00,2.15,29.29,158.75,379.17,26.32,43.39,27.15,10.83,0.82,0.97,30.33,75.5,6.64,-1,2.61,218.98,189.67,733.92,-0.13
17/05/2016 13:00:00,2.32,28.52,173.58,372.75,19.87,43.47,27.23,10.08,0.62,0.65,,38.36,-1,1.35,1.3,200.22,139.27,734.0,-0.22
17/05/2016 14:00:00,2.31,23.52,165.33,361.17,18.0,43.13,22.07,9.25,0.53,0.51,,45.0,-1,-1,0.9,212.92,150.5,734.0,-0.21
17/05/2016 15:00:00,2.63,26.63,164.17,327.08,15.99,42.31,25.20,9.17,0.57,0.49,,67.67,-1,1.07,0.7,208.92,174.5,734.0,-0.24
17/05/2016 16:00:00,2.31,43.82,156.67,144.5,21.58,41.54,41.56,9.08,0.57,0.65,22.53,60.64,-1,1.83,0.83,180.33,162.91,733.25,-0.25
17/05/2016 17:00:00,2.13,73.38,148.75,64.0,23.31,40.22,68.80,10.58,0.75,1.38,22.04,116.67,5.21,2.49,1.32,153.04,220.75,733.0,-0.15
17/05/2016 18:00:00,1.22,136.59,188.83,22.25,21.68,38.05,131.06,12.75,1.33,3.12,20.89,208.33,9.62,6.84,2.72,72.92,205.08,733.17,-0.15
17/05/2016 19:00:00,0.62,172.89,217.33,3.58,20.54,35.52,182.21,15.0,1.8,6.29,24.06,47.5,17.7,20.59,6.42,15.88,184.58,733.92,-0.1
17/05/2016 20:00:00,0.32,173.92,275.75,3.42,17.93,33.05,236.43,19.83,2.73,7.81,24.57,61.5,24.42,59.67,8.33,12.98,189.17,733.92,-0.1
17/05/2016 21:00:00,0.3,164.48,267.75,3.33,17.57,31.03,306.33,24.67,3.37,11.98,30.55,151.83,27.54,117.01,7.26,13.45,180.33,733.17,-0.1
17/05/2016 22:00:00,0.32,170.45,280.25,3.33,19.72,30.41,390.83,26.33,3.79,12.48,40.45,118.25,29.7,174.97,6.2,16.64,304.5,733.0,-0.1
17/05/2016 23:00:00,0.37,159.95,248.58,3.5,19.17,30.62,283.39,24.08,2.66,11.48,51.02,132.25,26.35,103.17,6.73,14.96,295.75,732.75,-0.1
18/05/2016 00:00:00,0.37,141.75,274.5,3.33,26.09,29.7,234.79,26.42,2.01,9.67,78.83,137.5,23.18,79.46,6.84,12.47,260.0,733.75,-0.1
18/05/2016 01:00:00,0.3,128.41,261.33,3.42,31.58,27.4,251.81,34.42,1.95,9.75,78.55,161.08,22.71,100.62,6.08,13.82,263.0,734.08,-0.1
18/05/2016 02:00:00,0.32,116.63,312.58,3.5,31.05,26.52,254.86,37.58,1.84,9.02,80.26,117.42,20.85,110.52,6.28,14.01,252.5,734.58,-0.1
18/05/2016 03:00:00,0.3,109.26,183.5,3.67,32.91,26.18,229.12,35.83,1.73,8.52,83.66,111.33,20.19,96.5,6.52,13.01,203.83,734.92,-0.1
18/05/2016 04:00:00,0.53,108.88,268.42,3.42,38.0,27.41,215.89,29.5,1.76,9.16,94.62,117.58,17.48,87.08,6.15,13.34,228.17,733.5,-0.1
18/05/2016 05:00:00,0.81,109.35,274.08,11.25,30.16,27.08,267.60,29.92,1.83,,97.86,147.83,20.09,124.6,6.17,13.19,273.0,732.42,-0.1
18/05/2016 06:00:00,1.19,114.11,293.92,87.58,20.6,29.18,170.72,27.25,1.68,,70.48,174.83,18.83,50.56,5.22,14.88,416.5,732.0,-0.1
18/05/2016 07:00:00,1.05,114.82,262.92,228.0,16.68,33.06,134.24,22.92,1.54,,60.39,242.67,13.17,23.38,3.98,32.35,615.17,732.08,-0.13
18/05/2016 08:00:00,1.31,84.7,223.33,327.92,21.03,36.41,88.83,18.5,1.27,2.55,94.11,160.08,12.55,9.79,3.83,94.86,386.33,732.92,-0.19
18/05/2016 09:00:00,1.47,79.53,181.25,359.17,26.4,39.59,76.23,15.67,1.24,4.06,66.05,138.67,9.36,3.95,3.77,202.5,323.33,733.08,-0.16
18/05/2016 10:00:00,1.77,63.22,161.25,331.17,28.49,42.01,59.28,13.08,1.08,3.18,54.4,133.83,7.93,2.18,4.2,236.43,243.83,733.0,0.21
18/05/2016 11:00:00,2.37,29.06,183.75,382.25,23.51,43.27,27.59,10.42,0.71,2.49,33.83,117.58,7.27,1.25,3.02,228.3,213.0,732.83,-0.18
18/05/2016 12:00:00,1.9,34.0,219.0,382.0,23.3,44.2,31.60,8.0,0.6,1.9,19.7,80.0,7.0,-1,2.4,199.2,213.0,734.0,-0.4
18/05/2016 15:00:00,2.2,35.38,153.5,315.33,20.58,43.22,33.42,8.17,0.6,1.23,10.4,46.5,-1,1.42,2.22,228.65,106.67,735.33,-0.17
18/05/2016 16:00:00,1.86,45.29,129.5,142.83,21.2,42.37,42.86,9.33,0.71,1.35,15.07,45.25,5.54,1.83,1.85,211.76,103.0,734.67,-0.19
18/05/2016 17:00:00,1.34,99.0,136.08,57.17,21.01,40.98,92.51,10.83,1.02,2.03,16.17,59.92,6.85,3.15,1.74,143.09,118.83,734.0,-0.11
18/05/2016 18:00:00,0.6,199.07,180.42,21.92,19.07,38.13,237.47,15.58,1.85,4.45,25.57,113.73,10.81,43.99,3.09,29.78,128.5,733.33,-0.1
18/05/2016 19:00:00,0.43,208.31,265.33,3.67,25.48,34.57,371.88,24.33,4.22,9.98,39.38,550.75,19.04,136.42,6.18,15.5,212.33,733.5,-0.1
18/05/2016 20:00:00,0.3,210.35,263.08,3.58,29.13,32.22,714.65,32.42,7.61,16.89,54.22,526.17,26.69,386.06,10.88,21.11,524.33,734.0,-0.1
18/05/2016 21:00:00,0.3,215.3,241.17,3.5,23.28,31.22,809.73,35.0,7.72,19.98,56.77,285.83,28.0,452.44,10.42,18.61,664.33,733.0,-0.1
18/05/2016 22:00:00,0.31,200.91,261.33,3.67,20.57,30.38,699.80,35.33,6.59,19.02,58.33,279.08,26.7,381.36,8.7,16.81,585.33,733.0,-0.1
18/05/2016 23:00:00,0.3,179.01,223.08,3.83,23.74,29.64,436.02,35.17,4.25,16.11,56.76,220.08,23.58,202.48,6.95,15.51,462.0,733.0,-0.1
19/05/2016 00:00:00,0.3,154.72,137.0,3.17,30.99,29.02,264.14,34.92,2.97,15.67,133.18,166.0,25.47,92.48,6.88,13.84,363.5,733.92,-0.1
19/05/2016 01:00:00,0.36,140.63,186.0,3.58,43.48,28.65,168.17,34.08,2.33,13.43,155.08,171.0,23.9,31.39,7.17,13.42,362.0,734.0,-0.1
19/05/2016 02:00:00,0.57,123.3,217.0,3.58,45.8,28.25,141.99,35.67,2.14,10.28,136.26,168.5,20.99,23.53,7.13,14.56,307.5,734.0,-0.1
19/05/2016 03:00:00,1.06,98.23,201.08,3.5,43.91,29.1,92.33,32.08,1.68,8.51,123.57,154.0,18.38,3.52,7.73,23.87,261.5,734.0,-0.08
19/05/2016 04:00:00,1.18,79.95,149.58,3.5,32.77,29.14,72.71,31.67,1.27,4.34,25.93,134.5,10.4,1.09,5.56,40.5,253.83,733.83,-0.02
19/05/2016 05:00:00,2.12,75.06,149.0,11.33,25.2,28.56,69.66,35.5,1.23,2.57,8.15,99.17,8.81,2.03,4.44,34.52,186.17,733.0,0.04
19/05/2016 06:00:00,2.83,52.76,139.67,72.67,22.8,28.86,51.09,38.67,1.19,2.18,24.33,159.33,7.32,2.99,3.2,38.11,233.5,732.83,0.17
19/05/2016 07:00:00,3.24,48.42,142.42,188.08,21.95,30.01,49.72,41.08,1.18,1.57,21.78,150.33,-1,4.81,2.35,27.97,270.0,732.92,0.18
