Time,Mandir Marg/Wind Speed (WS),Mandir Marg/Nitrogen Dioxide(NO2),Mandir Marg/Ambient Temperature(AT),Mandir Marg/Wind Direction(WD),Mandir Marg/Solar Radiation(SR),Mandir Marg/Ammonia(NH3),Mandir Marg/M & P Xylene(M_P_Xylene),Mandir Marg/Oxides of Nitrogen(NOx),Mandir Marg/Relative Humidity(RH),Mandir Marg/Carbon Monoxide(CO),Mandir Marg/Sulfur Dioxide(SO2),Mandir Marg/Temperature(Temp),Mandir Marg/PM2.5(PM2.5),Mandir Marg/Toluene(TOL),Mandir Marg/Ozone(Ozone),Mandir Marg/Vertical Wind Speed(Wind Speed V),Mandir Marg/Nitric Oxide(NO),Mandir Marg/Benzene(BEN),Mandir Marg/PM10(PM10),Mandir Marg/Bar Pressure(BP)
19/04/2011 13:00:00,0.3,24.74,,255.2,,32.04,-1,27.30,16.2,-1,10.9,37.0,,,228.58,0.1,2.52,,,
19/04/2011 14:00:00,0.3,22.58,,249.67,,34.52,-1,28.10,15.5,-1,9.68,37.33,,,217.22,0.1,4.5,,,
19/04/2011 15:00:00,0.3,20.03,,244.67,,29.38,-1,22.55,14.17,-1,9.52,36.8,,,220.55,0.1,2.53,,,
19/04/2011 16:00:00,0.3,31.57,,255.33,,35.87,-1,36.20,15.17,-1,9.15,35.9,,,219.13,0.1,4.17,,,
19/04/2011 17:00:00,0.3,43.93,,218.5,,32.32,-1,46.68,17.33,-1,8.52,33.92,,,194.08,0.1,3.4,,,
19/04/2011 18:00:00,0.3,63.43,,231.67,,28.5,-1,64.52,21.5,-1,7.9,31.33,,,150.72,0.1,2.82,,,
19/04/2011 19:00:00,0.3,130.45,,289.5,,38.37,-1,131.33,30.33,-1,8.83,28.18,,,45.37,,4.7,,,
19/04/2011 20:00:00,0.3,189.22,,294.33,,46.63,6.6,203.67,33.83,1.7,9.47,26.8,,,15.75,,15.82,,,
19/04/2011 21:00:00,0.3,208.27,,301.17,,40.2,12.43,230.63,32.0,1.95,11.67,27.07,,,16.95,,21.78,,,
19/04/2011 22:00:00,0.3,195.47,,289.67,,41.55,11.02,210.90,31.0,1.38,20.72,27.37,,,26.33,,16.68,,,
19/04/2011 23:00:00,0.3,174.37,,293.83,,41.17,5.58,174.92,33.67,-1,30.75,26.82,,,38.7,,5.78,,,
20/04/2011 00:00:00,0.3,183.5,,308.17,,51.7,-1,186.70,37.33,-1,35.9,25.72,,,23.7,,7.93,,,
20/04/2011 01:00:00,0.3,168.72,,306.67,,64.48,-1,168.77,38.67,-1,46.82,25.35,,,36.07,,5.3,,,
20/04/2011 02:00:00,0.3,160.23,,268.0,,66.8,-1,158.63,44.83,-1,31.22,23.53,,,28.43,,3.97,,,
20/04/2011 03:00:00,0.3,142.22,,256.0,,75.07,-1,141.77,56.83,-1,17.97,20.42,,,21.03,,4.13,,,
20/04/2011 04:00:00,0.3,121.7,,251.33,,70.12,-1,123.57,64.17,-1,12.7,18.33,,,18.68,,6.6,,,
20/04/2011 05:00:00,0.3,141.3,,204.33,,65.93,-1,163.58,62.83,-1,12.72,18.7,,,13.58,,19.65,,,
20/04/2011 06:00:00,0.3,130.12,,192.33,,79.02,-1,160.77,59.5,1.05,16.8,20.25,,,15.75,,25.03,,,
20/04/2011 07:00:00,0.3,104.5,,202.5,,72.08,-1,115.38,47.33,-1,18.83,24.45,,,44.08,,10.68,,,
20/04/2011 08:00:00,0.3,140.23,,240.5,,70.08,-1,153.23,36.33,1.1,22.93,29.27,,,95.3,,13.28,,,
20/04/2011 09:00:00,0.3,77.83,,251.33,,60.7,-1,80.82,29.67,-1,19.02,32.32,,,184.27,0.1,4.45,,,
20/04/2011 10:00:00,0.3,56.27,,230.67,,57.03,-1,59.48,24.83,-1,15.95,34.28,,,233.3,0.1,4.02,,,
20/04/2011 11:00:00,0.3,34.43,,225.67,,51.82,-1,37.07,21.83,-1,11.83,35.3,,,250.33,0.1,2.87,,,
20/04/2011 12:00:00,0.3,26.43,,245.83,,47.38,-1,28.67,19.33,-1,70.05,36.37,,,255.83,0.1,2.33,,,
20/04/2011 13:00:00,0.3,28.1,,259.0,,27.6,-1,34.90,18.0,-1,13.3,36.4,,,253.9,0.1,5.4,,,
24/04/2011 14:00:00,0.3,21.8,,201.0,,32.3,-1,22.60,10.0,-1,10.9,42.2,,,333.0,,1.3,,,
24/04/2011 15:00:00,0.3,18.65,,232.5,,29.62,-1,20.73,9.17,-1,10.38,42.13,,,329.82,,2.25,,,
24/04/2011 16:00:00,0.3,27.52,,228.5,,33.52,-1,30.30,10.17,-1,10.53,41.4,,,311.85,,2.73,,,
24/04/2011 17:00:00,0.3,31.67,,254.83,,34.92,-1,34.80,13.67,-1,10.47,39.55,,,263.65,0.1,3.13,,,
24/04/2011 18:00:00,0.3,71.18,,274.83,,33.6,-1,71.62,21.67,-1,10.9,34.88,,,156.8,,2.53,,,
24/04/2011 19:00:00,0.3,166.42,,269.67,,33.02,-1,164.00,29.5,1.33,10.8,30.28,,,43.62,,3.62,,,
24/04/2011 20:00:00,0.3,203.83,,295.67,,47.6,5.65,209.80,32.67,1.88,11.72,28.83,,,15.3,,10.45,,,
24/04/2011 21:00:00,0.3,229.92,,280.67,,42.1,9.08,277.65,37.0,2.45,12.37,27.22,,,11.88,,39.82,,,
24/04/2011 22:00:00,0.3,293.37,,210.67,,45.12,10.58,418.50,40.0,3.18,12.92,26.17,,,16.72,,94.73,,,
24/04/2011 23:00:00,0.3,293.92,,198.83,,53.45,14.15,414.48,42.67,2.98,13.12,25.43,,,17.55,,91.6,,,
25/04/2011 00:00:00,0.3,281.63,,219.33,,60.0,12.62,371.02,42.33,2.82,13.88,25.08,,,13.08,,69.95,,,
25/04/2011 01:00:00,0.3,330.72,,218.0,,68.12,11.63,525.23,46.17,3.33,13.2,25.05,,,18.1,,143.38,,,
25/04/2011 02:00:00,0.3,441.12,,253.5,,69.67,14.13,863.57,50.83,4.42,16.08,25.15,,,26.8,,302.65,,,
25/04/2011 03:00:00,0.3,425.37,,199.33,,79.57,16.35,861.57,55.33,4.63,22.95,24.32,,,33.82,,311.48,,,
25/04/2011 04:00:00,0.3,380.85,,262.83,,87.97,17.2,779.25,59.5,4.35,17.2,22.92,,,32.12,,284.3,,,
25/04/2011 05:00:00,0.3,291.12,,222.67,,88.15,16.45,549.65,56.83,3.55,18.75,22.5,,,22.13,,185.85,,,
25/04/2011 06:00:00,0.3,249.38,,147.17,,95.32,10.4,429.70,52.33,3.03,25.08,23.75,,,14.23,,131.08,,,
25/04/2011 07:00:00,0.3,322.33,,171.33,,87.17,7.47,527.33,43.17,3.53,20.88,28.75,,,6.95,,150.23,,,
25/04/2011 08:00:00,0.3,471.22,,152.17,,86.02,10.38,715.15,33.17,3.67,28.05,34.88,,,24.0,,181.52,,,
25/04/2011 09:00:00,0.3,148.9,,187.0,,94.0,8.07,158.47,21.5,1.18,20.3,38.72,,,104.6,0.1,11.22,,,
25/04/2011 10:00:00,0.3,105.45,,182.83,,67.83,-1,107.42,15.67,-1,16.58,41.73,,,231.38,0.1,4.65,,,
25/04/2011 11:00:00,0.3,73.27,,183.5,,53.05,-1,75.32,12.33,-1,14.92,43.05,,,275.0,,3.75,,,
25/04/2011 12:00:00,0.3,26.28,,235.5,,43.18,-1,26.67,9.33,-1,83.55,43.65,,,296.0,0.1,1.18,,,
25/04/2011 13:00:00,0.3,26.03,,231.33,,33.77,-1,29.40,10.17,-1,12.02,43.85,,,333.48,0.1,3.08,,,
25/04/2011 14:00:00,0.3,25.14,,227.33,,37.72,-1,27.76,8.83,-1,10.9,44.3,,,296.6,,2.52,,,
25/04/2011 15:00:00,0.3,28.65,,253.17,,32.68,-1,30.40,8.33,-1,10.67,43.68,,,313.05,0.15,2.78,,,
25/04/2011 16:00:00,0.3,35.12,,258.0,,42.55,-1,38.30,9.5,-1,13.37,42.73,,,338.67,0.1,4.28,,,
25/04/2011 17:00:00,0.3,47.62,,270.5,,38.9,-1,49.15,12.5,-1,13.35,41.15,,,302.65,0.1,2.53,,,
25/04/2011 18:00:00,0.3,86.55,,244.5,,36.62,-1,85.70,18.5,-1,12.18,37.28,,,188.23,,2.73,,,
25/04/2011 19:00:00,0.3,173.25,,221.33,,35.43,-1,170.13,28.67,1.38,11.77,31.75,,,54.1,,3.75,,,
25/04/2011 20:00:00,0.3,255.1,,248.5,,46.85,9.02,269.57,34.33,2.5,12.23,29.97,,,12.92,,17.87,,,
25/04/2011 21:00:00,0.3,267.58,,179.17,,41.52,14.02,316.58,32.17,2.95,12.28,30.6,,,9.32,,41.88,,,
25/04/2011 22:00:00,0.3,241.53,,251.17,,55.4,12.78,274.48,34.33,2.53,12.83,29.68,,,8.23,,30.1,,,
25/04/2011 23:00:00,0.3,244.7,,239.17,,71.25,9.45,304.72,39.5,2.72,13.97,27.65,,,11.2,,48.65,,,
26/04/2011 00:00:00,0.3,279.1,,265.0,,77.25,9.85,397.63,43.83,3.07,16.82,26.45,,,16.17,,89.78,,,
26/04/2011 01:00:00,0.3,321.42,,218.17,,85.52,13.12,518.57,47.83,3.37,18.35,25.47,,,23.67,,144.9,,,
26/04/2011 02:00:00,0.3,269.48,,224.17,,85.43,14.68,420.12,47.17,2.58,20.97,24.78,,,19.17,,111.4,,,
26/04/2011 03:00:00,0.3,263.85,,150.5,,75.53,9.9,381.45,38.67,2.27,30.62,28.55,,,21.47,,88.67,,,
26/04/2011 04:00:00,0.3,128.48,,114.0,,71.78,6.32,126.98,40.0,1.12,22.22,28.92,,,33.17,0.1,2.98,,,
26/04/2011 05:00:00,0.3,76.68,,119.0,,53.05,-1,78.20,50.33,-1,13.45,27.53,,,23.23,0.1,3.42,,,
26/04/2011 06:00:00,0.3,72.12,,122.17,,48.75,-1,77.33,56.5,-1,9.73,27.25,,,19.13,,5.85,,,
26/04/2011 07:00:00,0.3,86.57,,116.5,,57.07,-1,96.90,53.67,-1,7.98,28.27,,,20.67,0.1,9.78,,,
26/04/2011 08:00:00,0.3,100.97,,114.67,,39.52,-1,111.03,44.33,-1,7.23,29.72,,,28.15,0.1,10.05,,,
26/04/2011 09:00:00,0.3,70.55,,129.0,,162.45,-1,76.90,35.67,-1,8.45,31.62,,,56.35,0.1,6.53,,,
26/04/2011 10:00:00,0.3,62.97,,124.67,,105.87,-1,69.35,33.0,-1,11.87,33.28,,,98.52,0.13,6.3,,,
26/04/2011 11:00:00,0.3,57.7,,127.17,,99.33,-1,63.43,30.0,-1,11.42,34.98,,,129.38,0.13,5.7,,,
26/04/2011 12:00:00,0.3,53.97,,133.0,,66.53,-1,58.35,26.67,-1,69.65,36.78,,,138.73,0.1,4.65,,,
26/04/2011 13:00:00,0.3,54.15,,128.0,,48.92,-1,58.27,24.5,-1,9.9,37.9,,,152.12,0.15,4.48,,,
26/04/2011 14:00:00,0.3,52.32,,117.83,,64.24,-1,57.00,23.5,-1,8.92,38.55,,,145.22,0.1,5.0,,,
26/04/2011 15:00:00,0.3,61.5,,125.17,,59.72,-1,64.75,24.33,-1,9.68,38.52,,,146.22,0.1,4.13,,,
26/04/2011 16:00:00,0.3,78.43,,119.5,,86.57,-1,82.33,25.5,-1,10.5,37.68,,,139.63,,5.08,,,
26/04/2011 17:00:00,0.3,99.72,,132.67,,70.15,-1,102.03,28.0,-1,9.97,36.45,,,140.72,,4.65,,,
26/04/2011 18:00:00,0.3,116.83,,145.0,,52.47,-1,116.48,33.83,-1,10.5,33.98,,,121.23,,3.47,,,
26/04/2011 19:00:00,0.3,100.35,,129.0,,36.73,-1,98.78,38.83,-1,13.87,31.9,,,106.7,0.1,2.37,,,
26/04/2011 20:00:00,0.3,85.97,,112.67,,93.97,-1,84.68,39.67,-1,11.92,30.73,,,97.83,0.1,2.26,,,
26/04/2011 21:00:00,0.3,89.75,,129.5,,38.73,-1,90.10,41.67,-1,8.92,29.43,,,71.1,0.1,3.02,,,
26/04/2011 22:00:00,0.3,105.33,,117.83,,42.37,-1,105.18,44.17,-1,8.62,28.53,,,56.92,,3.2,,,
26/04/2011 23:00:00,0.3,93.0,,127.67,,49.88,-1,93.63,48.0,-1,9.23,27.57,,,48.6,,3.35,,,
27/04/2011 00:00:00,0.3,72.07,,121.83,,56.57,-1,73.40,51.33,-1,11.05,26.9,,,51.95,,3.22,,,
27/04/2011 01:00:00,0.3,64.47,,137.33,,80.5,-1,65.08,54.17,-1,11.07,26.45,,,68.32,,2.47,,,
27/04/2011 02:00:00,0.3,51.87,,125.0,,74.02,-1,54.43,55.33,-1,10.92,26.13,,,83.42,,3.4,,,
27/04/2011 03:00:00,0.3,72.27,,124.5,,71.75,-1,74.47,57.0,-1,14.23,25.68,,,71.62,,3.73,,,
27/04/2011 04:00:00,0.3,75.42,,119.67,,73.22,-1,75.80,59.17,-1,11.35,25.15,,,42.13,,2.6,,,
27/04/2011 05:00:00,0.3,85.93,,121.5,,51.28,-1,88.42,62.17,-1,10.0,24.62,,,22.8,,4.4,,,
27/04/2011 06:00:00,0.3,106.9,,111.33,,49.82,-1,113.03,60.5,-1,8.78,25.13,,,20.13,,7.6,,,
27/04/2011 07:00:00,0.3,79.27,,119.33,,47.25,-1,85.62,55.5,-1,7.68,26.75,,,40.78,,6.83,,,
27/04/2011 08:00:00,0.3,111.23,,122.5,,41.33,-1,120.32,50.83,-1,8.85,29.05,,,35.75,0.1,9.68,,,
27/04/2011 09:00:00,0.3,107.92,,151.5,,84.7,-1,117.35,41.17,-1,20.72,31.97,,,63.53,0.1,9.82,,,
27/04/2011 10:00:00,0.3,75.02,,151.17,,92.62,-1,77.80,33.67,-1,19.17,34.35,,,147.38,0.1,4.53,,,
27/04/2011 11:00:00,0.3,68.72,,156.0,,77.83,-1,72.72,29.33,-1,16.37,36.45,,,205.95,0.1,4.87,,,
27/04/2011 12:00:00,0.3,88.22,,134.0,,66.28,-1,91.32,26.67,-1,82.75,37.98,,,187.05,0.1,4.9,,,
27/04/2011 13:00:00,0.3,76.77,,137.67,,39.3,-1,79.57,24.83,-1,21.95,39.02,,,194.93,0.1,4.35,,,
27/04/2011 14:00:00,0.3,74.0,,140.33,,52.96,-1,77.80,23.5,-1,22.56,39.48,,,208.0,0.1,4.92,,,
27/04/2011 15:00:00,0.3,68.77,,150.83,,49.33,-1,71.18,23.67,-1,27.27,39.43,,,248.18,,3.82,,,
27/04/2011 16:00:00,0.3,81.53,,141.0,,71.07,-1,81.88,24.5,-1,32.07,38.92,,,231.78,,2.85,,,
27/04/2011 17:00:00,0.3,130.33,,131.17,,62.1,-1,128.02,26.83,-1,29.48,37.73,,,185.33,,2.47,,,
27/04/2011 18:00:00,0.3,169.33,,237.67,,48.58,-1,167.02,37.33,1.25,22.27,33.77,,,89.03,,3.72,,,
27/04/2011 19:00:00,0.3,174.18,,307.17,,32.48,-1,172.42,46.83,1.53,14.2,29.55,,,36.67,,4.23,,,
27/04/2011 20:00:00,0.3,251.42,,286.17,,76.0,5.25,288.43,51.17,2.63,11.88,28.3,,,3.0,,33.18,,,
27/04/2011 21:00:00,0.3,278.98,,159.67,,39.42,10.15,363.78,48.33,3.07,10.23,29.3,,,6.42,,66.67,,,
27/04/2011 22:00:00,0.3,203.62,,102.5,,33.15,9.02,204.15,43.67,1.63,8.63,30.87,,,15.63,,6.73,,,
27/04/2011 23:00:00,0.3,133.97,,128.33,,31.52,-1,132.43,43.33,1.05,7.92,30.78,,,45.65,,3.15,,,
28/04/2011 00:00:00,0.3,163.57,,191.0,,32.05,-1,164.73,49.17,1.17,7.23,29.17,,,21.18,,5.93,,,
28/04/2011 01:00:00,0.3,202.5,,264.5,,37.18,-1,205.12,58.5,1.15,6.82,26.27,,,12.18,,8.12,,,
28/04/2011 02:00:00,0.3,148.77,,293.0,,187.72,-1,152.67,61.83,1.08,10.82,25.15,,,13.8,,7.35,,,
28/04/2011 03:00:00,0.3,128.18,,163.83,,116.67,-1,133.17,55.33,-1,14.83,26.57,,,22.35,,7.4,,,
28/04/2011 04:00:00,0.3,141.63,,221.0,,83.38,-1,148.23,58.5,-1,11.45,25.75,,,12.87,,8.97,,,
28/04/2011 05:00:00,0.3,134.9,,220.5,,67.32,-1,148.75,64.0,1.02,9.7,24.6,,,4.0,,13.7,,,
28/04/2011 06:00:00,0.3,158.22,,196.5,,60.13,-1,196.90,60.33,1.17,8.7,25.85,,,10.03,,31.4,,,
28/04/2011 07:00:00,0.3,164.68,,157.0,,43.37,-1,185.37,46.5,1.42,8.22,29.75,,,20.62,,19.28,,,
28/04/2011 08:00:00,0.3,145.82,,148.17,,38.85,-1,154.28,36.17,1.25,7.75,33.33,,,42.68,,10.38,,,
28/04/2011 09:00:00,0.3,95.98,,153.33,,75.95,-1,102.58,29.67,-1,11.07,36.28,,,85.55,0.1,7.5,,,
28/04/2011 10:00:00,0.3,55.02,,176.5,,73.62,-1,57.62,26.83,-1,13.22,38.0,,,159.25,0.1,4.02,,,
28/04/2011 11:00:00,0.3,48.05,,166.17,,80.08,-1,50.55,22.67,-1,13.92,40.43,,,223.23,0.1,3.23,,,
28/04/2011 12:00:00,0.3,45.22,,153.83,,68.83,-1,45.37,18.17,-1,81.0,42.82,,,257.03,,2.57,,,
28/04/2011 13:00:00,0.3,55.62,,169.33,,47.72,-1,56.90,18.0,-1,13.62,43.2,,,318.38,,2.75,,,
28/04/2011 14:00:00,0.3,56.34,,172.5,,53.24,-1,57.56,17.5,-1,13.08,43.3,,,360.84,,2.94,,,
28/04/2011 15:00:00,0.3,49.55,,191.17,,54.58,-1,50.42,17.0,-1,14.38,43.03,,,419.7,,2.13,,,
28/04/2011 16:00:00,0.3,51.63,,167.33,,69.7,-1,51.67,17.0,-1,15.03,42.37,,,368.5,,2.08,,,
28/04/2011 17:00:00,0.3,167.62,,138.83,,58.35,-1,165.42,23.33,1.55,14.77,40.35,,,231.33,,4.0,,,
28/04/2011 18:00:00,0.3,192.95,,276.33,,55.65,5.98,189.05,34.33,1.7,13.95,35.78,,,132.38,,3.37,,,
28/04/2011 19:00:00,0.3,188.12,,308.83,,50.15,5.52,183.08,40.33,1.62,12.92,32.03,,,102.33,,3.18,,,
28/04/2011 20:00:00,0.3,192.0,,278.33,,49.18,-1,192.33,41.83,1.92,10.22,30.8,,,67.72,,6.52,,,
28/04/2011 21:00:00,0.3,437.03,,295.17,,38.83,10.57,588.87,46.0,5.18,10.03,30.07,,,13.1,,117.45,,,
28/04/2011 22:00:00,0.3,409.52,,244.33,,38.48,21.98,610.65,51.0,5.85,9.97,29.1,,,12.62,,150.3,,,
28/04/2011 23:00:00,0.3,413.13,,260.83,,43.1,24.12,656.90,55.5,5.32,10.15,27.97,,,11.42,,179.6,,,
29/04/2011 00:00:00,0.3,444.45,,209.83,,35.73,17.83,655.30,55.5,5.02,8.9,27.67,,,22.7,,158.05,,,
29/04/2011 01:00:00,0.3,562.62,,216.5,,21.37,18.72,"1,046.68",58.33,6.38,9.28,27.63,,,24.72,,348.55,,,
29/04/2011 02:00:00,0.3,549.5,,195.17,,29.65,21.15,939.95,54.5,4.93,9.07,27.78,,,19.4,,284.1,,,
29/04/2011 03:00:00,0.3,311.02,,164.0,,69.53,13.17,542.87,49.33,2.58,10.63,27.53,,,14.47,,168.23,,,
29/04/2011 04:00:00,0.3,211.98,,228.67,,160.66,7.24,348.02,48.17,1.98,14.57,27.13,,,5.63,,99.65,,,
29/04/2011 05:00:00,0.3,120.5,,239.17,,91.4,5.13,134.02,39.67,1.63,20.03,28.23,,,14.27,,13.02,,,
29/04/2011 06:00:00,0.3,114.35,,256.67,,82.33,-1,123.53,37.33,1.58,25.2,29.07,,,17.05,,9.85,,,
29/04/2011 07:00:00,0.3,131.8,,229.33,,63.77,-1,138.55,32.0,1.52,23.53,31.88,,,32.05,,8.73,,,
29/04/2011 08:00:00,0.3,125.13,,233.0,,62.87,-1,130.37,25.5,1.42,27.28,35.93,,,98.57,,7.52,,,
29/04/2011 09:00:00,0.3,83.22,,236.67,,62.12,-1,87.12,20.5,1.08,20.92,38.75,,,191.4,0.1,5.27,,,
29/04/2011 10:00:00,0.3,54.45,,245.17,,47.72,-1,57.12,15.5,-1,17.2,41.57,,,217.17,0.13,3.5,,,
29/04/2011 11:00:00,0.3,35.42,,251.17,,39.23,-1,37.95,12.0,-1,11.88,43.32,,,202.42,0.15,2.85,,,
29/04/2011 12:00:00,0.3,24.97,,257.33,,36.0,-1,29.88,10.17,-1,73.15,44.15,,,202.13,0.15,4.17,,,
29/04/2011 13:00:00,0.3,21.7,,254.0,,25.17,-1,24.45,9.0,-1,10.63,44.82,,,208.47,0.13,2.57,,,
29/04/2011 14:00:00,0.3,24.32,,257.5,,26.14,-1,28.22,8.67,-1,9.24,44.53,,,207.36,0.1,3.42,,,
29/04/2011 15:00:00,0.3,23.77,,247.83,,26.55,-1,27.58,9.33,-1,9.62,44.25,,,209.67,0.17,3.78,,,
29/04/2011 16:00:00,0.3,35.27,,258.67,,33.67,-1,39.23,10.67,-1,9.13,43.17,,,188.97,0.1,3.82,,,
29/04/2011 17:00:00,0.3,58.93,,264.17,,30.87,-1,59.58,12.33,-1,9.18,41.6,,,159.9,0.1,2.48,,,
29/04/2011 18:00:00,0.3,114.72,,239.33,,30.37,-1,115.12,17.17,-1,12.8,38.8,,,102.07,,3.82,,,
29/04/2011 19:00:00,0.3,186.55,,264.83,,30.98,5.95,199.08,26.33,1.35,14.87,34.02,,,26.1,,14.4,,,
29/04/2011 20:00:00,0.3,183.92,,261.0,,31.05,8.32,205.20,21.17,1.6,16.92,35.22,,,32.72,,20.3,,,
29/04/2011 21:00:00,0.3,136.32,,282.0,,24.23,7.4,135.43,15.67,1.1,18.4,36.97,,,44.62,0.1,3.7,,,
29/04/2011 22:00:00,0.3,159.22,,241.67,,26.88,-1,173.62,18.5,1.1,19.92,35.38,,,18.72,,14.77,,,
29/04/2011 23:00:00,0.3,151.92,,243.5,,28.12,-1,165.32,23.33,1.03,13.23,33.05,,,14.3,,13.95,,,
30/04/2011 00:00:00,0.3,131.93,,230.0,,31.88,-1,141.60,26.67,-1,13.0,31.58,,,9.57,,10.7,,,
30/04/2011 01:00:00,0.3,169.82,,280.5,,39.28,-1,242.10,31.17,1.08,14.38,29.7,,,12.77,,54.75,,,
30/04/2011 02:00:00,0.3,171.77,,283.33,,45.13,-1,264.18,34.33,1.37,16.32,29.2,,,14.4,,68.55,,,
30/04/2011 03:00:00,0.3,174.88,,257.83,,53.28,-1,291.85,35.33,1.5,18.6,28.93,,,14.65,,85.43,,,
30/04/2011 04:00:00,0.3,130.48,,216.83,,60.53,-1,183.10,30.5,1.25,18.48,30.08,,,12.9,,40.05,,,
30/04/2011 05:00:00,0.3,94.65,,214.67,,34.62,-1,104.58,28.67,-1,15.4,30.18,,,13.23,,9.75,,,
30/04/2011 06:00:00,0.3,128.98,,201.33,,29.97,-1,170.72,28.83,-1,18.52,30.42,,,10.6,,32.55,,,
30/04/2011 07:00:00,0.3,162.03,,231.67,,25.93,-1,219.50,25.0,-1,21.02,33.48,,,15.23,,44.37,,,
30/04/2011 08:00:00,0.3,104.23,,237.17,,31.68,5.22,116.33,22.0,-1,16.65,36.65,,,68.13,0.1,11.53,,,
30/04/2011 09:00:00,0.3,44.22,,236.67,,39.62,-1,48.35,20.17,-1,11.7,39.22,,,157.5,0.1,4.2,,,
30/04/2011 10:00:00,0.3,29.33,,243.17,,38.7,-1,30.67,16.17,-1,11.0,41.5,,,183.9,0.1,2.2,,,
30/04/2011 11:00:00,0.3,25.3,,222.0,,36.95,-1,28.75,14.0,-1,9.2,42.88,,,184.5,,3.38,,,
30/04/2011 21:00:00,0.3,172.36,,279.8,,24.54,8.02,223.36,32.4,2.08,10.5,30.58,,,5.16,,40.26,,,
30/04/2011 22:00:00,0.3,194.0,,240.17,,24.68,9.35,291.60,35.17,2.22,12.93,29.55,,,6.1,,72.82,,,
30/04/2011 23:00:00,0.3,205.17,,269.67,,41.62,9.57,349.63,38.5,2.53,13.35,28.67,,,11.5,,105.2,,,
01/05/2011 00:00:00,0.3,195.92,,273.17,,59.0,9.3,340.63,39.83,2.37,18.87,28.18,,,14.33,,105.1,,,
01/05/2011 01:00:00,0.3,190.6,,241.5,,77.55,7.28,336.03,40.67,2.25,23.25,27.8,,,14.52,,105.37,,,
01/05/2011 02:00:00,0.3,174.63,,201.33,,75.27,6.08,288.90,41.33,1.97,27.2,27.42,,,16.05,,83.57,,,
01/05/2011 03:00:00,0.3,177.72,,179.33,,65.45,5.87,293.07,40.17,1.53,24.57,27.05,,,13.92,,84.38,,,
01/05/2011 04:00:00,0.3,135.82,,196.17,,61.92,-1,193.00,35.5,1.2,18.88,28.03,,,12.7,,43.38,,,
01/05/2011 05:00:00,0.3,109.02,,211.0,,35.62,-1,135.37,36.0,-1,14.28,27.27,,,9.98,,21.45,,,
01/05/2011 06:00:00,0.3,98.48,,195.83,,32.25,-1,118.98,34.83,-1,12.65,27.85,,,12.78,,17.08,,,
01/05/2011 07:00:00,0.3,110.65,,235.0,,31.12,-1,126.35,30.5,-1,13.22,31.38,,,28.93,,14.15,,,
01/05/2011 08:00:00,0.3,103.87,,259.67,,41.73,-1,107.33,26.17,1.23,19.2,35.53,,,137.07,0.1,5.67,,,
01/05/2011 09:00:00,0.3,74.12,,247.17,,53.47,-1,75.72,21.0,1.93,21.07,39.15,,,279.85,0.1,3.45,,,
01/05/2011 10:00:00,0.3,56.3,,247.5,,50.55,-1,59.02,16.83,1.8,24.48,42.03,,,339.98,0.1,3.63,,,
01/05/2011 11:00:00,0.3,36.6,,230.17,,36.82,-1,38.42,12.17,1.1,18.98,43.52,,,267.98,0.1,2.47,,,
01/05/2011 12:00:00,0.3,19.68,,242.5,,31.5,-1,23.40,9.33,-1,73.95,44.38,,,210.9,0.13,3.13,,,
01/05/2011 13:00:00,0.3,18.17,,242.33,,20.45,-1,22.02,9.0,-1,9.92,44.85,,,212.55,0.1,3.22,,,
01/05/2011 14:00:00,0.3,15.74,,244.0,,21.7,-1,18.96,8.67,-1,8.2,44.83,,,201.58,0.1,2.66,,,
01/05/2011 15:00:00,0.3,17.73,,240.0,,21.73,-1,19.87,8.83,-1,8.65,44.03,,,201.18,0.1,2.08,,,
01/05/2011 16:00:00,0.3,30.07,,226.83,,21.18,-1,31.37,7.67,-1,7.52,43.97,,,180.55,0.1,2.03,,,
01/05/2011 17:00:00,0.3,29.28,,237.17,,20.53,-1,31.83,9.17,-1,7.17,42.52,,,170.83,0.1,2.88,,,
01/05/2011 18:00:00,0.3,43.6,,233.83,,19.18,-1,43.35,11.5,-1,7.38,40.17,,,146.4,,1.77,,,
01/05/2011 19:00:00,0.3,73.07,,225.17,,21.32,-1,73.87,15.0,-1,8.3,37.85,,,95.05,,3.52,,,
01/05/2011 20:00:00,0.3,86.23,,242.0,,22.7,-1,87.35,16.0,-1,11.68,37.25,,,71.33,,3.47,,,
01/05/2011 21:00:00,0.3,100.48,,223.0,,20.4,-1,100.98,17.67,-1,12.28,36.08,,,48.07,,3.52,,,
01/05/2011 22:00:00,0.3,102.17,,238.0,,25.73,-1,101.43,23.67,1.05,13.55,35.02,,,52.17,,2.78,,,
01/05/2011 23:00:00,0.3,83.1,,210.83,,31.47,-1,84.08,32.5,-1,13.65,32.65,,,68.25,,3.27,,,
02/05/2011 00:00:00,0.3,84.08,,192.17,,40.02,-1,84.22,33.17,-1,17.08,31.47,,,73.45,,3.15,,,
02/05/2011 01:00:00,0.3,79.43,,187.67,,44.68,-1,79.60,33.67,-1,15.37,30.33,,,75.75,,3.32,,,
02/05/2011 02:00:00,0.3,85.3,,219.83,,55.43,-1,87.88,41.83,-1,15.17,26.78,,,44.95,,4.47,,,
