Time,Mandir Marg/Wind Speed (WS),Mandir Marg/Nitrogen Dioxide(NO2),Mandir Marg/Ambient Temperature(AT),Mandir Marg/Wind Direction(WD),Mandir Marg/Solar Radiation(SR),Mandir Marg/Ammonia(NH3),Mandir Marg/M & P Xylene(M_P_Xylene),Mandir Marg/Oxides of Nitrogen(NOx),Mandir Marg/Relative Humidity(RH),Mandir Marg/Carbon Monoxide(CO),Mandir Marg/Sulfur Dioxide(SO2),Mandir Marg/Temperature(Temp),Mandir Marg/PM2.5(PM2.5),Mandir Marg/Toluene(TOL),Mandir Marg/Ozone(Ozone),Mandir Marg/Vertical Wind Speed(Wind Speed V),Mandir Marg/Nitric Oxide(NO),Mandir Marg/Benzene(BEN),Mandir Marg/PM10(PM10),Mandir Marg/Bar Pressure(BP)
06/07/2016 17:00:00,2.13,32.93,31.75,114.92,121.58,18.86,,30.87,60.17,,4.15,,21.17,-1,,,1.76,-1,98.67,736.0
06/07/2016 18:00:00,1.72,46.61,30.8,122.25,44.75,18.8,,43.49,63.5,,5.68,,37.83,-1,,,2.06,-1,130.83,736.0
06/07/2016 19:00:00,1.88,48.33,29.91,115.67,18.92,19.27,,44.55,66.0,,6.85,,62.5,-1,,,1.78,-1,168.5,736.0
06/07/2016 20:00:00,2.11,46.72,29.31,110.83,17.5,32.66,,44.67,67.42,,8.88,,41.64,-1,,,2.85,-1,131.83,736.0
06/07/2016 21:00:00,2.1,47.68,29.03,123.5,17.5,49.02,,45.48,68.33,,8.42,,53.5,-1,,,2.87,-1,104.83,736.0
06/07/2016 22:00:00,1.9,48.24,28.79,120.0,17.58,45.88,,46.48,69.08,,7.78,,29.17,-1,,,3.24,-1,73.09,736.08
06/07/2016 23:00:00,2.22,38.78,28.13,115.08,17.5,42.57,,37.74,70.92,,7.64,,18.5,-1,,,2.99,-1,66.67,737.0
07/07/2016 00:00:00,2.02,27.73,27.83,121.5,17.17,26.86,,24.77,71.0,,4.98,,10.83,-1,,,-1,-1,49.36,737.0
07/07/2016 01:00:00,1.12,28.07,27.41,138.5,17.33,19.28,,27.32,72.5,,4.7,,-1,-1,,,2.35,-1,28.83,737.0
07/07/2016 02:00:00,0.91,24.04,27.02,173.25,17.17,17.37,,22.97,74.0,,5.5,,-1,-1,,,1.82,-1,51.0,737.0
07/07/2016 03:00:00,1.06,19.82,26.95,138.25,17.08,17.38,,18.97,74.42,,5.23,,19.18,-1,,,1.64,-1,40.5,737.0
07/07/2016 04:00:00,1.17,26.97,26.64,104.75,17.33,32.83,,28.16,77.5,,6.98,,33.17,-1,,,3.72,-1,45.0,737.0
07/07/2016 05:00:00,1.72,26.66,26.56,119.33,29.67,45.4,,28.40,79.17,,7.72,,46.17,-1,,,4.07,-1,74.17,737.0
07/07/2016 06:00:00,2.63,25.37,26.86,117.58,96.42,44.27,,27.72,78.83,,8.87,,-1,-1,,,4.43,-1,45.91,737.0
07/07/2016 07:00:00,2.82,29.71,27.74,131.42,186.17,40.58,,36.05,76.92,,11.29,,20.0,-1,,,7.72,-1,48.17,737.0
07/07/2016 08:00:00,2.37,21.21,29.62,144.33,298.58,24.6,,22.50,71.25,,9.05,,18.0,-1,,,3.32,-1,39.17,736.83
07/07/2016 09:00:00,3.11,22.52,30.8,119.92,342.33,23.27,,24.65,67.17,,7.65,,-1,-1,,,4.03,-1,47.5,736.0
07/07/2016 10:00:00,2.75,17.55,32.48,131.58,383.08,18.43,,18.10,60.92,,6.75,,10.17,-1,,,2.52,-1,81.0,736.0
07/07/2016 11:00:00,2.87,16.6,33.48,135.83,365.25,15.08,,17.09,55.83,,7.66,,25.33,-1,,,2.38,-1,63.33,736.0
07/07/2016 12:00:00,2.1,19.83,33.63,154.58,347.75,25.77,-1,20.55,54.58,,8.06,33.76,26.83,-1,23.29,-0.23,2.78,-1,73.67,736.0
07/07/2016 13:00:00,2.38,23.0,35.93,149.33,398.58,36.17,-1,23.18,49.58,,8.23,35.93,43.0,-1,30.31,-0.22,2.6,-1,70.5,736.0
07/07/2016 14:00:00,2.48,25.87,35.36,126.42,288.33,34.28,-1,24.84,48.67,,7.39,35.36,11.0,-1,39.08,-0.17,1.97,-1,85.0,736.0
07/07/2016 15:00:00,1.72,33.9,34.12,119.33,229.17,33.63,-1,32.16,51.58,,7.76,34.12,30.67,-1,56.73,-0.19,2.08,-1,71.5,736.0
07/07/2016 16:00:00,1.68,38.92,33.66,137.25,176.75,23.49,-1,36.11,53.0,,6.8,33.66,27.0,-1,47.85,-0.2,1.72,-1,76.17,736.0
07/07/2016 17:00:00,1.25,46.17,33.18,140.0,119.33,16.71,-1,43.99,53.42,,6.13,33.18,18.17,-1,51.24,-0.22,2.78,-1,62.73,736.0
07/07/2016 18:00:00,1.16,55.32,32.3,119.92,45.08,16.49,-1,52.71,55.42,,4.79,32.3,24.83,-1,28.28,-0.21,3.2,-1,80.83,736.0
07/07/2016 19:00:00,1.3,69.39,31.52,127.83,18.0,19.01,-1,69.86,58.92,,4.77,31.52,30.5,-1,9.67,-0.2,6.54,-1,132.83,736.0
07/07/2016 20:00:00,1.33,61.36,31.2,108.42,17.0,23.36,-1,61.46,59.92,,5.05,31.2,39.09,-1,9.92,-0.2,5.66,-1,122.55,736.0
07/07/2016 21:00:00,1.78,52.34,30.8,113.83,17.17,30.22,-1,50.63,62.17,,5.0,30.8,44.0,-1,9.35,-0.2,3.63,-1,124.83,736.0
07/07/2016 22:00:00,1.86,42.33,30.1,120.67,17.25,33.93,-1,40.94,65.75,,4.75,30.1,14.17,-1,10.58,-0.18,3.03,-1,118.17,736.0
07/07/2016 23:00:00,1.29,36.98,29.5,145.42,17.25,32.88,-1,35.92,68.5,,4.66,29.5,17.5,-1,11.36,-0.21,2.82,-1,89.0,736.08
08/07/2016 00:00:00,0.72,34.03,29.23,130.42,17.33,26.77,-1,31.83,70.0,,6.89,29.23,28.17,-1,10.15,-0.21,1.82,-1,85.33,737.0
08/07/2016 01:00:00,0.78,34.28,28.72,176.25,17.08,23.41,-1,33.88,70.83,,7.76,28.72,23.17,-1,8.68,-0.2,3.11,-1,69.33,737.0
08/07/2016 02:00:00,0.58,29.74,28.06,219.25,17.25,20.74,-1,29.09,72.5,,7.57,28.06,42.55,-1,9.07,-0.2,2.88,-1,79.67,737.0
08/07/2016 03:00:00,0.3,22.5,27.03,283.25,17.17,19.73,-1,23.00,76.33,,7.04,27.03,27.45,-1,8.11,-0.2,2.88,-1,70.33,737.0
08/07/2016 04:00:00,0.33,23.9,27.0,181.5,17.5,26.54,-1,27.75,78.0,,7.35,27.0,24.67,-1,6.38,-0.2,5.38,-1,58.5,737.0
08/07/2016 05:00:00,0.33,24.99,26.8,288.58,24.17,34.06,-1,30.06,78.75,,8.24,26.8,23.0,-1,6.97,-0.21,6.37,-1,63.83,737.0
08/07/2016 06:00:00,0.8,29.72,27.76,191.92,78.25,37.2,-1,42.81,77.67,,8.28,27.76,18.0,-1,7.31,-0.2,12.61,-1,54.5,737.0
08/07/2016 07:00:00,1.24,33.24,29.67,165.83,190.5,34.81,-1,40.56,71.67,,7.85,29.67,18.91,-1,8.75,-0.2,8.66,-1,68.67,736.83
08/07/2016 08:00:00,1.28,39.91,31.49,130.17,253.67,27.84,-1,45.82,65.92,,8.61,31.49,30.0,-1,8.45,-0.22,8.18,-1,110.5,736.0
08/07/2016 09:00:00,1.41,41.87,33.39,140.17,311.33,24.67,-1,45.54,60.08,,8.83,33.39,40.33,-1,17.18,-0.17,6.7,-1,161.67,736.0
08/07/2016 10:00:00,2.02,34.47,32.85,182.5,255.17,22.03,-1,32.78,58.67,,8.97,32.85,43.33,-1,27.89,-0.26,2.22,-1,206.33,736.0
08/07/2016 11:00:00,2.03,15.89,25.37,269.0,57.17,18.28,-1,15.59,74.42,,8.6,25.37,47.83,-1,25.65,-0.23,1.7,-1,194.67,736.75
08/07/2016 12:00:00,0.95,38.64,25.78,207.67,97.58,25.29,-1,39.42,81.83,,4.33,24.93,35.5,-1,19.5,-0.2,4.35,-1,98.17,737.0
08/07/2016 13:00:00,0.78,49.04,26.18,215.5,81.58,31.5,,48.52,79.42,,4.44,,26.18,6.85,,,4.22,-1,67.5,737.0
08/07/2016 14:00:00,1.04,77.61,26.87,140.75,129.25,35.66,,100.22,78.42,,4.97,,18.18,10.38,,,23.38,-1,42.33,737.0
08/07/2016 15:00:00,1.83,65.73,28.07,112.83,235.25,29.66,,82.90,72.92,,4.68,,18.33,6.44,,,18.47,-1,79.83,737.0
08/07/2016 16:00:00,1.71,59.24,29.19,112.92,246.67,24.05,,68.68,67.33,,4.89,,14.67,-1,,,12.3,-1,80.33,736.0
08/07/2016 17:00:00,1.54,71.43,29.11,123.58,149.67,20.01,,80.25,65.58,,4.19,,12.82,-1,,,12.85,-1,63.33,736.0
08/07/2016 18:00:00,1.27,78.81,28.61,143.42,67.58,20.53,,104.81,68.5,1.28,4.96,,16.17,-1,,,25.97,-1,83.27,736.25
08/07/2016 19:00:00,1.37,73.11,27.82,129.67,22.0,20.76,,98.39,71.5,1.2,5.11,,34.0,6.26,,,24.98,-1,139.18,737.0
08/07/2016 20:00:00,1.12,70.53,27.36,137.83,17.25,25.72,,116.33,74.5,1.38,5.73,,21.67,8.18,,,39.83,-1,127.67,737.0
08/07/2016 21:00:00,1.05,67.38,27.07,132.83,17.0,34.95,,134.97,76.08,1.41,8.02,,35.0,9.12,,,55.58,-1,152.17,737.0
08/07/2016 22:00:00,0.57,61.08,26.72,155.5,17.08,38.27,,121.37,77.83,1.27,10.41,,34.5,8.71,,,49.73,-1,129.33,737.0
08/07/2016 23:00:00,0.34,48.65,25.92,200.0,17.0,35.57,,115.38,80.25,1.23,10.41,,32.45,7.26,,,53.38,-1,109.67,737.0
09/07/2016 00:00:00,0.32,29.54,25.27,219.5,17.0,30.77,,114.89,83.42,1.18,7.77,,35.18,6.9,,,65.5,-1,98.83,737.0
09/07/2016 01:00:00,0.31,21.52,25.03,224.67,17.42,27.66,,109.88,85.33,1.13,7.19,,29.83,6.99,,,67.09,-1,80.33,737.0
09/07/2016 02:00:00,0.41,25.16,25.19,91.75,17.17,24.66,,83.54,86.17,-1,6.63,,41.83,6.8,,,45.46,-1,91.33,737.0
09/07/2016 03:00:00,0.89,26.09,25.82,90.08,17.25,23.98,,31.31,85.42,-1,5.09,,30.33,-1,,,6.6,-1,84.83,737.0
09/07/2016 04:00:00,0.68,25.75,25.78,135.33,17.17,30.82,,26.89,85.08,-1,5.36,,26.55,-1,,,3.54,-1,71.33,737.0
09/07/2016 05:00:00,0.41,27.31,25.31,169.33,23.83,40.71,,33.79,86.25,-1,5.21,,22.91,-1,,,7.6,-1,78.33,737.0
09/07/2016 06:00:00,1.31,28.28,26.17,126.42,76.0,39.25,,41.91,85.33,-1,6.4,,27.0,-1,,,12.95,-1,58.33,737.0
09/07/2016 07:00:00,1.8,30.82,27.56,113.75,153.5,37.44,,44.21,81.33,-1,7.4,,25.33,-1,,,12.94,-1,73.0,737.0
09/07/2016 08:00:00,1.81,27.34,29.32,143.67,296.67,30.59,,33.40,75.83,-1,6.85,,18.83,-1,,,7.27,-1,61.55,737.0
09/07/2016 09:00:00,2.04,28.92,30.06,128.75,233.08,27.95,,32.51,71.25,-1,6.78,,30.5,-1,,,5.62,-1,58.17,737.0
09/07/2016 10:00:00,1.77,28.12,31.19,122.58,276.42,28.97,,27.90,67.33,-1,7.12,,39.5,-1,,,2.7,-1,73.83,736.08
09/07/2016 11:00:00,1.73,26.14,32.23,133.75,324.0,19.37,,26.38,63.5,-1,6.71,,24.55,-1,,,2.92,-1,73.17,736.0
09/07/2016 12:00:00,1.86,20.21,34.4,143.25,389.75,23.82,,21.31,54.67,-1,8.47,,34.17,-1,,,3.05,-1,68.5,736.0
09/07/2016 13:00:00,1.72,18.09,35.86,142.92,381.58,30.63,,18.47,48.75,-1,8.15,,22.17,-1,,,2.36,-1,43.67,736.0
09/07/2016 14:00:00,1.44,23.55,35.58,174.17,315.5,29.97,,23.34,48.25,-1,10.21,,10.33,-1,,,2.38,-1,57.83,736.0
09/07/2016 15:00:00,1.39,21.31,35.72,154.0,348.33,27.87,,20.65,47.5,-1,9.32,,20.17,-1,,,1.86,-1,60.83,736.0
09/07/2016 16:00:00,1.14,18.33,35.75,192.83,275.83,20.72,,17.40,46.17,-1,7.83,,10.67,-1,,,1.44,-1,52.17,736.0
09/07/2016 17:00:00,1.19,22.22,33.9,241.92,137.08,18.23,,21.28,50.25,-1,6.49,,10.09,-1,,,1.78,-1,38.33,736.0
09/07/2016 18:00:00,1.12,30.13,30.67,231.75,84.5,18.49,,28.13,58.83,-1,7.7,,18.83,-1,,,1.59,-1,57.5,736.0
09/07/2016 19:00:00,2.21,43.89,29.21,130.83,18.42,19.45,,47.92,65.5,-1,7.86,,32.67,6.73,,,7.13,-1,141.17,736.0
09/07/2016 20:00:00,1.22,38.49,28.47,206.58,17.08,25.61,,42.17,67.42,-1,10.4,,-1,-1,,,6.43,-1,110.36,736.0
09/07/2016 21:00:00,0.63,35.1,27.5,231.0,17.08,34.82,,35.97,72.0,-1,9.15,,-1,-1,,,4.11,-1,60.0,737.0
09/07/2016 22:00:00,0.53,38.11,26.87,198.25,17.25,35.27,,48.32,76.08,-1,8.6,,-1,-1,,,11.17,-1,66.17,737.0
09/07/2016 23:00:00,0.34,32.82,26.22,262.25,17.0,33.39,,49.82,78.33,-1,8.63,,-1,-1,,,15.73,-1,46.67,737.0
10/07/2016 00:00:00,0.37,26.01,26.15,286.0,17.33,29.1,,55.71,80.0,-1,6.77,,-1,-1,,,24.49,-1,21.67,737.0
10/07/2016 01:00:00,0.43,23.52,26.23,229.42,17.08,23.96,,56.65,80.25,-1,6.13,,14.55,-1,,,26.83,-1,28.67,737.0
10/07/2016 02:00:00,1.01,32.78,27.18,121.5,17.08,21.68,,38.99,73.58,-1,5.33,,22.73,-1,,,7.84,-1,24.83,737.0
10/07/2016 03:00:00,0.42,30.11,26.82,165.5,17.25,22.07,,32.83,73.67,-1,5.46,,-1,-1,,,5.08,-1,40.64,737.0
10/07/2016 04:00:00,0.3,23.38,26.05,281.67,17.33,28.06,,35.88,78.0,-1,6.87,,13.83,-1,,,11.66,-1,49.83,737.0
10/07/2016 05:00:00,0.3,18.87,25.35,291.25,22.17,34.96,,32.51,81.0,-1,5.94,,-1,-1,,,12.17,-1,53.33,737.0
10/07/2016 06:00:00,0.68,22.58,26.33,188.17,66.08,34.48,,37.58,79.42,-1,6.23,,-1,-1,,,13.49,-1,25.0,737.0
10/07/2016 07:00:00,1.18,28.07,28.8,156.58,201.83,32.68,,37.23,71.0,-1,6.07,,-1,-1,,,9.61,-1,25.91,736.67
10/07/2016 08:00:00,1.32,27.08,30.39,166.5,284.42,26.87,,31.61,66.67,-1,7.61,,-1,-1,,,6.17,-1,29.83,736.0
10/07/2016 09:00:00,1.47,23.56,32.2,181.33,374.5,23.77,,26.01,61.5,-1,9.01,,14.64,-1,,,4.37,-1,32.5,736.0
10/07/2016 10:00:00,1.12,23.08,33.2,158.5,314.92,22.26,,22.90,57.92,-1,6.4,,23.73,-1,,,2.38,-1,53.0,736.0
10/07/2016 11:00:00,1.28,23.1,34.33,178.92,328.5,20.51,,22.31,54.5,-1,7.86,,44.17,-1,,,1.94,-1,71.83,736.0
10/07/2016 12:00:00,1.11,22.75,35.27,173.08,320.33,23.8,,22.77,51.5,-1,8.5,,59.5,-1,,,2.48,-1,91.17,736.0
10/07/2016 13:00:00,1.2,22.62,35.06,183.33,295.0,30.4,,22.16,51.58,-1,7.54,,54.67,-1,,,2.09,-1,90.36,736.0
10/07/2016 14:00:00,1.36,26.57,33.21,243.08,273.67,32.96,,24.98,55.83,-1,7.01,,46.17,-1,,,1.67,-1,89.5,736.0
10/07/2016 15:00:00,1.63,34.57,33.07,144.08,190.0,31.45,,32.58,57.08,-1,6.27,,61.45,-1,,,1.95,-1,121.0,736.0
10/07/2016 16:00:00,1.83,47.45,30.41,143.08,87.25,26.08,,44.23,60.42,-1,5.3,,53.83,-1,,,2.07,-1,106.36,736.0
10/07/2016 17:00:00,1.38,55.71,28.85,143.33,46.0,20.88,,52.37,59.0,-1,4.83,,28.91,-1,,,2.64,-1,62.67,736.0
10/07/2016 18:00:00,0.88,81.34,28.92,159.75,37.42,20.38,,81.26,60.58,-1,5.02,,34.5,-1,,,7.12,-1,68.0,736.0
10/07/2016 19:00:00,0.81,93.89,28.68,148.08,21.25,19.55,,109.42,60.58,-1,6.57,,40.33,5.59,,,19.54,-1,102.82,736.0
10/07/2016 20:00:00,1.2,85.09,28.51,146.25,16.58,23.24,,106.76,60.33,-1,6.62,,32.67,5.47,,,23.33,-1,102.67,736.0
10/07/2016 21:00:00,1.0,53.21,27.91,157.25,17.0,29.72,,54.04,66.17,-1,6.77,,34.17,-1,,,5.54,-1,104.5,736.0
10/07/2016 22:00:00,0.95,50.52,27.69,134.75,17.25,30.02,,50.08,70.92,-1,5.03,,26.64,-1,,,4.42,-1,91.83,736.83
10/07/2016 23:00:00,0.83,44.27,27.52,152.33,17.17,29.75,,44.46,73.92,-1,5.77,,33.0,-1,,,4.34,-1,67.0,737.0
11/07/2016 00:00:00,0.92,39.48,27.27,138.42,17.25,25.11,,38.86,75.5,-1,3.68,,27.83,-1,,,3.38,-1,68.67,737.0
11/07/2016 01:00:00,0.37,38.97,26.5,187.58,17.17,22.73,,43.73,77.5,-1,3.8,,26.83,-1,,,7.26,-1,55.33,737.0
11/07/2016 02:00:00,0.32,26.65,25.89,287.42,17.25,20.68,,34.22,80.58,-1,3.9,,25.5,-1,,,8.37,-1,71.73,737.0
11/07/2016 03:00:00,0.33,20.22,25.83,210.58,17.33,20.15,,32.08,82.08,-1,3.82,,24.45,-1,,,10.95,-1,68.67,737.0
11/07/2016 04:00:00,0.93,33.1,26.52,109.75,17.17,26.5,,38.80,80.25,-1,3.8,,31.67,-1,,,7.5,-1,71.0,737.0
11/07/2016 05:00:00,0.5,33.32,26.16,149.25,19.83,34.25,,39.49,80.5,-1,4.93,,32.5,-1,,,7.87,-1,86.83,737.0
11/07/2016 06:00:00,0.39,31.93,26.54,165.33,48.42,33.52,,46.93,80.0,-1,5.38,,19.67,-1,,,14.21,-1,61.33,737.0
11/07/2016 07:00:00,0.98,35.39,27.67,153.92,110.92,31.62,,68.90,77.92,-1,6.6,,19.33,-1,,,28.07,-1,42.67,737.0
11/07/2016 08:00:00,1.84,36.74,28.26,126.5,136.17,28.28,,53.98,76.08,-1,6.75,,29.0,-1,,,16.22,-1,71.17,737.0
11/07/2016 09:00:00,2.4,30.46,27.93,131.92,121.0,26.78,,45.41,77.67,-1,5.89,,45.33,-1,,,14.05,-1,97.5,737.0
11/07/2016 10:00:00,2.51,30.58,26.93,112.25,147.92,22.9,,41.22,77.83,-1,6.2,,48.0,-1,,,10.88,-1,98.17,737.0
11/07/2016 11:00:00,2.58,34.82,26.73,119.5,216.5,19.33,,44.78,75.08,-1,6.17,,29.5,-1,,,10.76,-1,85.17,737.0
11/07/2016 12:00:00,2.42,34.12,28.35,126.33,358.58,22.97,,40.95,69.75,-1,7.59,,35.0,-1,,,8.43,-1,68.17,736.58
11/07/2016 13:00:00,2.14,35.04,29.94,124.08,342.0,30.25,,38.95,65.33,-1,9.35,,23.0,-1,,,6.31,-1,79.33,736.0
11/07/2016 14:00:00,2.09,43.95,30.49,134.92,334.42,31.18,,46.32,65.0,-1,11.6,,-1,-1,,,5.93,-1,77.17,736.0
11/07/2016 15:00:00,2.33,43.29,32.78,121.08,368.92,27.91,,43.38,59.25,-1,10.08,,18.17,-1,,,4.21,-1,60.33,736.0
11/07/2016 16:00:00,1.57,33.74,33.48,154.17,309.58,20.66,,31.67,56.25,-1,7.94,,17.17,-1,,,1.88,-1,70.67,736.0
11/07/2016 17:00:00,1.53,31.54,33.33,149.08,194.67,18.72,,30.08,55.42,-1,7.83,,39.0,-1,,,2.08,-1,70.17,736.0
11/07/2016 18:00:00,1.63,40.86,31.9,128.83,95.92,17.48,,42.58,58.0,-1,8.84,,62.45,-1,,,5.21,-1,95.36,736.0
11/07/2016 19:00:00,1.4,43.07,30.28,109.92,20.75,16.53,,43.24,62.08,-1,10.44,,37.2,-1,,,4.23,-1,65.45,736.0
11/07/2016 20:00:00,1.75,45.75,29.27,112.5,17.33,22.57,,48.63,67.42,-1,9.22,,67.83,-1,,,6.42,-1,51.0,736.0
11/07/2016 21:00:00,2.08,43.11,28.55,107.75,17.25,31.49,,47.04,68.33,-1,8.09,,27.0,-1,,,6.94,-1,76.36,736.08
11/07/2016 22:00:00,1.58,37.28,27.88,122.75,17.33,32.61,,38.48,71.17,-1,7.5,,-1,-1,,,4.55,-1,64.82,737.0
11/07/2016 23:00:00,1.61,32.78,27.48,106.08,17.25,30.74,,32.57,73.08,-1,7.26,,-1,-1,,,3.13,-1,46.0,737.0
12/07/2016 00:00:00,1.34,28.42,27.3,112.83,17.08,25.3,,26.73,74.33,-1,6.46,,-1,-1,,,1.68,-1,39.64,737.0
12/07/2016 01:00:00,1.13,26.46,27.06,114.75,17.33,21.32,,26.02,76.42,-1,6.47,,-1,-1,,,2.45,-1,16.09,737.0
12/07/2016 02:00:00,1.11,21.46,27.13,122.83,17.58,19.28,,21.53,77.0,-1,6.38,,17.17,-1,,,2.42,-1,38.83,737.0
12/07/2016 03:00:00,1.06,27.44,27.0,135.08,17.25,19.0,,27.59,77.92,-1,6.65,,13.83,5.22,,,2.98,-1,37.67,737.0
12/07/2016 04:00:00,1.48,27.09,27.04,119.08,17.08,25.36,,28.21,78.08,-1,8.12,,17.82,-1,,,3.67,-1,41.45,737.0
12/07/2016 05:00:00,1.53,23.33,27.0,130.67,19.5,32.59,,24.13,78.83,-1,9.15,,15.0,-1,,,3.08,-1,61.83,737.0
12/07/2016 06:00:00,1.42,23.73,27.04,113.67,31.0,32.22,,27.72,78.92,-1,11.34,,-1,-1,,,5.48,-1,39.67,737.0
12/07/2016 07:00:00,1.32,26.56,26.86,160.08,44.42,30.64,,36.51,79.75,-1,10.72,,-1,-1,,,10.07,-1,34.27,737.0
12/07/2016 08:00:00,0.85,29.46,26.07,195.33,66.33,26.35,,46.59,82.42,-1,9.58,,-1,-1,,,15.58,-1,37.33,737.0
12/07/2016 09:00:00,0.9,34.24,27.18,155.92,209.5,24.65,,50.38,82.08,-1,9.12,,10.73,-1,,,15.18,-1,27.33,737.0
12/07/2016 10:00:00,0.85,41.77,29.43,200.75,230.42,23.21,,44.35,76.08,-1,9.4,,27.67,-1,,,5.93,-1,47.67,737.0
12/07/2016 11:00:00,0.93,49.77,29.87,283.5,221.42,21.44,,49.04,74.42,-1,9.34,,30.0,5.17,,,4.13,-1,63.5,737.0
12/07/2016 12:00:00,1.9,43.48,30.34,267.25,245.5,26.83,-1,42.93,71.92,-1,9.3,30.34,54.0,6.94,27.34,-0.17,3.73,-1,59.67,736.83
12/07/2016 13:00:00,1.8,37.79,28.17,251.83,149.08,31.67,-1,36.36,74.5,-1,9.78,28.17,67.33,8.4,30.03,-0.19,2.67,-1,100.0,737.0
12/07/2016 14:00:00,1.41,35.34,25.77,254.0,158.83,24.3,-1,35.74,83.58,-1,8.05,25.77,29.17,6.69,22.63,-0.21,3.77,-1,73.55,737.0
12/07/2016 15:00:00,1.62,34.77,27.85,218.83,287.25,20.75,-1,37.35,79.67,-1,7.72,27.85,-1,7.24,27.68,-0.2,5.35,-1,21.67,737.0
12/07/2016 16:00:00,1.52,32.0,28.68,166.33,206.92,26.77,-1,28.91,75.25,-1,6.49,28.68,-1,-1,30.13,-0.18,3.32,-1,20.0,737.0
12/07/2016 17:00:00,0.83,42.99,27.05,188.67,54.67,19.11,-1,53.88,75.67,-1,6.73,27.05,-1,10.7,,-0.21,12.08,-1,-1,737.0
12/07/2016 18:00:00,0.43,41.11,26.81,243.33,49.58,16.18,-1,52.62,78.67,-1,6.0,26.81,12.83,14.88,,-0.2,12.36,-1,10.17,737.0
12/07/2016 19:00:00,0.36,33.09,25.87,284.17,18.0,19.27,-1,63.21,82.08,-1,5.98,25.87,31.18,11.35,,-0.2,25.38,-1,54.33,737.0
12/07/2016 20:00:00,0.3,33.7,25.35,300.25,17.0,27.03,6.33,102.13,84.67,1.62,7.2,25.35,23.0,14.17,,-0.2,53.48,-1,49.0,737.0
12/07/2016 21:00:00,0.3,32.76,25.14,286.83,17.17,39.26,11.46,122.41,85.92,2.14,8.13,25.14,23.67,17.91,,-0.2,68.93,-1,68.55,737.0
12/07/2016 22:00:00,0.31,39.59,25.07,242.0,17.08,39.35,12.73,153.08,86.75,2.42,8.35,25.07,26.67,17.87,,-0.2,86.89,-1,88.0,737.0
12/07/2016 23:00:00,0.3,22.2,25.0,304.08,17.25,35.78,14.36,178.81,87.17,2.56,9.05,25.0,27.33,22.25,,-0.2,117.08,-1,84.5,737.0
13/07/2016 00:00:00,0.3,22.23,24.99,311.0,17.0,32.25,16.54,214.76,88.0,2.17,8.18,24.99,39.73,28.12,,-0.21,143.4,-1,99.82,737.0
13/07/2016 01:00:00,0.3,32.64,24.97,311.0,16.92,30.07,17.62,172.02,88.25,1.91,7.2,24.97,49.27,28.63,,-0.2,105.37,-1,136.5,737.0
13/07/2016 02:00:00,0.3,29.35,25.2,322.83,17.08,25.68,11.0,81.53,88.83,-1,4.81,25.2,69.5,18.23,,-0.2,41.23,-1,146.67,737.0
13/07/2016 03:00:00,0.37,24.62,25.43,284.75,17.25,27.15,-1,42.33,88.17,,4.0,25.43,58.17,8.97,,-0.2,15.58,-1,156.09,737.0
13/07/2016 04:00:00,0.32,23.18,25.28,290.0,17.08,33.12,-1,52.98,88.0,,4.84,25.28,59.67,5.87,,-0.2,24.36,-1,112.17,737.0
13/07/2016 05:00:00,0.34,23.84,25.38,192.0,21.42,37.67,-1,57.88,88.0,-1,5.59,25.38,35.83,5.13,,-0.2,27.51,-1,83.83,737.0
13/07/2016 06:00:00,1.03,28.89,26.26,155.58,51.08,36.68,-1,63.18,86.42,-1,9.06,26.26,25.2,5.41,,-0.2,28.06,-1,65.83,737.0
13/07/2016 07:00:00,1.59,33.45,28.09,137.58,188.08,35.16,-1,50.18,79.67,-1,10.78,28.09,27.0,5.34,6.93,-0.17,15.63,-1,77.64,737.0
13/07/2016 08:00:00,2.19,32.27,29.9,123.5,295.42,26.93,-1,39.83,71.58,-1,9.18,29.9,27.5,-1,7.05,-0.18,8.78,-1,63.83,737.0
13/07/2016 09:00:00,2.3,26.25,30.52,127.08,286.08,23.71,-1,29.45,68.25,-1,8.11,30.52,28.36,-1,10.5,-0.16,5.16,-1,49.45,736.42
13/07/2016 10:00:00,2.61,22.35,33.05,126.25,386.42,19.04,-1,24.72,59.58,-1,7.85,33.05,20.0,-1,13.47,-0.15,4.17,-1,53.17,736.0
13/07/2016 11:00:00,1.63,24.58,31.11,156.2,173.0,16.45,-1,26.06,63.4,-1,6.6,31.11,-1,-1,12.95,-0.18,3.74,-1,39.0,736.0
15/07/2016 16:00:00,1.66,13.21,29.82,223.83,165.0,22.61,,12.77,71.17,-1,7.35,,11.83,-1,,,1.4,-1,46.67,737.0
15/07/2016 17:00:00,1.83,13.05,29.43,207.08,120.5,20.97,,13.13,72.0,-1,6.03,,18.0,-1,,,1.76,-1,44.0,737.0
15/07/2016 18:00:00,1.34,16.32,28.67,216.0,59.92,18.48,,16.46,74.83,-1,5.31,,27.18,-1,,,2.06,-1,63.5,737.0
15/07/2016 19:00:00,1.18,22.13,27.79,227.58,17.5,16.77,,21.17,77.42,-1,5.47,,20.17,-1,,,1.71,-1,60.33,737.0
15/07/2016 20:00:00,1.25,22.74,27.21,229.25,17.25,23.23,,22.52,79.83,-1,5.52,,27.17,-1,,,2.33,-1,56.67,737.0
