Time,Anand Vihar/Nitrogen Dioxide(NO2),Anand Vihar/Ambient Temperature(AT),Anand Vihar/Wind Direction(WD),Anand Vihar/Solar Radiation(SR),Anand Vihar/Ammonia(NH3),Anand Vihar/Oxides of Nitrogen(NOx),Anand Vihar/Relative Humidity(RH),Anand Vihar/P Xylene(PXY),Anand Vihar/Sulfur Dioxide(SO2),Anand Vihar/PM2.5(PM2.5),Anand Vihar/Toluene(TOL),Anand Vihar/Temperature(temp),Anand Vihar/Nitric Oxide(NO),Anand Vihar/Benzene(BEN),Anand Vihar/Ozone(O3),Anand Vihar/PM10(PM10),Anand Vihar/Bar Pressure(BP),Anand Vihar/Wind Speed(WS)
23/07/2012 13:00:00,92.16,,,,53.89,124.66,,0.17,8.16,,9.1,,28.27,1.41,63.07,,,
23/07/2012 14:00:00,67.29,,,,55.0,75.34,,0.38,8.31,,19.13,,9.52,1.48,81.84,,,
23/07/2012 15:00:00,82.61,,,,59.55,91.05,,0.18,9.09,,13.54,,10.67,1.03,136.93,,,
23/07/2012 16:00:00,130.1,,,,75.81,140.36,,0.29,8.95,,24.88,,14.65,1.41,106.93,,,
23/07/2012 17:00:00,117.39,,,,131.29,128.56,,0.26,9.23,,21.68,,14.55,1.64,53.55,,,
23/07/2012 18:00:00,110.15,,,,81.0,127.14,,0.21,11.93,,12.48,,18.28,1.43,43.68,,,
23/07/2012 19:00:00,98.28,,,,77.26,118.85,,0.37,13.18,,29.72,,20.16,1.66,38.16,,,
23/07/2012 20:00:00,91.81,,,,56.39,131.30,,0.28,10.44,,16.57,,33.22,1.5,67.62,,,
23/07/2012 21:00:00,88.04,,,,51.08,110.80,,0.1,8.93,,7.22,,21.12,1.25,76.11,,,
23/07/2012 22:00:00,124.57,,,,70.73,139.30,,0.19,9.26,,9.85,,17.50,1.67,90.67,,,
23/07/2012 23:00:00,83.73,,,,70.14,90.71,,0.1,11.03,,6.0,,9.71,0.97,90.75,,,
24/07/2012 00:00:00,67.12,,,,92.55,69.73,,0.1,7.14,,5.47,,5.63,0.93,42.56,,,
24/07/2012 01:00:00,63.98,,,,87.27,64.83,,0.1,11.92,,5.15,,4.23,0.99,36.55,,,
24/07/2012 02:00:00,78.92,,,,79.22,96.00,,0.26,15.97,,5.98,,16.58,1.0,20.72,,,
24/07/2012 03:00:00,63.73,,,,78.38,67.80,,0.19,11.13,,5.25,,6.48,0.92,20.84,,,
24/07/2012 04:00:00,54.76,,,,63.23,60.93,,0.1,5.47,,5.01,,7.46,0.88,40.38,,,
24/07/2012 05:00:00,53.07,,,,58.64,65.75,,,2.77,,5.03,,11.98,0.76,109.12,,,
24/07/2012 06:00:00,48.34,,,,64.72,69.66,,0.1,3.73,,5.76,,17.84,0.87,67.64,,,
24/07/2012 07:00:00,53.56,,,,67.67,86.04,,0.1,2.43,,6.67,,26.05,1.15,109.26,,,
24/07/2012 08:00:00,90.44,,,,120.45,112.27,,0.12,3.67,,7.15,,20.61,1.37,28.87,,,
24/07/2012 09:00:00,162.32,,,,91.4,257.09,,0.35,,,10.0,,76.31,1.74,29.89,,,
24/07/2012 10:00:00,102.98,,,,83.11,266.87,,0.24,15.24,,6.57,,122.55,1.44,27.69,,,
24/07/2012 11:00:00,77.35,,,,81.31,142.43,,0.18,13.28,,5.98,,50.52,1.16,88.84,,,
24/07/2012 12:00:00,59.83,,,,53.82,124.74,,0.13,10.34,,6.17,,49.43,1.03,117.03,,,
24/07/2012 13:00:00,52.34,,,,45.88,84.46,,0.1,10.4,,6.48,,25.78,0.78,289.83,,,
24/07/2012 21:00:00,111.78,,,,89.84,116.86,,2.36,,,39.68,,9.90,4.58,55.27,,,
24/07/2012 22:00:00,139.93,,,,106.1,139.24,,0.98,,,28.03,27.9,7.43,2.53,71.39,,,
24/07/2012 23:00:00,64.9,,,,92.38,64.41,,0.58,,,20.86,27.48,3.33,2.49,43.30,,,
25/07/2012 00:00:00,45.5,,,,89.75,44.97,,0.79,6.56,,25.49,26.96,2.21,2.6,53.37,,,
25/07/2012 01:00:00,42.02,,,,83.5,40.38,,0.18,9.83,,6.76,26.41,1.25,0.83,41.07,,,
25/07/2012 02:00:00,44.16,,,,80.22,41.02,,0.15,56.13,,10.52,25.85,0.59,0.62,39.24,,,
25/07/2012 03:00:00,41.13,,,,77.93,39.71,,0.1,10.99,,6.11,25.26,1.31,0.65,43.00,,,
25/07/2012 04:00:00,65.18,,,,58.61,68.70,,,58.33,,17.78,25.68,6.19,0.58,46.07,,,
25/07/2012 05:00:00,57.98,,,,57.7,63.44,,0.27,8.41,,9.14,25.25,7.16,0.85,33.21,,,
25/07/2012 06:00:00,38.69,,,,55.46,41.09,,,9.05,,17.29,25.13,3.88,1.7,42.45,,,
25/07/2012 07:00:00,45.98,,,,52.73,52.65,,0.23,7.85,,17.43,26.07,7.35,1.91,28.32,,,
25/07/2012 08:00:00,46.25,,,,63.7,56.69,,0.22,11.47,,18.28,27.41,10.02,2.49,30.82,,,
25/07/2012 09:00:00,51.89,,,,62.21,63.14,,0.29,91.82,,22.75,28.19,10.90,3.19,35.21,,,
25/07/2012 10:00:00,56.23,,,,57.32,64.68,,0.48,169.97,,23.66,29.15,9.18,3.54,42.73,,,
25/07/2012 11:00:00,70.17,,,,55.22,94.43,,0.75,21.22,,53.06,27.83,21.18,4.77,48.54,,,
25/07/2012 12:00:00,63.4,,,,42.2,84.57,,0.66,6.56,,36.35,28.81,18.60,4.48,48.54,,,
25/07/2012 13:00:00,77.0,,,,41.85,100.01,,0.49,10.95,,45.47,30.07,20.70,3.61,60.30,,,
25/07/2012 14:00:00,63.91,,,,40.22,76.43,,0.46,8.31,,40.87,30.16,12.48,3.56,55.35,,,
25/07/2012 15:00:00,72.95,,,,40.17,86.73,,0.43,5.7,,59.32,29.82,13.89,2.78,68.79,,,
25/07/2012 16:00:00,88.39,,,,45.23,130.56,,0.51,10.25,,36.95,30.69,34.95,2.38,21.43,,,
25/07/2012 17:00:00,83.72,,,,42.72,105.89,,0.1,11.77,,16.87,30.06,20.44,0.93,41.91,,,
25/07/2012 18:00:00,73.33,,,,43.33,93.36,,0.22,9.36,,30.93,29.08,18.31,1.47,31.03,,,
25/07/2012 19:00:00,64.37,,,,42.28,78.89,,0.34,123.08,,50.87,28.48,13.93,1.67,36.90,,,
25/07/2012 20:00:00,70.15,,,,37.94,94.36,,2.01,176.31,,156.93,27.82,21.16,5.91,55.44,,,
25/07/2012 21:00:00,58.56,,,,40.26,74.71,,1.17,172.37,,154.63,26.73,14.76,4.75,52.11,,,
25/07/2012 22:00:00,64.6,,,,43.05,79.88,,0.41,87.38,,113.33,26.27,14.47,3.86,54.40,,,
25/07/2012 23:00:00,56.63,,,,46.12,62.67,,0.26,5.7,,70.93,26.12,7.49,2.98,31.62,,,
26/07/2012 00:00:00,58.23,,,,56.39,61.82,,0.22,7.63,,26.11,25.87,5.84,2.38,29.51,,,
26/07/2012 01:00:00,48.03,,,,57.72,51.52,,0.23,54.52,,44.93,25.72,5.20,2.69,29.03,,,
26/07/2012 02:00:00,74.86,,,,51.24,87.72,,0.3,174.37,,60.52,25.62,13.36,2.99,21.96,,,
26/07/2012 03:00:00,50.89,,,,47.4,56.93,,0.26,170.62,,207.78,25.55,7.16,3.68,23.06,,,
26/07/2012 04:00:00,42.02,,,,39.57,45.57,,0.15,6.95,,157.82,25.58,4.90,3.37,40.70,,,
26/07/2012 05:00:00,40.28,,,,38.94,47.50,,,6.7,,111.47,25.7,7.41,2.94,50.87,,,
26/07/2012 06:00:00,43.73,,,,43.92,54.86,,0.2,6.73,,85.82,25.78,10.37,3.14,50.16,,,
26/07/2012 07:00:00,49.87,,,,45.7,74.78,,0.23,6.76,,58.17,26.06,20.51,3.9,30.72,,,
26/07/2012 08:00:00,68.43,,,,55.4,117.56,,0.16,8.45,,61.02,26.19,38.70,2.32,38.45,,,
26/07/2012 09:00:00,78.49,,,,50.15,150.11,,0.28,127.61,,40.99,26.53,55.21,2.73,20.85,,,
26/07/2012 10:00:00,71.17,,,,45.79,113.28,,0.25,211.18,,44.73,27.41,33.90,3.26,21.16,,,
26/07/2012 11:00:00,62.77,,,,41.33,86.52,,0.32,201.35,,66.47,28.38,20.38,2.82,50.56,,,
26/07/2012 12:00:00,59.17,,,,33.91,80.31,,0.4,177.13,,70.67,30.26,18.34,2.4,51.90,,,
26/07/2012 13:00:00,66.02,,,,34.71,82.77,,0.55,173.5,,27.32,31.23,15.62,2.14,99.62,,,
26/07/2012 14:00:00,60.02,,,,41.34,78.77,,0.4,172.11,,27.5,30.84,16.68,2.0,61.73,,,
26/07/2012 15:00:00,68.43,,,,42.42,91.07,,0.64,172.4,,41.94,31.18,19.97,1.97,46.60,,,
26/07/2012 16:00:00,65.82,,,,57.26,90.77,,0.74,174.99,,36.9,31.28,21.37,1.94,31.40,,,
26/07/2012 17:00:00,83.48,,,,52.58,114.68,,0.47,106.29,,29.82,29.84,26.87,1.38,32.83,,,
26/07/2012 18:00:00,87.21,,,,47.05,118.51,,0.47,8.33,,26.93,29.27,27.14,1.75,25.67,,,
26/07/2012 19:00:00,92.28,,,,45.21,145.47,,1.22,13.5,,66.31,28.83,42.94,3.58,18.55,,,
26/07/2012 20:00:00,80.41,,,,40.18,103.23,,1.24,7.47,,75.14,28.6,20.74,6.02,39.55,,,
26/07/2012 21:00:00,91.69,,,,40.48,127.38,,1.18,5.58,,80.24,28.62,30.48,5.88,67.85,,,
26/07/2012 22:00:00,81.97,,,,43.6,116.81,,0.6,5.95,,39.16,28.34,29.33,4.67,81.74,,,
26/07/2012 23:00:00,68.16,,,,48.1,83.49,,0.52,,,28.02,27.84,14.74,4.23,79.60,,,
27/07/2012 00:00:00,77.34,,,,63.11,104.98,,0.4,10.3,,24.23,27.89,23.97,3.56,15.18,,,
27/07/2012 01:00:00,67.48,,,,65.02,112.30,,0.86,14.45,,57.02,27.15,35.58,4.64,25.60,,,
27/07/2012 02:00:00,58.91,,,,61.82,80.23,,2.99,243.68,,52.93,26.76,18.45,4.73,15.30,,,
27/07/2012 03:00:00,59.46,,,,63.95,81.63,,1.08,240.58,,23.97,26.43,19.07,2.57,17.05,,,
27/07/2012 04:00:00,54.23,,,,54.7,109.96,,0.98,208.67,,31.07,26.45,42.59,2.56,41.67,,,
27/07/2012 05:00:00,64.51,,,,51.32,157.57,,0.93,200.81,,113.96,26.63,69.65,4.81,71.40,,,
27/07/2012 06:00:00,53.37,,,,56.38,104.07,,0.72,199.64,,125.67,26.99,38.96,4.46,50.34,,,
27/07/2012 07:00:00,54.64,,,,69.32,76.29,,0.32,59.46,,75.58,28.04,18.44,4.11,82.06,,,
27/07/2012 08:00:00,54.5,,,,99.44,71.34,,0.36,10.78,,31.0,29.04,15.03,5.16,22.03,,,
27/07/2012 09:00:00,51.43,,,,84.84,59.90,,0.36,13.58,,23.7,31.67,8.93,4.06,33.12,,,
27/07/2012 10:00:00,40.04,,,,73.58,43.40,,0.42,217.18,,31.32,31.93,4.63,4.25,58.17,,,
27/07/2012 11:00:00,43.47,,,,64.38,48.98,,0.37,12.43,,23.99,32.93,6.35,3.58,53.59,,,
27/07/2012 12:00:00,32.73,,,,46.39,35.86,,0.25,4.4,,19.39,34.97,4.06,2.84,60.74,,,
27/07/2012 13:00:00,77.21,,,,37.23,185.18,,0.17,2.28,,10.34,33.98,80.88,1.33,179.55,,,
27/07/2012 14:00:00,92.68,,,,33.25,244.62,,0.2,2.84,,7.0,32.93,112.92,1.28,50.08,,,
29/07/2012 17:00:00,74.17,,,,68.43,79.40,,0.67,155.27,,19.07,29.33,7.90,1.8,40.53,,,
29/07/2012 18:00:00,70.18,,,,71.21,89.19,,1.26,152.85,,40.18,28.38,17.45,4.13,34.09,,,
29/07/2012 19:00:00,87.62,,,,75.34,132.86,,1.69,152.97,,37.87,27.42,37.05,5.2,16.83,,,
29/07/2012 20:00:00,62.82,,,,57.41,82.92,,1.79,148.22,,32.57,26.93,17.82,5.84,60.70,,,
29/07/2012 21:00:00,65.42,,,,67.46,97.88,,1.1,145.56,,26.11,26.78,26.70,4.98,124.82,,,
29/07/2012 22:00:00,70.59,,,,83.49,113.28,,0.48,146.42,,14.19,26.8,34.27,2.57,75.62,,,
29/07/2012 23:00:00,66.83,,,,95.52,86.93,,0.54,147.32,,20.54,26.71,18.05,2.53,78.84,,,
30/07/2012 00:00:00,50.76,,,,134.48,54.18,,0.23,13.87,,11.92,26.41,5.28,1.97,33.67,,,
30/07/2012 01:00:00,56.68,,,,120.92,66.72,,0.33,14.37,,10.92,26.23,10.35,1.8,23.68,,,
30/07/2012 02:00:00,46.07,,,,104.88,52.26,,0.23,18.02,,9.77,26.07,6.99,1.63,21.39,,,
30/07/2012 03:00:00,70.19,,,,101.23,109.02,,0.19,14.32,,11.48,25.9,31.49,1.61,22.39,,,
30/07/2012 04:00:00,59.94,,,,76.53,118.41,,0.27,5.97,,12.42,25.72,44.86,1.65,55.68,,,
30/07/2012 05:00:00,64.9,,,,76.38,203.13,,0.3,,,38.45,25.9,101.67,1.83,117.84,,,
30/07/2012 06:00:00,62.08,,,,83.58,279.89,,0.32,,,52.85,26.29,157.94,2.42,106.53,,,
30/07/2012 07:00:00,68.11,,,,95.9,221.43,,0.48,,,38.06,26.2,112.55,3.0,125.93,,,
30/07/2012 08:00:00,68.76,,,,159.33,185.65,,0.33,4.92,,17.2,25.72,86.78,2.88,45.76,,,
30/07/2012 09:00:00,67.16,,,,119.72,203.92,,0.27,9.85,,12.79,25.59,100.77,2.67,37.75,,,
30/07/2012 10:00:00,80.97,,,,99.27,212.39,,0.45,7.93,,13.04,25.41,97.76,2.8,47.88,,,
30/07/2012 11:00:00,73.98,,,,90.39,172.48,,0.37,9.4,,24.46,25.63,74.02,2.46,33.66,,,
30/07/2012 12:00:00,73.27,,,,58.53,154.97,,0.33,1.2,,26.73,26.19,62.08,2.21,65.08,,,
30/07/2012 13:00:00,73.53,,,,59.93,130.42,,0.34,,,16.21,26.52,44.50,1.95,72.07,,,
30/07/2012 14:00:00,76.02,,,,59.12,130.19,,0.28,,,17.12,28.38,42.73,1.93,65.70,,,
30/07/2012 15:00:00,64.98,,,,57.32,89.28,,0.19,,,15.27,29.22,20.93,1.72,72.89,,,
30/07/2012 16:00:00,89.28,,,,83.2,132.24,,0.18,,,13.02,30.94,35.52,1.65,21.31,,,
30/07/2012 17:00:00,93.64,,,,67.75,120.37,,0.33,,,16.43,29.4,24.24,2.11,36.56,,,
30/07/2012 18:00:00,98.38,,,,55.95,155.03,,0.31,,,18.24,28.66,45.71,2.21,17.80,,,
30/07/2012 19:00:00,101.07,,,,49.12,196.12,,0.74,,,23.88,28.33,73.08,2.66,17.54,,,
30/07/2012 20:00:00,99.52,,,,38.55,201.23,,0.87,,,21.62,28.03,77.76,3.32,44.22,,,
30/07/2012 21:00:00,79.77,,,,40.39,146.66,,0.8,,,19.95,27.77,51.97,2.98,62.76,,,
30/07/2012 22:00:00,75.23,,,,47.38,159.58,,0.69,,,18.19,27.5,64.07,2.7,106.67,,,
30/07/2012 23:00:00,76.47,,,,50.69,149.61,,0.43,,,21.96,27.24,56.18,2.73,93.76,,,
31/07/2012 00:00:00,81.15,,,,92.45,155.38,,0.36,3.3,,13.02,26.98,57.25,2.14,36.05,,,
31/07/2012 01:00:00,72.58,,,,85.02,155.63,,2.73,,,24.21,26.65,63.02,2.82,19.57,,,
31/07/2012 02:00:00,63.69,,,,75.13,102.32,,2.27,,,19.37,26.38,31.01,2.53,34.22,,,
31/07/2012 03:00:00,62.08,,,,84.9,123.58,,1.18,,,21.83,26.5,47.13,2.29,21.40,,,
31/07/2012 04:00:00,57.03,,,,68.02,106.14,,0.34,6.71,,15.44,26.42,38.05,2.01,63.47,,,
31/07/2012 05:00:00,69.83,,,,76.67,216.79,,0.18,7.52,,11.74,26.29,108.22,1.74,85.04,,,
31/07/2012 06:00:00,75.06,,,,100.33,339.44,,0.23,6.44,,12.29,26.2,191.69,3.1,86.52,,,
31/07/2012 07:00:00,88.13,,,,107.72,356.62,,0.25,7.26,,10.92,24.48,195.30,2.17,74.05,,,
31/07/2012 08:00:00,101.93,,,,112.98,442.62,,0.46,10.63,,11.91,24.34,247.29,2.36,38.07,,,
31/07/2012 09:00:00,89.33,,,,85.96,276.74,,0.54,,,13.46,24.19,137.95,2.74,22.93,,,
31/07/2012 10:00:00,66.01,,,,67.82,213.47,,0.5,181.7,,12.66,24.0,108.25,2.19,10.74,,,
31/07/2012 11:00:00,74.38,,,,59.95,323.92,,0.79,173.62,,16.54,24.14,181.51,2.73,32.09,,,
31/07/2012 12:00:00,80.87,,,,47.1,331.49,,0.87,169.51,,32.47,24.41,182.20,3.15,40.27,,,
31/07/2012 16:00:00,177.7,,,,99.2,478.10,,2.8,172.0,,24.3,26.0,223.10,5.5,19.40,,,
31/07/2012 17:00:00,198.72,,,,85.38,439.32,,3.88,169.63,,31.12,26.4,181.78,6.48,17.23,,,
31/07/2012 18:00:00,183.48,,,,81.38,413.78,,4.58,159.03,,37.91,26.24,173.57,6.8,19.63,,,
31/07/2012 19:00:00,136.23,,,,84.08,495.01,,4.47,167.37,,35.4,25.67,262.16,6.16,14.60,,,
31/07/2012 20:00:00,123.44,,,,86.13,462.34,,3.28,167.73,,29.72,25.7,247.25,5.33,29.89,,,
31/07/2012 21:00:00,121.97,,,,92.79,611.76,,3.46,170.27,,30.57,25.43,353.76,5.46,34.97,,,
31/07/2012 22:00:00,112.48,,,,102.51,437.77,,3.87,169.08,,27.42,25.57,237.01,4.75,72.16,,,
31/07/2012 23:00:00,113.21,,,,106.7,488.83,,5.51,168.33,,38.28,25.67,272.68,6.54,64.47,,,
01/08/2012 00:00:00,118.93,,,,147.84,448.19,,6.6,123.5,,37.64,25.58,240.17,6.35,21.41,,,
01/08/2012 01:00:00,128.03,,,,131.7,581.93,,5.19,,,39.14,25.38,329.10,6.11,20.57,,,
01/08/2012 02:00:00,113.22,,,,114.75,382.75,,4.73,,,38.1,25.15,197.49,5.21,16.08,,,
01/08/2012 03:00:00,93.19,,,,93.52,225.21,,4.32,,,47.48,25.06,98.88,4.05,13.76,,,
01/08/2012 04:00:00,85.58,,,,68.98,232.99,,2.5,,,23.28,24.95,109.37,2.83,45.61,,,
01/08/2012 05:00:00,77.27,,,,65.86,336.52,,4.18,,,25.83,24.59,188.18,3.32,71.63,,,
01/08/2012 06:00:00,78.02,,,,78.52,309.73,,5.0,,,24.11,24.54,168.71,3.18,56.05,,,
01/08/2012 07:00:00,103.33,,,,95.83,460.24,,3.7,,,22.2,24.81,258.97,3.15,45.90,,,
01/08/2012 08:00:00,128.64,,,,126.59,853.21,,4.53,6.1,,23.2,24.83,522.32,3.86,56.17,,,
01/08/2012 09:00:00,108.54,,,,127.61,317.01,,5.65,4.35,,27.86,24.19,153.95,4.82,359.20,,,
01/08/2012 10:00:00,120.16,,,,98.74,357.91,,2.18,1.3,,20.72,23.88,175.42,3.45,11.30,,,
01/08/2012 11:00:00,126.58,,,,90.13,285.83,,2.13,,,23.04,24.93,119.99,4.23,56.17,,,
01/08/2012 12:00:00,115.7,,,,68.39,307.76,,3.22,,,39.44,25.9,142.72,4.73,80.80,,,
01/08/2012 13:00:00,116.01,,,,70.5,335.63,,2.88,,,41.79,26.63,162.31,4.57,681.03,,,
01/08/2012 14:00:00,143.46,,,,84.29,399.25,,1.6,,,21.93,26.82,188.53,3.32,568.60,,,
01/08/2012 15:00:00,149.78,,,,86.59,257.07,,3.13,,,29.01,26.98,84.53,5.58,337.60,,,
01/08/2012 16:00:00,164.23,,,,100.96,281.34,,4.66,,,41.6,27.3,92.43,7.54,449.57,,,
01/08/2012 17:00:00,176.53,,,,83.31,301.78,,6.04,,,43.23,27.18,98.82,8.5,"1,317.70",,,
01/08/2012 18:00:00,192.81,,,,78.47,284.26,,5.14,,,41.69,26.95,75.71,6.82,594.90,,,
01/08/2012 19:00:00,198.18,,,,74.9,395.66,,5.87,,,50.88,26.57,151.26,6.91,,,,
01/08/2012 20:00:00,210.07,,,,83.88,390.42,,7.14,,,67.68,26.58,139.84,9.26,,,,
01/08/2012 21:00:00,221.66,,,,124.61,371.31,,9.37,,,66.23,26.68,118.65,9.72,,,,
01/08/2012 22:00:00,170.33,,,,118.03,398.34,,9.82,,,56.22,26.47,171.29,9.07,,,,
01/08/2012 23:00:00,125.97,,,,125.39,402.33,,8.79,,,41.71,26.28,203.06,6.57,,,,
02/08/2012 00:00:00,127.47,,,,161.07,486.40,,10.07,0.8,,35.87,26.17,261.73,5.3,,,,
02/08/2012 09:00:00,136.63,,,,110.81,500.74,,0.4,,,11.29,32.17,265.97,2.39,262.60,,,
02/08/2012 10:00:00,114.69,,,,108.65,433.75,,0.4,,,11.75,33.0,233.10,2.46,,,,
02/08/2012 11:00:00,99.63,,,,106.19,293.70,,0.38,,,11.6,32.76,142.51,2.3,,,,
02/08/2012 12:00:00,81.02,,,,68.97,251.61,,0.46,,,12.33,34.97,125.36,2.5,"1,210.30",,,
02/08/2012 13:00:00,67.13,,,,63.95,182.13,,0.26,,,10.7,35.89,85.51,1.72,"1,953.45",,,
02/08/2012 14:00:00,48.13,,,,68.85,82.78,,0.17,,,9.46,35.27,27.32,1.27,544.30,,,
02/08/2012 15:00:00,58.06,,,,70.9,104.26,,0.4,,,9.49,36.0,36.06,1.23,"1,034.75",,,
02/08/2012 16:00:00,73.18,,,,88.51,97.29,,0.11,,,6.12,34.97,21.23,1.12,860.05,,,
02/08/2012 17:00:00,124.73,,,,84.23,294.09,,0.36,,,7.43,31.05,127.18,1.35,484.70,,,
02/08/2012 18:00:00,91.78,,,,91.96,109.30,,0.53,,,9.47,30.6,17.64,1.67,223.90,,,
02/08/2012 19:00:00,88.04,,,,96.02,109.10,,0.34,,,7.27,29.72,19.91,1.35,606.30,,,
02/08/2012 20:00:00,67.02,,,,67.62,89.58,,0.28,,,7.18,29.53,19.78,1.29,,,,
02/08/2012 21:00:00,54.38,,,,64.54,84.40,,0.49,,,14.52,29.11,24.37,2.38,"1,692.30",,,
02/08/2012 22:00:00,51.85,,,,73.37,143.58,,0.93,0.1,,22.25,29.17,67.98,3.73,"1,567.10",,,
02/08/2012 23:00:00,55.71,,,,89.42,149.26,,0.72,,,16.55,29.21,69.47,2.99,,,,
03/08/2012 00:00:00,161.87,,,,188.42,199.83,,0.33,2.9,,11.18,28.83,36.05,1.78,,,,
03/08/2012 01:00:00,66.9,,,,132.08,120.58,,0.18,4.6,,6.68,28.6,41.85,1.13,,,,
03/08/2012 02:00:00,34.88,,,,97.56,42.96,,0.1,13.68,,4.57,28.56,7.69,0.62,572.40,,,
03/08/2012 03:00:00,33.4,,,,79.35,55.59,,0.1,12.29,,3.92,28.38,17.60,0.43,"1,448.60",,,
03/08/2012 04:00:00,38.84,,,,64.15,121.33,,,3.44,,3.94,27.8,60.73,0.33,,,,
03/08/2012 05:00:00,68.87,,,,50.18,338.31,,,0.3,,3.97,27.45,194.91,0.32,,,,
03/08/2012 06:00:00,85.15,,,,59.29,475.75,,0.1,1.86,,4.31,27.51,282.13,0.5,,,,
03/08/2012 07:00:00,52.38,,,,53.35,313.82,,0.1,1.65,,4.42,27.85,188.23,0.52,"1,386.30",,,
03/08/2012 08:00:00,67.07,,,,65.33,384.21,,0.1,2.07,,4.62,29.15,232.22,0.69,,,,
03/08/2012 09:00:00,67.47,,,,64.68,349.17,,0.13,2.42,,4.98,30.44,204.56,1.0,,,,
03/08/2012 10:00:00,76.19,,,,52.78,332.65,,0.13,1.7,,5.58,32.29,186.17,1.27,,,,
03/08/2012 11:00:00,82.83,,,,55.54,228.81,,0.1,1.0,,5.79,34.32,108.45,1.1,,,,
03/08/2012 12:00:00,88.19,,,,39.82,176.99,,0.15,,,6.21,35.56,67.86,1.18,"1,757.10",,,
03/08/2012 13:00:00,93.0,,,,48.35,180.45,,0.1,,,6.66,36.47,67.23,1.21,,,,
03/08/2012 14:00:00,91.63,,,,47.58,138.52,,0.12,1.0,,7.36,37.17,38.28,1.26,"1,086.45",,,
03/08/2012 15:00:00,85.59,,,,57.28,92.53,,0.12,1.3,,7.23,35.67,9.76,1.11,,,,
03/08/2012 16:00:00,67.95,,,,72.02,69.85,,0.17,0.1,,17.97,33.01,5.20,1.09,,,,
03/08/2012 17:00:00,62.61,,,,63.1,69.27,,0.1,,,7.13,32.68,8.28,0.78,"2,026.60",,,
03/08/2012 18:00:00,60.51,,,,59.93,73.52,,0.15,,,5.7,31.32,12.65,0.88,,,,
03/08/2012 19:00:00,52.81,,,,61.68,59.36,,0.23,,,6.45,30.19,7.63,1.16,,,,
03/08/2012 20:00:00,51.23,,,,54.13,59.22,,0.1,,,5.75,29.54,8.55,0.93,,,,
03/08/2012 21:00:00,53.88,,,,58.51,67.77,,0.1,,,5.8,29.12,12.91,0.95,,,,
03/08/2012 22:00:00,38.32,,,,70.42,41.38,,0.15,0.3,,8.01,28.22,4.33,1.22,,,,
03/08/2012 23:00:00,42.68,,,,75.87,52.31,,0.18,,,11.72,27.56,9.27,1.96,,,,
04/08/2012 00:00:00,52.09,,,,100.4,67.06,,0.18,1.37,,15.78,26.98,13.54,1.09,578.10,,,
04/08/2012 01:00:00,52.9,,,,93.52,74.23,,0.1,,,8.4,26.49,18.12,0.6,,,,
04/08/2012 02:00:00,44.74,,,,76.88,55.23,,0.1,,,6.77,26.01,9.97,0.55,972.70,,,
04/08/2012 03:00:00,38.88,,,,66.99,45.47,,0.12,,,6.42,25.75,6.89,0.6,,,,
04/08/2012 04:00:00,38.16,,,,53.77,48.02,,0.24,8.78,,7.28,25.33,9.15,0.58,367.10,,,
04/08/2012 05:00:00,33.97,,,,54.09,44.16,,0.1,5.24,,8.19,25.34,9.13,0.72,,,,
04/08/2012 06:00:00,36.59,,,,55.26,56.04,,,4.38,,8.26,25.43,15.88,0.78,,,,
04/08/2012 07:00:00,32.33,,,,56.09,57.50,,0.1,5.38,,9.22,26.18,19.69,0.98,,,,
04/08/2012 08:00:00,40.58,,,,67.93,72.66,,0.19,6.27,,10.57,27.08,25.04,1.45,,,,
04/08/2012 09:00:00,38.71,,,,60.48,68.14,,0.16,8.76,,11.58,28.46,23.07,1.65,128.00,,,
04/08/2012 10:00:00,47.48,,,,50.44,71.17,,0.24,8.84,,13.56,29.16,19.49,1.57,727.90,,,
04/08/2012 11:00:00,54.59,,,,47.29,78.84,,0.28,,,16.63,29.23,20.25,1.74,,,,
04/08/2012 12:00:00,52.7,,,,37.57,77.68,,0.23,6.41,,14.43,30.54,20.68,1.67,381.00,,,
04/08/2012 13:00:00,46.49,,,,36.39,61.52,,0.38,5.57,,15.89,31.22,13.28,1.66,,,,
04/08/2012 14:00:00,44.21,,,,41.15,55.14,,0.22,5.63,,13.25,31.05,10.23,1.35,,,,
04/08/2012 15:00:00,41.04,,,,43.47,52.06,,0.17,6.12,,10.47,30.58,10.15,1.12,,,,
04/08/2012 16:00:00,47.29,,,,62.4,60.90,,0.16,7.59,,10.15,29.72,12.32,1.14,,,,
04/08/2012 17:00:00,55.28,,,,54.4,71.67,,0.17,8.62,,9.81,29.45,14.76,1.23,,,,
04/08/2012 18:00:00,65.5,,,,48.26,85.62,,0.21,,,10.78,28.4,17.97,1.3,,,,
04/08/2012 19:00:00,80.56,,,,46.0,113.40,,0.22,,,10.97,27.47,27.84,1.42,28.90,,,
04/08/2012 20:00:00,64.23,,,,36.42,94.99,,0.2,8.37,,15.82,26.86,25.45,1.66,,,,
04/08/2012 21:00:00,54.66,,,,38.21,96.94,,0.23,8.5,,24.57,26.4,33.07,2.13,,,,
04/08/2012 22:00:00,56.6,,,,37.34,108.98,,0.63,7.61,,70.63,26.12,40.33,3.01,"1,345.10",,,
