Time,Anand Vihar/Nitrogen Dioxide(NO2),Anand Vihar/Ambient Temperature(AT),Anand Vihar/Wind Direction(WD),Anand Vihar/Solar Radiation(SR),Anand Vihar/Ammonia(NH3),Anand Vihar/Oxides of Nitrogen(NOx),Anand Vihar/Relative Humidity(RH),Anand Vihar/P Xylene(PXY),Anand Vihar/Sulfur Dioxide(SO2),Anand Vihar/PM2.5(PM2.5),Anand Vihar/Toluene(TOL),Anand Vihar/Temperature(temp),Anand Vihar/Nitric Oxide(NO),Anand Vihar/Benzene(BEN),Anand Vihar/Ozone(O3),Anand Vihar/PM10(PM10),Anand Vihar/Bar Pressure(BP),Anand Vihar/Wind Speed(WS)
14/10/2016 04:00:00,86.24,21.58,244.17,13.08,39.67,344.95,55.33,6.23,21.05,184.83,23.44,,196.23,,9.71,565.17,740.0,0.3
14/10/2016 05:00:00,91.5,21.52,245.0,13.17,45.08,490.72,55.08,4.14,24.01,140.18,18.79,,299.62,,13.58,608.00,740.0,0.3
14/10/2016 06:00:00,108.01,21.88,243.58,154.75,45.2,794.63,55.67,3.87,25.72,154.0,16.7,,511.37,,18.72,768.00,740.0,0.31
14/10/2016 07:00:00,95.62,26.62,251.5,396.25,44.76,536.03,45.58,4.69,23.44,153.83,18.68,,330.06,,21.32,786.67,740.0,0.35
14/10/2016 08:00:00,102.61,31.5,277.67,416.17,39.33,328.72,34.83,5.28,18.72,105.18,20.07,,173.74,,27.65,832.18,740.0,0.59
14/10/2016 09:00:00,128.05,33.33,288.42,425.67,33.6,320.15,31.42,,16.98,75.67,,,150.89,,23.84,619.17,740.0,1.09
14/10/2016 10:00:00,110.38,35.01,273.33,431.67,29.82,302.30,27.33,,22.24,103.83,,,150.60,,27.85,629.33,740.0,1.17
14/10/2016 11:00:00,119.87,35.83,283.75,434.25,23.75,224.63,26.08,,19.49,99.0,,,86.27,,48.13,621.00,740.0,1.34
14/10/2016 12:00:00,103.34,36.85,276.42,431.92,26.43,200.20,24.67,,19.47,78.17,,,79.17,,43.05,572.17,740.0,1.35
14/10/2016 13:00:00,78.18,36.78,275.27,417.27,23.14,127.65,23.82,,17.09,72.36,,,42.45,,60.07,452.64,740.0,1.55
14/10/2016 14:00:00,73.33,36.44,274.25,416.58,23.58,125.42,23.58,,15.08,54.91,,,44.19,,52.51,443.17,740.0,1.45
14/10/2016 15:00:00,80.92,35.3,274.58,377.08,25.93,159.07,24.25,,15.5,49.0,,,63.72,,47.63,404.33,740.0,1.47
14/10/2016 16:00:00,87.93,33.64,290.83,314.67,36.65,198.11,26.08,,17.88,45.5,,,87.77,,43.57,368.17,740.0,1.51
14/10/2016 17:00:00,116.95,31.96,289.0,122.0,38.61,309.29,29.0,,21.41,57.5,,,149.97,,33.61,462.00,740.0,0.78
14/10/2016 18:00:00,136.51,30.14,270.33,13.25,37.67,515.51,33.5,,23.78,84.55,,,288.61,,27.26,639.50,740.0,0.42
14/10/2016 19:00:00,138.7,28.74,221.0,13.0,40.18,559.99,37.64,,25.33,126.64,,,319.46,,32.15,702.00,740.0,0.31
14/10/2016 20:00:00,133.97,27.64,176.42,13.08,49.77,512.37,42.17,,26.22,218.17,,,287.85,,28.10,702.00,740.0,0.32
14/10/2016 21:00:00,121.13,27.78,195.58,13.0,49.76,257.53,37.92,,25.56,179.5,,,109.55,,18.11,522.00,740.0,0.53
14/10/2016 22:00:00,111.33,26.97,211.17,13.08,45.68,196.62,37.08,,32.28,136.33,,,71.34,,20.33,516.50,740.0,0.38
14/10/2016 23:00:00,140.62,25.77,226.33,13.08,46.86,443.88,38.33,,32.23,164.5,,,233.26,,21.67,489.00,740.0,0.36
15/10/2016 00:00:00,122.02,24.78,244.92,12.92,42.72,325.44,41.67,,29.11,186.0,,,158.39,,29.09,523.00,740.0,0.32
15/10/2016 01:00:00,95.41,25.43,291.73,13.0,38.79,149.06,40.27,,25.06,133.18,,,46.89,,67.65,639.55,740.0,0.57
15/10/2016 02:00:00,86.82,25.15,289.42,13.0,38.2,148.53,41.17,,25.57,139.67,,,52.15,,71.60,389.50,740.0,0.5
15/10/2016 03:00:00,95.31,24.1,204.42,13.08,37.83,149.14,44.42,,23.31,125.67,,,47.00,,37.37,367.83,740.0,0.34
15/10/2016 04:00:00,87.0,24.24,220.42,13.0,42.55,141.42,44.0,,26.99,138.83,,,46.90,,25.77,467.83,740.0,0.5
15/10/2016 05:00:00,122.56,23.72,289.92,13.08,43.23,415.33,45.5,,34.97,147.17,,,224.12,,22.82,399.67,740.0,0.39
15/10/2016 06:00:00,136.27,22.68,202.33,138.75,54.43,657.82,50.33,,31.23,198.83,,,392.78,,24.14,788.00,740.0,0.3
15/10/2016 07:00:00,142.71,26.35,250.09,390.0,51.66,657.00,44.82,,33.57,225.27,,,388.16,,28.90,788.00,740.0,0.36
15/10/2016 08:00:00,133.38,29.06,268.58,415.92,48.85,548.89,42.33,,26.52,207.33,,,315.18,,33.14,788.00,740.0,0.58
15/10/2016 09:00:00,144.89,31.1,256.5,425.67,43.75,310.32,39.42,,18.75,179.67,,,132.68,,29.40,898.00,740.0,0.64
15/10/2016 10:00:00,174.58,33.36,271.42,428.25,40.54,270.14,35.5,,24.74,184.67,,,84.42,,45.82,880.17,740.0,0.62
15/10/2016 11:00:00,168.22,35.1,263.5,428.67,41.6,245.66,31.33,,22.58,191.83,,,70.05,,83.77,764.67,740.0,0.87
15/10/2016 12:00:00,165.29,35.52,279.27,431.27,29.75,337.02,28.73,,23.52,183.55,,,138.90,,88.55,629.36,740.0,1.15
15/10/2016 13:00:00,106.11,34.99,266.08,424.25,30.33,133.15,28.17,,17.26,155.67,,,27.92,,130.28,577.17,740.0,1.5
15/10/2016 14:00:00,115.83,35.08,251.25,420.0,32.28,170.05,26.83,,17.35,133.17,,,49.23,,105.15,478.83,740.0,1.31
15/10/2016 15:00:00,102.42,33.92,284.25,387.08,29.68,149.31,27.42,,15.37,102.83,,,42.63,,108.68,385.00,740.0,1.57
15/10/2016 16:00:00,128.26,32.76,275.0,337.0,43.21,212.33,28.83,,20.61,94.5,,,71.92,,65.51,393.67,740.0,1.21
15/10/2016 17:00:00,140.75,31.19,287.0,133.58,39.24,291.88,31.08,,22.15,86.33,,,121.79,,53.87,429.33,740.0,0.97
15/10/2016 18:00:00,157.68,29.54,295.92,13.08,43.7,450.42,34.17,,26.53,117.82,,,227.03,,27.41,679.17,740.0,0.42
15/10/2016 19:00:00,175.64,28.37,280.67,13.0,41.06,644.18,37.5,,27.48,170.83,,,357.03,,23.00,870.00,740.0,0.32
15/10/2016 20:00:00,167.83,27.83,280.25,13.0,52.76,598.88,39.17,,32.18,211.33,,,329.18,,17.26,981.00,740.0,0.39
15/10/2016 21:00:00,163.92,26.92,264.25,13.0,46.43,575.18,40.92,,31.69,202.33,,,314.32,,23.88,981.00,740.0,0.32
15/10/2016 22:00:00,152.05,26.66,277.17,13.0,48.89,500.97,40.17,,28.8,241.33,,,267.57,,22.63,981.00,740.0,0.31
15/10/2016 23:00:00,121.72,25.59,210.0,13.0,48.09,273.05,42.92,,24.23,206.67,,,120.54,,19.38,,740.0,0.32
16/10/2016 00:00:00,92.32,25.17,123.09,13.0,48.72,127.86,44.91,,23.27,214.33,,,33.41,,27.13,508.00,740.0,0.37
16/10/2016 01:00:00,92.5,24.04,91.75,13.0,47.51,162.55,49.17,,27.32,195.0,,,58.67,,27.68,527.00,740.0,0.53
16/10/2016 02:00:00,80.99,23.34,77.5,13.0,45.18,137.18,52.17,,24.64,350.5,,,47.63,,27.74,602.33,740.0,0.47
16/10/2016 03:00:00,80.67,22.88,74.92,13.0,46.25,177.90,55.08,,20.07,268.83,,,77.64,,29.77,492.17,740.0,0.41
16/10/2016 04:00:00,109.5,21.92,158.67,13.08,47.19,525.73,58.5,,25.57,239.18,,,313.48,,26.38,515.50,740.0,0.32
16/10/2016 05:00:00,119.23,21.6,229.17,13.17,56.32,594.06,58.67,,29.63,312.33,,,357.13,,21.72,928.00,740.0,0.3
16/10/2016 06:00:00,114.85,21.6,247.09,156.27,51.05,615.47,58.18,,28.33,305.0,,,375.77,,23.43,1.00,740.0,0.35
16/10/2016 07:00:00,104.19,25.85,246.92,399.17,49.15,432.58,48.08,,27.72,207.67,,,248.78,,23.03,942.00,740.0,0.39
16/10/2016 08:00:00,113.49,30.16,262.33,420.75,50.93,342.93,39.42,,21.41,160.33,,,177.13,,27.04,920.83,740.0,0.43
16/10/2016 09:00:00,124.01,32.43,261.67,429.67,46.57,322.27,35.58,,17.73,113.33,,,155.04,,25.82,813.83,740.0,0.76
16/10/2016 10:00:00,148.32,34.52,259.08,432.75,41.34,251.90,31.67,,21.3,142.83,,,88.14,,42.11,778.33,740.0,0.9
16/10/2016 11:00:00,131.88,36.01,272.08,433.42,36.02,186.11,26.75,,21.41,130.33,,,50.25,,88.94,601.67,740.0,0.88
16/10/2016 12:00:00,107.06,36.67,242.42,431.58,26.53,153.45,23.42,,26.85,117.0,,,42.38,,114.69,456.17,740.0,0.94
16/10/2016 13:00:00,91.61,36.41,258.67,420.17,26.02,135.37,21.92,,23.03,88.5,,,39.39,,103.33,429.67,740.0,1.43
16/10/2016 14:00:00,84.61,35.88,265.0,418.92,24.91,147.78,21.08,,22.83,67.73,,,52.87,,94.42,380.83,740.0,1.4
16/10/2016 15:00:00,77.1,34.73,255.42,373.83,23.01,146.31,21.0,,18.88,50.83,,,56.83,,79.21,319.64,740.0,1.37
16/10/2016 16:00:00,87.17,33.14,273.33,322.58,38.39,190.47,23.17,,19.07,42.33,,,82.55,,56.80,332.33,740.0,1.46
16/10/2016 17:00:00,110.44,31.35,244.25,113.83,36.98,226.67,27.33,,21.08,56.36,,,94.03,,37.27,404.00,740.0,0.7
16/10/2016 18:00:00,119.78,29.49,133.58,13.0,43.29,198.02,31.5,,25.37,72.0,,,66.85,,25.40,434.83,740.0,0.41
16/10/2016 19:00:00,124.56,28.36,111.17,13.0,48.23,264.52,36.0,,34.35,115.17,,,112.43,,29.23,648.67,740.0,0.35
16/10/2016 20:00:00,123.64,27.78,97.67,13.0,48.73,282.64,37.33,,38.99,212.5,,,126.29,,24.68,933.83,740.0,0.39
16/10/2016 21:00:00,118.81,27.38,84.75,12.83,44.72,261.94,35.75,,44.71,243.17,,,114.32,,22.48,868.00,740.0,0.46
16/10/2016 22:00:00,133.13,25.94,102.08,12.83,48.15,651.79,40.42,,51.66,235.09,,,390.43,,28.51,840.91,740.0,0.31
16/10/2016 23:00:00,138.51,24.81,172.83,12.83,46.09,706.92,43.67,,38.26,257.09,,,427.33,,34.04,719.00,740.0,0.3
17/10/2016 00:00:00,84.56,25.45,152.42,12.92,45.86,135.97,38.0,,21.67,301.6,,,44.41,,32.29,655.33,740.0,0.34
17/10/2016 01:00:00,86.21,23.53,154.0,12.92,45.14,304.52,45.67,,18.01,185.17,,,166.74,,30.22,399.36,740.0,0.3
17/10/2016 02:00:00,97.83,22.64,163.75,12.67,45.93,569.73,50.92,,21.52,258.83,,,353.33,,34.28,680.00,740.0,0.3
17/10/2016 03:00:00,89.13,22.38,150.83,12.75,47.32,448.20,51.67,,17.7,294.5,,,269.99,,30.77,684.00,740.0,0.3
17/10/2016 04:00:00,87.69,22.03,222.83,13.0,51.47,434.00,52.83,,18.08,271.5,,,260.52,,76.64,702.00,740.0,0.31
17/10/2016 05:00:00,77.02,21.58,249.27,13.0,61.74,409.81,57.55,,19.5,238.18,,,250.02,,40.83,708.00,740.0,0.34
17/10/2016 06:00:00,82.01,21.72,219.42,137.33,59.39,458.65,57.0,,22.79,209.45,,,280.77,,37.24,733.33,740.0,0.31
17/10/2016 07:00:00,84.91,25.97,238.83,394.08,58.68,419.39,48.67,,23.9,192.0,,,251.68,,24.27,742.83,740.0,0.31
17/10/2016 08:00:00,106.45,30.48,257.5,417.5,49.16,402.94,38.92,,19.26,155.91,,,225.42,,30.75,819.83,740.0,0.48
17/10/2016 09:00:00,118.25,32.03,281.17,427.5,48.42,275.35,34.83,,15.12,119.18,,,124.43,,25.34,742.17,740.0,0.93
17/10/2016 10:00:00,130.7,34.09,280.73,431.36,37.85,223.30,30.91,,27.25,142.4,,,78.60,,36.54,659.45,740.0,0.96
17/10/2016 11:00:00,126.06,35.63,276.33,431.75,37.24,206.52,26.0,,30.36,158.0,,,69.00,,60.85,655.50,740.0,1.02
17/10/2016 12:00:00,100.75,36.26,262.75,430.5,27.68,166.48,21.25,,30.42,142.0,,,56.39,,100.64,595.00,740.0,1.21
17/10/2016 13:00:00,94.13,36.11,267.33,419.17,28.05,172.17,19.33,,27.75,109.27,,,64.67,,101.14,519.00,740.0,1.28
17/10/2016 14:00:00,78.86,35.48,261.75,417.58,30.8,127.96,19.17,,25.17,80.0,,,41.93,,104.86,341.00,740.0,1.38
17/10/2016 15:00:00,87.62,34.1,272.08,374.25,29.85,156.19,20.75,,25.46,70.5,,,57.17,,86.57,358.33,740.0,1.29
17/10/2016 16:00:00,97.93,32.74,286.17,331.33,36.28,239.25,21.75,,24.81,70.82,,,111.28,,80.07,382.09,740.0,1.38
17/10/2016 17:00:00,112.25,31.05,259.33,118.75,35.47,269.82,26.58,,25.75,65.5,,,124.32,,45.73,401.17,740.0,0.63
17/10/2016 18:00:00,131.41,28.78,257.42,12.92,42.84,457.14,32.5,,29.17,98.83,,,249.32,,26.48,808.67,740.0,0.37
17/10/2016 19:00:00,129.21,26.89,209.08,13.0,47.13,540.99,38.42,,28.75,161.67,,,311.78,,28.35,917.00,740.0,0.3
17/10/2016 20:00:00,129.3,25.69,158.17,13.0,53.19,670.82,42.83,,32.45,211.83,,,406.88,,28.94,,740.0,0.3
17/10/2016 21:00:00,156.36,25.09,200.5,12.83,59.92,929.39,44.5,,36.8,255.67,,,578.59,,30.84,,740.0,0.3
17/10/2016 22:00:00,127.96,25.35,179.27,13.09,57.17,505.20,42.55,,30.16,294.67,,,286.52,,25.50,,740.0,0.3
17/10/2016 23:00:00,110.43,25.22,182.33,12.83,58.68,311.71,42.42,,28.87,248.36,,,156.13,,25.50,,740.0,0.31
18/10/2016 00:00:00,84.88,25.41,83.67,12.5,50.73,113.08,41.42,,26.18,234.36,,,27.43,,29.82,560.00,740.0,0.45
18/10/2016 01:00:00,84.45,24.22,132.17,12.5,49.24,181.53,45.42,,25.98,172.83,,,77.81,,26.87,556.00,740.0,0.35
18/10/2016 02:00:00,92.01,23.04,208.92,12.67,49.66,297.70,49.58,,20.18,213.83,,,157.90,,39.50,569.50,740.0,0.3
18/10/2016 03:00:00,98.32,22.26,216.83,12.75,52.28,386.64,53.5,,19.18,248.33,,,219.02,,41.23,737.00,740.0,0.32
18/10/2016 04:00:00,86.4,21.45,257.55,12.73,56.33,332.35,57.45,,19.27,456.83,,,187.01,,29.85,776.00,740.0,0.31
18/10/2016 05:00:00,77.8,21.06,253.08,12.75,59.42,368.24,57.25,,20.54,239.55,,,218.92,,19.84,755.00,740.0,0.32
18/10/2016 06:00:00,87.27,21.01,237.17,124.75,61.03,532.15,56.17,,22.56,225.55,,,332.70,,19.17,650.00,740.0,0.31
18/10/2016 07:00:00,88.85,24.93,255.0,389.92,60.65,482.13,48.5,,24.13,187.27,,,295.03,,21.74,963.00,740.0,0.31
18/10/2016 08:00:00,95.54,29.33,269.33,416.25,52.46,367.21,40.0,,19.04,156.73,,,206.58,,31.24,943.50,740.0,0.52
18/10/2016 09:00:00,107.22,31.34,282.92,427.58,50.6,249.20,35.08,,15.22,123.8,,,112.48,,23.50,834.80,740.0,1.19
18/10/2016 10:00:00,115.0,33.19,281.08,431.75,37.62,208.28,31.5,,20.84,154.67,,,78.76,,39.17,756.17,740.0,1.19
18/10/2016 11:00:00,127.12,34.73,275.25,431.67,39.48,181.53,28.5,,19.05,138.17,,,50.38,,75.41,604.82,740.0,1.18
18/10/2016 12:00:00,94.85,35.23,260.42,430.83,32.34,132.36,26.92,,23.33,157.83,,,34.98,,125.32,661.50,740.0,1.28
18/10/2016 13:00:00,76.87,35.41,265.75,418.5,29.71,109.12,25.08,,19.8,122.17,,,29.76,,116.21,511.83,740.0,1.4
18/10/2016 14:00:00,74.9,35.5,270.08,416.33,29.13,127.18,22.83,,19.44,94.67,,,44.20,,99.08,354.67,740.0,1.34
18/10/2016 15:00:00,76.96,34.04,274.83,374.42,27.09,118.42,23.67,,18.25,76.36,,,36.50,,103.66,373.00,740.0,1.48
18/10/2016 16:00:00,105.69,32.57,290.83,329.5,44.84,223.28,27.0,,21.97,71.67,,,94.23,,79.08,389.67,740.0,1.41
18/10/2016 17:00:00,133.76,30.77,287.67,105.92,49.67,346.17,30.75,,26.75,91.33,,,166.05,,36.99,503.83,740.0,0.83
18/10/2016 18:00:00,135.92,28.87,211.42,12.75,52.48,423.97,35.75,,24.67,132.83,,,221.73,,26.43,658.00,740.0,0.36
18/10/2016 19:00:00,125.56,26.99,292.92,12.75,53.67,499.40,42.75,,20.7,187.33,,,283.82,,28.72,,740.0,0.3
18/10/2016 20:00:00,142.96,25.66,282.75,12.83,62.57,968.25,49.25,,30.97,244.33,,,615.69,,27.17,,740.0,0.3
18/10/2016 21:00:00,148.18,24.92,215.0,12.92,65.89,998.58,52.5,,33.44,396.0,,,634.51,,64.49,,740.0,0.3
18/10/2016 22:00:00,145.45,24.36,148.17,12.83,66.47,"1,112.82",54.08,,36.42,403.0,,,719.87,,190.22,,740.0,0.3
18/10/2016 23:00:00,128.32,24.08,60.17,12.83,62.27,"1,011.40",55.0,,35.6,439.5,,,656.85,,174.90,,740.0,0.32
19/10/2016 00:00:00,110.58,23.84,118.25,12.42,56.13,800.13,53.33,,17.46,420.83,,,513.76,,92.92,,740.0,0.41
19/10/2016 01:00:00,82.16,24.37,102.08,12.58,48.52,243.28,47.25,,4.72,276.67,,,124.52,,43.85,585.00,740.0,0.68
19/10/2016 02:00:00,75.98,23.2,219.67,12.92,52.02,270.82,51.33,,5.7,255.67,,,148.72,,60.90,642.83,740.0,0.39
19/10/2016 03:00:00,77.29,21.71,252.58,12.92,49.94,271.21,57.08,,4.08,438.67,,,148.16,,44.86,887.33,740.0,0.33
19/10/2016 09:00:00,138.13,32.16,265.67,422.5,59.37,320.36,34.08,,14.86,115.83,,,144.50,,14.66,855.50,740.0,0.78
19/10/2016 10:00:00,125.78,34.47,269.5,426.42,47.1,277.64,29.83,,19.6,118.33,,,122.36,,16.07,580.33,740.0,0.92
19/10/2016 11:00:00,136.58,36.29,253.33,426.67,46.88,338.32,26.75,,18.53,111.5,,,158.63,,16.10,532.83,740.0,0.96
19/10/2016 12:00:00,95.63,36.92,254.83,425.75,37.77,171.78,23.08,,19.48,113.67,,,63.41,,25.88,472.33,740.0,1.07
19/10/2016 13:00:00,94.1,36.59,260.75,413.0,39.84,124.55,21.17,,21.34,85.33,,,29.82,,46.40,399.67,740.0,1.32
19/10/2016 14:00:00,85.74,36.04,254.67,411.92,36.07,158.95,21.0,,20.03,74.4,,,60.55,,36.10,403.73,740.0,1.32
19/10/2016 15:00:00,72.48,34.79,264.83,364.25,30.89,144.59,21.0,,18.21,59.2,,,58.49,,29.60,388.00,740.0,1.34
19/10/2016 16:00:00,75.71,33.24,279.58,309.58,48.49,169.18,23.17,,19.22,43.4,,,74.51,,29.24,309.83,740.0,1.33
19/10/2016 17:00:00,89.72,31.29,191.58,101.5,53.06,183.88,27.0,,22.86,60.78,,,76.12,,17.28,399.83,740.0,0.63
19/10/2016 18:00:00,97.28,29.12,60.58,12.58,54.42,205.19,32.83,,28.58,86.22,,,86.77,,15.11,512.17,740.0,0.38
19/10/2016 19:00:00,102.56,27.93,114.5,12.75,59.05,269.47,37.42,,30.03,133.8,,,130.40,,17.29,877.67,740.0,0.33
19/10/2016 20:00:00,157.57,26.06,143.42,12.58,66.94,"1,193.67",44.58,,44.96,153.0,,,771.31,,17.02,626.00,740.0,0.3
19/10/2016 21:00:00,170.97,25.3,60.67,12.75,71.57,"1,363.23",49.75,,45.3,153.0,,,927.87,,20.10,626.00,740.0,0.3
19/10/2016 22:00:00,173.66,24.47,186.25,12.58,73.59,"1,269.97",52.58,,43.97,153.0,,,898.70,,21.98,626.00,740.0,0.3
19/10/2016 23:00:00,147.56,24.03,212.58,12.83,73.94,"1,065.08",54.33,,37.77,194.17,,,683.49,,23.94,626.00,740.0,0.3
20/10/2016 00:00:00,117.87,23.76,197.92,12.58,70.64,842.57,54.92,,14.02,366.73,,,540.09,,23.37,,740.0,0.3
20/10/2016 01:00:00,110.19,23.13,199.91,12.64,68.65,778.73,56.36,,11.67,217.0,,,498.33,,22.07,,740.0,0.31
20/10/2016 02:00:00,103.61,23.03,216.67,12.83,69.04,603.53,55.0,,8.22,212.09,,,374.32,,23.35,670.00,740.0,0.34
20/10/2016 03:00:00,87.7,22.31,229.08,12.5,74.09,402.21,55.25,,3.55,187.09,,,237.29,,18.33,645.50,740.0,0.32
20/10/2016 04:00:00,84.79,21.57,243.92,12.67,79.11,342.59,54.58,,2.8,174.91,,,195.57,,16.11,532.17,740.0,0.32
20/10/2016 05:00:00,94.02,21.61,218.42,12.67,84.83,509.01,53.0,,5.84,177.91,,,311.32,,12.89,627.67,740.0,0.32
20/10/2016 06:00:00,96.24,21.66,211.25,118.25,85.27,700.16,52.83,,23.83,173.36,,,449.92,,15.94,876.00,740.0,0.3
20/10/2016 07:00:00,97.38,26.18,247.33,385.75,77.75,628.51,45.75,,25.68,170.45,,,396.65,,16.07,876.00,740.0,0.39
20/10/2016 08:00:00,109.23,30.32,279.5,412.0,69.67,434.49,35.67,,22.46,137.8,,,247.49,,17.42,827.00,740.0,0.84
20/10/2016 09:00:00,123.52,32.52,291.08,421.67,59.6,291.52,31.75,,19.01,93.4,,,132.71,,14.34,777.00,740.0,0.98
20/10/2016 10:00:00,99.45,33.69,284.33,430.33,57.3,347.14,27.0,,25.32,103.8,,,203.46,,15.92,542.36,740.0,1.64
20/10/2016 11:00:00,109.67,34.94,282.92,431.92,38.39,373.08,25.0,,27.25,70.78,,,201.43,,18.03,489.91,740.0,1.73
20/10/2016 12:00:00,79.0,35.68,277.0,428.67,44.48,153.17,23.25,,29.17,60.8,,,60.67,,22.48,467.91,740.0,1.67
20/10/2016 13:00:00,74.68,35.83,281.82,418.27,47.97,153.52,22.18,,30.64,74.89,,,63.86,,26.65,537.80,740.0,1.68
20/10/2016 14:00:00,64.4,35.74,283.5,413.08,42.18,127.63,20.67,,22.77,54.4,,,51.51,,30.60,447.91,740.0,1.67
20/10/2016 15:00:00,75.33,34.87,284.33,361.42,43.89,160.57,21.17,,21.46,44.4,,,68.49,,25.04,321.91,740.0,1.45
20/10/2016 16:00:00,80.22,33.37,291.42,297.25,42.09,249.73,21.25,,20.32,44.0,,,130.57,,23.68,343.80,740.0,1.33
20/10/2016 17:00:00,102.14,31.23,268.5,89.5,52.45,453.24,25.25,,23.3,49.09,,,265.45,,13.96,446.73,740.0,0.5
20/10/2016 18:00:00,123.52,28.91,137.42,12.83,70.82,769.92,31.75,,33.58,127.17,,,483.17,,17.95,918.00,740.0,0.32
20/10/2016 19:00:00,155.37,27.32,34.08,12.92,72.29,"1,486.15",39.75,,53.63,235.45,,,986.85,,23.54,918.00,740.0,0.3
20/10/2016 20:00:00,163.64,26.54,209.42,12.83,67.52,"1,558.11",42.0,,50.68,358.0,,,"1,054.72",,22.69,918.00,740.0,0.32
20/10/2016 21:00:00,146.98,25.94,174.75,12.42,68.95,"1,324.55",44.83,,44.34,332.33,,,873.94,,25.64,918.00,740.0,0.36
20/10/2016 22:00:00,144.74,25.08,124.73,12.73,73.19,"1,491.98",49.73,,46.69,256.36,,,998.07,,27.72,918.00,740.0,0.3
20/10/2016 23:00:00,163.74,24.48,169.83,12.5,86.35,"1,616.22",53.58,,49.32,292.5,,,"1,111.84",,30.52,918.00,740.0,0.32
21/10/2016 00:00:00,140.12,23.7,191.83,12.58,77.82,"1,484.63",56.75,,24.06,351.0,,,995.65,,31.30,918.00,740.0,0.3
21/10/2016 01:00:00,138.97,23.26,197.0,12.5,75.51,"1,538.58",59.5,,23.13,343.55,,,"1,035.90",,29.53,918.00,740.0,0.3
21/10/2016 02:00:00,134.3,22.98,232.67,12.75,87.07,"1,556.35",61.67,,24.23,409.45,,,"1,052.00",,38.09,918.00,740.0,0.3
21/10/2016 03:00:00,111.97,22.85,227.92,12.17,84.66,894.24,55.42,,13.58,478.91,,,581.73,,111.07,918.00,740.0,0.3
21/10/2016 04:00:00,91.52,22.56,217.25,12.33,84.11,619.89,47.67,,10.81,540.2,,,394.21,,17.69,796.00,740.0,0.3
21/10/2016 05:00:00,90.27,22.14,222.67,12.75,88.68,580.23,47.33,,12.21,278.5,,,365.72,,6.76,796.00,740.0,0.3
21/10/2016 06:00:00,86.87,22.14,248.25,114.17,84.82,742.32,48.33,,26.63,163.83,,,486.86,,10.48,,740.0,0.31
21/10/2016 07:00:00,92.67,26.58,251.0,382.5,82.13,570.67,41.42,,27.76,150.33,,,357.42,,11.95,,740.0,0.37
21/10/2016 08:00:00,97.61,31.17,270.17,408.17,72.36,369.43,33.42,,21.82,124.0,,,207.10,,15.19,812.00,740.0,0.78
21/10/2016 09:00:00,91.73,32.49,280.5,422.75,63.21,237.21,30.75,,17.68,62.45,,,113.91,,12.68,773.50,740.0,1.6
21/10/2016 10:00:00,71.86,33.58,281.42,432.33,42.5,197.23,28.17,,21.87,75.67,,,97.49,,13.43,574.50,740.0,1.97
21/10/2016 11:00:00,81.09,34.68,281.25,434.33,47.35,276.28,25.92,,19.95,61.33,,,149.35,,13.42,519.33,740.0,2.15
21/10/2016 12:00:00,59.27,35.01,287.83,433.33,46.73,114.85,24.17,0.8,22.08,47.17,10.57,,45.52,,12.61,418.00,740.0,2.19
21/10/2016 13:00:00,56.99,35.45,282.58,418.17,51.57,106.73,24.0,0.93,16.02,45.0,16.53,,40.96,,15.33,463.00,740.0,2.0
21/10/2016 14:00:00,60.57,35.37,282.08,415.33,45.48,136.71,23.5,,14.44,53.83,,,60.50,,15.51,393.50,740.0,1.83
21/10/2016 15:00:00,64.45,34.33,280.67,365.5,45.0,133.78,24.42,,13.84,47.0,,,55.68,,16.79,400.82,740.0,1.85
21/10/2016 16:00:00,75.8,33.05,284.73,307.82,50.2,199.90,25.73,,14.7,44.55,,,96.80,,13.70,322.00,740.0,1.41
21/10/2016 17:00:00,104.15,31.42,284.25,91.0,36.75,415.75,28.33,,27.8,60.83,,,236.45,,12.45,440.50,740.0,0.83
21/10/2016 18:00:00,130.68,29.18,244.08,12.58,29.7,795.75,34.42,,35.27,104.82,,,497.38,,14.74,733.00,740.0,0.34
21/10/2016 19:00:00,152.1,27.49,233.42,12.75,45.7,"1,132.77",39.5,,41.0,208.67,,,730.23,,21.63,733.00,740.0,0.3
21/10/2016 20:00:00,160.58,25.97,218.58,12.75,64.4,"1,250.42",44.67,,42.49,295.33,,,810.87,,22.48,733.00,740.0,0.3
21/10/2016 21:00:00,181.23,25.68,244.5,12.75,70.96,"1,437.89",47.92,,47.93,349.27,,,981.09,,23.49,733.00,740.0,0.3
21/10/2016 22:00:00,156.96,25.35,125.17,12.75,77.41,"1,538.15",51.0,,46.38,298.17,,,"1,026.98",,25.47,733.00,740.0,0.31
21/10/2016 23:00:00,169.58,24.41,159.5,12.5,80.82,"1,516.61",53.5,,47.66,336.0,,,"1,050.09",,24.63,733.00,740.0,0.3
22/10/2016 00:00:00,133.16,24.33,214.08,12.5,64.74,"1,041.13",52.25,,13.63,354.33,,,675.57,,25.61,733.00,740.0,0.3
22/10/2016 01:00:00,127.59,23.64,214.33,12.67,67.17,957.68,55.17,,11.05,271.5,,,617.99,,27.63,733.00,740.0,0.3
22/10/2016 02:00:00,103.86,23.42,224.92,12.5,85.46,789.59,56.25,,8.38,345.33,,,510.41,,75.36,733.00,740.0,0.3
