Time,East Arjun Nagar-Delhi CPCB/Nitrogen Dioxide(NO2),East Arjun Nagar-Delhi CPCB/Toluene(TOLUENE),East Arjun Nagar-Delhi CPCB/Benzene(BENZENE),East Arjun Nagar-Delhi CPCB/Mercury(Hg),East Arjun Nagar-Delhi CPCB/SO2(SO2),East Arjun Nagar-Delhi CPCB/Nitric Oxide(NO),East Arjun Nagar-Delhi CPCB/Ozone(O3),East Arjun Nagar-Delhi CPCB/Xylene(pXy),East Arjun Nagar-Delhi CPCB/Formaldehyde(For)
21/08/2016 10:00:00,21.41,11.42,3.63,2.42,25.02,26.62,26.57,9.39,10.29
21/08/2016 11:00:00,16.31,8.15,3.44,2.63,11.34,15.5,33.98,11.4,12.09
21/08/2016 12:00:00,11.8,9.62,3.77,2.76,7.55,16.19,35.7,10.92,11.88
21/08/2016 13:00:00,11.0,10.23,3.67,2.64,1.7,11.7,45.28,10.51,7.72
21/08/2016 14:00:00,11.55,8.81,3.52,2.56,1.35,10.08,51.47,10.53,6.95
21/08/2016 15:00:00,13.2,9.36,3.63,2.72,1.16,11.92,52.73,12.14,1.32
21/08/2016 16:00:00,14.01,12.4,3.92,2.85,1.72,10.43,49.4,10.02,6.57
21/08/2016 17:00:00,15.65,10.88,3.45,2.43,2.55,14.41,45.5,10.78,5.69
21/08/2016 18:00:00,17.55,9.25,3.35,2.46,2.19,8.84,45.92,10.38,6.25
21/08/2016 19:00:00,17.72,9.76,3.77,2.32,1.02,14.42,40.16,10.54,8.46
21/08/2016 20:00:00,27.51,13.16,3.49,2.38,1.78,13.98,28.48,10.96,11.05
21/08/2016 21:00:00,23.37,14.45,3.42,2.69,1.4,14.31,31.49,9.54,9.68
21/08/2016 22:00:00,22.07,19.0,3.42,2.66,2.3,12.98,30.72,12.34,9.66
21/08/2016 23:00:00,24.63,20.76,3.64,2.8,4.8,11.23,26.59,14.78,9.42
22/08/2016 00:00:00,14.78,10.4,3.56,2.67,1.01,8.7,30.6,10.11,7.83
22/08/2016 01:00:00,10.65,9.26,3.51,2.39,2.31,11.72,28.51,9.75,8.65
22/08/2016 02:00:00,11.54,9.81,3.5,2.49,2.85,10.89,23.13,11.76,9.13
22/08/2016 03:00:00,11.59,9.63,3.31,2.57,1.14,14.63,23.72,10.39,10.89
22/08/2016 04:00:00,13.73,12.44,3.18,2.92,1.32,14.6,20.73,9.78,10.68
22/08/2016 05:00:00,26.03,17.45,3.48,2.53,10.25,21.24,10.86,12.12,10.45
22/08/2016 06:00:00,23.11,28.71,3.54,2.48,5.25,19.08,13.57,9.43,11.99
22/08/2016 07:00:00,21.17,21.05,3.27,2.84,7.14,19.22,21.3,9.61,10.56
22/08/2016 08:00:00,20.99,18.71,3.25,2.56,12.04,25.55,28.43,12.85,11.54
22/08/2016 09:00:00,16.21,12.68,3.37,2.45,4.64,15.46,38.08,11.32,12.1
22/08/2016 10:00:00,16.18,11.86,3.42,2.85,2.89,15.72,46.16,10.21,13.07
22/08/2016 11:00:00,12.34,10.2,3.93,2.69,3.79,16.96,42.75,9.99,11.33
22/08/2016 12:00:00,15.91,9.36,3.51,2.63,6.73,11.95,43.35,13.33,9.62
22/08/2016 13:00:00,12.01,12.19,3.44,2.77,2.19,12.94,47.06,11.69,8.5
22/08/2016 14:00:00,13.74,12.12,3.5,2.71,1.96,12.53,47.69,10.11,6.77
22/08/2016 15:00:00,15.4,8.69,3.45,2.8,2.15,9.63,49.69,10.77,3.43
22/08/2016 16:00:00,14.18,7.69,3.59,2.54,1.46,9.94,50.1,10.46,5.46
22/08/2016 17:00:00,16.15,7.75,3.52,2.61,1.28,11.83,46.87,11.86,5.49
22/08/2016 18:00:00,21.73,14.37,3.86,2.33,1.71,13.62,35.89,10.16,7.84
22/08/2016 19:00:00,31.7,19.42,3.71,2.61,4.73,12.99,26.01,14.09,8.71
22/08/2016 20:00:00,30.81,23.47,3.77,2.62,4.37,12.27,26.98,11.44,10.27
22/08/2016 21:00:00,34.13,27.41,3.95,2.38,2.85,14.79,27.78,12.09,10.62
22/08/2016 22:00:00,37.26,23.9,3.66,2.7,5.43,16.08,18.5,11.53,12.05
22/08/2016 23:00:00,30.92,22.81,3.33,2.82,8.01,13.7,27.24,10.67,11.72
23/08/2016 00:00:00,32.4,26.02,3.7,2.69,25.0,17.81,23.02,11.52,10.87
23/08/2016 01:00:00,26.18,38.07,3.77,2.36,17.63,13.24,25.11,11.78,11.04
23/08/2016 02:00:00,18.32,26.57,3.68,2.29,13.96,12.77,27.97,9.52,10.29
23/08/2016 03:00:00,16.14,22.54,3.71,2.48,8.73,13.21,25.19,12.34,8.69
23/08/2016 04:00:00,22.01,20.62,3.61,2.48,18.26,12.83,20.97,12.28,10.12
23/08/2016 05:00:00,27.14,13.61,3.87,2.43,12.6,11.98,15.98,11.31,9.63
23/08/2016 06:00:00,24.28,13.66,3.31,2.59,5.89,13.39,20.55,11.74,9.98
23/08/2016 07:00:00,23.07,15.98,3.64,2.8,9.79,15.04,24.09,10.14,8.93
23/08/2016 08:00:00,23.0,14.5,3.58,2.65,11.46,14.57,34.56,9.29,11.75
23/08/2016 09:00:00,19.57,13.18,3.54,2.64,7.19,16.75,39.87,10.84,11.22
23/08/2016 10:00:00,23.71,16.42,3.61,2.46,8.28,16.62,37.09,10.19,14.44
23/08/2016 11:00:00,18.66,14.37,3.98,2.42,3.93,12.66,46.29,10.0,13.22
23/08/2016 12:00:00,18.31,15.0,3.64,2.67,3.19,12.86,49.02,11.98,12.07
23/08/2016 13:00:00,15.04,8.58,3.52,2.43,4.02,13.8,51.23,9.63,12.34
23/08/2016 14:00:00,18.33,11.12,3.63,2.77,3.94,12.79,52.21,10.09,11.73
23/08/2016 15:00:00,20.86,11.44,3.75,2.65,5.27,12.24,52.58,9.96,11.69
23/08/2016 16:00:00,21.97,13.78,3.66,2.45,14.03,15.43,53.2,10.63,14.7
23/08/2016 17:00:00,28.85,19.75,4.1,2.45,12.71,15.49,44.34,11.11,14.99
23/08/2016 18:00:00,35.72,19.12,3.83,2.24,11.58,14.4,33.86,11.58,15.27
23/08/2016 19:00:00,46.97,22.22,3.8,2.32,10.94,17.87,22.72,11.03,16.18
23/08/2016 20:00:00,54.25,27.68,3.75,2.44,5.32,25.05,13.88,13.6,17.68
23/08/2016 21:00:00,43.99,28.92,3.58,2.49,5.31,15.9,21.17,11.19,11.76
23/08/2016 22:00:00,25.41,21.26,3.61,2.62,2.9,15.13,27.84,10.16,10.03
23/08/2016 23:00:00,41.94,27.79,3.44,2.74,24.52,23.9,15.03,10.25,12.23
24/08/2016 00:00:00,35.63,28.48,3.75,2.47,16.94,23.12,15.77,10.69,10.14
24/08/2016 01:00:00,24.75,29.08,3.71,2.54,17.32,13.49,22.2,11.33,9.28
24/08/2016 02:00:00,29.23,21.37,3.24,2.27,33.52,19.37,18.27,10.3,10.9
24/08/2016 03:00:00,23.64,15.14,3.45,2.51,22.25,19.02,19.27,11.45,7.7
24/08/2016 04:00:00,22.83,12.03,3.5,2.68,20.89,17.2,24.07,10.82,8.94
24/08/2016 05:00:00,13.77,14.63,3.7,2.9,8.84,12.3,36.67,10.93,10.29
24/08/2016 06:00:00,19.25,17.28,3.81,3.09,11.68,12.04,28.97,11.58,9.41
24/08/2016 07:00:00,24.73,19.32,3.7,2.85,11.6,16.92,27.63,10.88,6.97
24/08/2016 08:00:00,25.89,17.15,3.45,2.6,20.96,18.05,31.0,10.45,6.32
24/08/2016 09:00:00,21.39,15.99,3.24,2.17,15.51,19.63,32.71,11.73,9.01
24/08/2016 10:00:00,20.35,16.99,3.49,2.53,16.45,16.07,35.67,10.53,8.24
24/08/2016 11:00:00,23.97,12.83,3.46,2.42,25.56,20.68,36.77,11.32,7.05
24/08/2016 12:00:00,25.99,11.57,3.54,2.48,16.0,17.3,38.72,10.38,8.58
24/08/2016 13:00:00,26.7,16.5,3.79,2.58,18.58,23.97,37.82,12.75,5.51
24/08/2016 14:00:00,20.17,14.2,3.47,2.59,4.77,13.29,39.56,12.09,6.1
24/08/2016 15:00:00,20.33,17.5,3.3,2.65,1.38,12.07,35.89,10.07,7.79
24/08/2016 16:00:00,24.17,19.46,3.8,2.44,1.03,14.33,36.3,13.25,6.09
24/08/2016 17:00:00,28.1,21.32,3.59,2.17,4.79,14.35,28.32,12.4,9.07
24/08/2016 18:00:00,38.5,24.82,3.62,2.51,18.97,20.37,17.54,13.01,11.92
24/08/2016 19:00:00,37.81,31.77,3.67,2.37,20.99,16.57,18.82,11.06,13.51
24/08/2016 20:00:00,40.14,28.97,3.56,2.67,20.61,23.52,14.72,10.55,12.55
24/08/2016 21:00:00,32.45,21.35,3.44,2.38,5.22,17.34,14.83,12.26,10.14
24/08/2016 22:00:00,28.15,15.97,3.65,2.61,2.63,15.74,16.14,11.76,10.81
24/08/2016 23:00:00,25.71,17.89,3.44,2.53,3.13,12.47,16.26,11.34,8.91
25/08/2016 00:00:00,19.57,16.81,3.57,2.64,4.42,15.39,21.28,12.24,8.32
25/08/2016 01:00:00,15.98,12.88,3.65,2.77,3.13,12.26,22.48,11.5,9.23
25/08/2016 02:00:00,14.57,12.43,3.5,2.54,2.63,13.2,24.36,11.54,9.27
25/08/2016 03:00:00,14.91,11.61,3.47,2.44,3.04,12.98,20.02,12.55,8.31
25/08/2016 04:00:00,16.5,11.66,3.31,2.56,2.91,13.53,20.78,10.72,7.83
25/08/2016 05:00:00,24.93,18.35,3.45,2.68,7.46,16.13,10.93,10.97,8.8
25/08/2016 06:00:00,22.06,18.46,3.62,2.61,6.92,12.6,14.33,13.85,9.97
25/08/2016 07:00:00,20.09,23.87,3.43,2.48,5.37,20.18,20.74,12.59,10.52
25/08/2016 08:00:00,17.23,13.22,3.46,2.56,3.71,15.39,31.81,10.41,10.89
25/08/2016 09:00:00,11.69,10.11,3.43,2.73,2.81,11.87,39.96,11.35,11.7
25/08/2016 10:00:00,9.6,9.47,3.6,2.67,1.95,13.38,45.85,10.44,10.77
25/08/2016 11:00:00,11.89,7.1,3.41,2.5,4.06,11.94,47.14,9.9,12.5
25/08/2016 12:00:00,13.46,11.36,3.42,2.7,3.19,12.98,46.85,9.98,13.37
25/08/2016 13:00:00,14.57,10.78,3.73,2.86,2.07,9.98,49.96,9.18,9.36
25/08/2016 14:00:00,12.56,9.93,3.5,2.73,1.81,9.73,55.56,9.36,6.49
25/08/2016 15:00:00,19.9,14.72,3.6,2.8,8.9,13.78,53.11,9.71,11.55
25/08/2016 16:00:00,22.0,16.14,3.5,2.86,3.22,13.09,39.63,9.81,9.28
25/08/2016 17:00:00,30.0,19.99,4.08,2.74,1.5,14.57,27.32,10.75,9.46
25/08/2016 18:00:00,41.95,34.27,4.37,2.52,1.67,15.83,23.05,12.39,12.49
25/08/2016 19:00:00,50.68,44.27,4.79,2.55,1.33,19.41,19.86,14.57,16.23
25/08/2016 20:00:00,54.52,65.89,5.34,2.52,1.44,18.14,18.33,15.34,20.85
25/08/2016 21:00:00,61.22,61.24,5.24,2.55,1.76,59.78,13.05,11.86,20.7
25/08/2016 22:00:00,64.8,69.13,5.0,2.65,9.29,90.16,19.21,14.64,19.64
25/08/2016 23:00:00,58.88,106.09,4.36,2.44,6.52,79.32,15.15,16.25,21.33
26/08/2016 00:00:00,55.28,67.8,4.51,2.26,4.23,85.6,16.47,16.95,20.16
26/08/2016 01:00:00,38.84,32.97,3.8,2.36,4.68,53.67,14.75,10.48,13.2
26/08/2016 02:00:00,25.29,16.77,3.46,2.42,4.42,16.63,16.98,15.22,10.66
26/08/2016 03:00:00,33.8,19.7,3.57,2.71,5.18,27.14,10.48,13.1,13.64
26/08/2016 04:00:00,33.49,20.8,3.78,2.37,3.84,30.93,10.35,12.69,11.87
26/08/2016 05:00:00,32.87,20.25,3.62,2.59,4.28,27.85,10.42,12.09,10.42
26/08/2016 06:00:00,34.54,23.67,3.46,2.48,4.61,45.94,9.78,11.07,10.44
26/08/2016 07:00:00,39.52,25.86,3.74,2.65,7.8,41.21,8.38,14.37,12.93
26/08/2016 08:00:00,45.53,23.85,3.65,2.81,7.56,29.59,20.74,9.76,18.24
26/08/2016 09:00:00,53.94,27.47,3.93,2.79,6.8,36.16,33.63,13.01,22.48
26/08/2016 10:00:00,39.49,16.04,3.8,2.45,8.38,22.98,56.17,11.02,20.53
26/08/2016 11:00:00,32.97,15.27,3.73,2.46,10.45,19.83,72.35,9.55,20.96
26/08/2016 12:00:00,33.94,34.44,3.5,2.64,26.91,20.52,98.62,9.96,22.23
26/08/2016 13:00:00,27.73,13.14,3.82,2.52,11.18,14.72,96.22,9.92,20.45
26/08/2016 14:00:00,24.62,10.07,3.72,2.74,5.41,12.93,84.3,10.83,11.29
26/08/2016 15:00:00,17.64,10.17,3.86,2.69,5.38,11.16,81.77,9.12,8.46
26/08/2016 16:00:00,27.08,16.26,3.9,2.72,1.15,13.89,47.71,10.5,8.6
26/08/2016 17:00:00,31.42,40.66,4.68,2.44,1.79,12.67,46.83,9.86,10.53
26/08/2016 18:00:00,42.65,54.92,4.59,2.57,13.15,17.11,28.43,9.12,15.86
26/08/2016 19:00:00,66.84,56.85,4.31,2.8,17.25,37.36,10.15,10.51,17.86
26/08/2016 20:00:00,66.11,66.04,4.33,4.34,7.37,40.17,13.71,10.42,17.45
26/08/2016 21:00:00,51.24,41.02,3.93,2.58,23.28,23.87,20.75,9.56,16.33
26/08/2016 22:00:00,37.88,27.79,3.65,2.9,25.32,18.1,25.29,10.2,12.71
26/08/2016 23:00:00,40.95,23.1,3.29,2.49,30.15,17.68,15.99,12.83,11.77
27/08/2016 00:00:00,23.52,16.25,3.59,2.79,8.91,12.12,24.21,11.68,10.52
27/08/2016 01:00:00,15.03,12.37,3.44,2.56,2.89,11.85,30.41,10.37,8.62
27/08/2016 02:00:00,16.13,19.78,3.33,2.38,4.54,14.57,29.91,10.07,8.2
27/08/2016 03:00:00,14.91,10.67,3.69,2.5,4.69,13.96,31.18,9.46,7.93
27/08/2016 04:00:00,14.89,9.21,3.58,2.43,1.74,14.29,30.67,10.88,8.24
27/08/2016 05:00:00,19.11,13.13,3.68,2.36,2.31,12.75,22.56,13.52,9.23
27/08/2016 06:00:00,21.61,14.27,3.55,2.72,6.22,14.11,20.96,9.97,9.98
27/08/2016 07:00:00,23.78,12.53,3.69,2.69,3.35,16.99,24.4,10.53,7.39
27/08/2016 08:00:00,23.48,14.78,3.65,2.73,7.14,18.61,30.69,10.7,11.12
27/08/2016 09:00:00,22.11,16.19,3.64,2.56,8.34,20.31,40.8,11.47,11.71
27/08/2016 10:00:00,17.79,14.88,3.57,2.53,6.51,13.48,54.54,9.91,13.83
27/08/2016 11:00:00,19.61,12.91,3.8,2.42,8.77,16.39,58.91,9.87,12.86
27/08/2016 12:00:00,18.1,10.66,3.78,2.69,7.86,17.22,66.97,10.65,12.92
27/08/2016 13:00:00,14.27,13.25,3.62,2.84,4.82,11.12,70.63,9.66,8.14
27/08/2016 14:00:00,21.75,9.19,3.82,2.66,19.08,14.58,54.17,11.2,5.95
27/08/2016 15:00:00,18.27,11.64,3.74,2.65,9.26,12.14,65.61,9.25,7.05
27/08/2016 16:00:00,17.23,11.34,3.68,2.84,6.79,12.23,65.03,10.52,3.94
27/08/2016 17:00:00,19.43,10.52,3.7,2.66,7.12,13.44,59.32,11.41,4.78
27/08/2016 18:00:00,35.01,24.55,3.49,2.5,12.05,14.34,35.09,10.86,8.51
27/08/2016 19:00:00,55.34,38.56,3.8,2.25,29.52,22.5,16.13,11.35,14.09
27/08/2016 20:00:00,57.63,41.11,3.9,3.15,28.54,32.23,17.6,9.92,15.75
27/08/2016 21:00:00,39.14,34.8,3.94,2.46,7.15,15.04,29.91,9.29,13.44
27/08/2016 22:00:00,33.95,28.83,3.98,2.62,14.02,12.04,27.2,9.3,10.25
27/08/2016 23:00:00,27.69,36.29,3.58,2.27,11.9,10.01,27.05,7.57,12.28
28/08/2016 00:00:00,28.51,25.95,3.57,2.5,15.53,14.89,20.73,9.0,13.1
28/08/2016 01:00:00,29.58,23.52,3.73,2.82,35.46,10.03,20.17,11.63,11.88
28/08/2016 02:00:00,31.95,28.81,3.94,2.41,30.2,16.08,16.9,9.19,12.6
28/08/2016 03:00:00,29.53,35.83,3.85,2.5,37.77,10.86,20.79,10.02,13.61
28/08/2016 04:00:00,31.79,36.78,3.89,2.64,42.37,14.99,13.73,12.43,15.03
28/08/2016 05:00:00,35.02,36.63,3.93,2.96,44.16,21.55,10.2,11.13,14.59
28/08/2016 06:00:00,31.34,36.44,3.91,2.44,40.66,21.26,15.02,12.87,13.27
28/08/2016 07:00:00,21.34,22.05,3.77,2.54,9.87,15.6,28.05,13.09,14.21
28/08/2016 08:00:00,17.05,15.12,3.34,2.68,5.68,13.09,40.44,9.83,13.18
28/08/2016 09:00:00,14.96,12.62,3.67,2.86,7.43,12.73,56.17,10.14,15.14
28/08/2016 10:00:00,12.46,8.25,3.64,2.59,6.21,13.88,62.78,11.49,13.61
28/08/2016 11:00:00,10.51,7.0,3.55,2.68,2.11,12.34,61.08,14.24,10.95
28/08/2016 12:00:00,10.75,4.13,3.62,2.4,1.96,14.28,63.73,10.4,11.22
28/08/2016 13:00:00,10.63,4.83,3.77,2.46,1.69,11.97,55.36,10.29,10.69
28/08/2016 14:00:00,16.35,8.6,3.54,2.71,8.35,12.91,54.51,9.51,10.89
28/08/2016 15:00:00,17.38,9.01,3.59,2.46,10.91,13.91,52.05,10.49,11.52
28/08/2016 16:00:00,16.98,12.44,3.31,2.56,4.55,11.93,50.59,11.16,8.99
28/08/2016 17:00:00,19.56,14.68,3.41,2.49,3.5,11.28,48.69,9.38,9.18
28/08/2016 18:00:00,26.42,15.91,3.65,2.43,2.33,13.91,35.13,10.67,10.18
28/08/2016 19:00:00,44.69,34.63,4.01,2.33,4.5,20.83,21.48,15.64,12.84
28/08/2016 20:00:00,48.5,34.0,3.94,2.32,6.56,18.53,18.75,14.32,13.14
28/08/2016 21:00:00,39.23,23.42,3.68,2.49,5.61,18.27,25.6,10.97,9.84
28/08/2016 22:00:00,33.6,19.08,3.95,2.54,4.81,12.63,24.53,12.91,8.62
28/08/2016 23:00:00,30.22,19.22,3.79,2.84,3.8,16.58,25.33,13.1,9.7
29/08/2016 00:00:00,22.63,26.75,3.43,2.78,5.35,13.06,32.52,10.7,10.72
29/08/2016 01:00:00,13.24,20.51,3.69,2.75,3.36,13.16,38.05,9.63,9.82
29/08/2016 02:00:00,14.17,17.87,3.58,2.62,7.12,11.2,34.02,12.12,8.8
29/08/2016 03:00:00,15.77,15.78,3.72,2.63,3.53,13.21,28.7,11.6,6.66
29/08/2016 04:00:00,12.65,10.68,3.71,2.02,4.32,12.73,30.41,12.58,8.15
29/08/2016 05:00:00,14.31,11.14,3.66,2.29,4.67,16.99,28.85,10.44,8.08
29/08/2016 06:00:00,14.45,13.05,3.63,2.68,3.77,11.8,30.82,9.48,8.28
29/08/2016 07:00:00,19.85,14.88,3.75,2.44,7.9,13.15,29.5,10.32,10.97
29/08/2016 08:00:00,19.51,24.57,3.53,2.71,8.51,13.88,40.03,9.04,15.52
29/08/2016 09:00:00,22.44,16.03,3.77,2.77,6.68,13.92,45.41,9.38,15.03
29/08/2016 10:00:00,37.04,20.03,4.04,2.95,27.17,22.05,56.18,10.44,20.07
29/08/2016 11:00:00,21.22,10.48,3.62,2.72,17.36,17.06,63.46,10.23,16.35
29/08/2016 12:00:00,17.31,6.59,3.64,2.5,5.21,10.84,57.54,9.71,14.18
29/08/2016 13:00:00,25.46,20.83,4.13,2.74,2.52,16.0,41.83,10.3,15.44
29/08/2016 14:00:00,22.27,34.48,4.06,2.65,3.03,14.67,62.9,10.82,11.9
29/08/2016 15:00:00,17.94,29.59,3.73,2.78,5.58,10.36,81.23,11.66,13.88
29/08/2016 16:00:00,19.65,35.62,3.71,3.05,2.96,14.65,40.43,9.26,11.74
29/08/2016 17:00:00,26.84,28.47,3.64,2.64,3.49,11.55,26.53,13.18,7.88
29/08/2016 18:00:00,42.7,28.07,3.44,2.4,7.51,23.63,16.09,17.1,10.26
29/08/2016 19:00:00,40.27,33.29,3.5,2.52,10.09,23.04,15.44,13.54,10.31
29/08/2016 20:00:00,25.75,19.55,3.64,2.46,4.26,12.87,25.24,10.42,7.8
29/08/2016 21:00:00,19.51,14.57,3.47,2.3,2.98,9.97,29.83,11.21,6.66
29/08/2016 22:00:00,25.93,20.63,3.75,2.57,9.07,16.72,20.1,10.17,9.41
29/08/2016 23:00:00,37.74,23.06,3.75,2.76,10.93,16.63,9.92,12.07,7.66
30/08/2016 00:00:00,36.05,22.79,3.52,2.43,16.75,17.07,13.39,11.8,10.66
30/08/2016 01:00:00,34.3,32.15,3.62,2.62,15.71,19.25,14.32,9.79,7.16
30/08/2016 02:00:00,29.68,17.07,3.57,2.67,9.84,18.17,12.31,9.88,8.52
30/08/2016 03:00:00,28.81,17.28,3.35,2.29,7.88,18.21,10.24,11.58,10.61
30/08/2016 04:00:00,30.75,15.59,3.28,2.57,9.92,15.17,8.66,10.0,11.23
30/08/2016 05:00:00,33.92,14.71,3.12,2.58,11.35,18.43,8.72,9.29,11.59
30/08/2016 06:00:00,35.44,19.21,3.21,2.49,11.12,34.9,7.54,12.09,12.54
30/08/2016 07:00:00,37.13,21.72,3.63,2.68,11.64,49.86,12.48,15.32,9.68
30/08/2016 08:00:00,32.77,16.95,3.85,2.84,7.64,29.03,22.68,11.22,14.42
30/08/2016 09:00:00,29.54,15.0,3.69,2.87,4.58,23.8,34.44,10.28,14.5
30/08/2016 10:00:00,40.04,18.62,3.52,2.64,3.93,19.55,37.39,9.29,20.84
30/08/2016 11:00:00,39.01,18.16,3.58,2.63,3.24,16.48,47.47,11.42,23.39
30/08/2016 12:00:00,24.15,16.82,3.8,2.75,3.05,20.43,82.72,10.96,23.32
30/08/2016 13:00:00,19.73,17.43,4.38,2.58,6.42,17.76,134.99,9.38,22.92
30/08/2016 14:00:00,20.26,17.55,3.89,2.69,8.85,10.27,125.88,9.47,24.25
30/08/2016 15:00:00,20.37,23.65,3.79,2.58,7.83,15.52,107.33,10.82,23.6
30/08/2016 16:00:00,26.92,28.94,4.29,2.39,4.93,12.45,73.53,13.33,17.17
30/08/2016 17:00:00,32.36,24.64,3.65,2.77,8.17,18.75,38.49,12.27,16.53
30/08/2016 18:00:00,52.08,26.61,3.65,2.57,9.54,19.68,23.22,11.57,17.06
30/08/2016 19:00:00,68.88,42.12,4.04,2.42,4.45,35.42,11.67,11.71,20.92
30/08/2016 20:00:00,58.25,39.3,3.63,2.38,4.24,29.26,11.44,12.8,19.71
30/08/2016 21:00:00,47.46,37.78,3.69,2.51,10.54,33.83,8.11,10.72,16.34
30/08/2016 22:00:00,41.63,35.47,3.6,2.25,12.88,36.01,8.06,12.16,13.72
30/08/2016 23:00:00,28.92,20.9,3.49,2.59,5.52,18.38,16.18,12.82,14.0
31/08/2016 00:00:00,28.43,17.61,3.35,2.52,6.07,18.19,10.01,11.22,11.78
31/08/2016 01:00:00,27.74,21.82,3.48,2.68,4.81,17.87,11.9,12.2,12.47
31/08/2016 02:00:00,27.89,21.12,3.38,2.75,12.63,18.21,14.82,11.24,12.44
31/08/2016 03:00:00,20.76,15.12,3.54,2.48,7.47,13.3,19.62,11.92,11.47
31/08/2016 04:00:00,25.21,11.24,3.43,2.32,6.59,17.51,18.44,10.87,11.62
31/08/2016 05:00:00,24.81,20.69,3.31,2.44,5.8,12.63,13.95,9.77,10.59
31/08/2016 06:00:00,29.2,34.88,3.33,2.46,25.99,32.08,11.86,14.39,12.59
31/08/2016 07:00:00,27.39,29.52,3.53,2.76,29.85,42.47,17.27,10.21,11.77
31/08/2016 08:00:00,32.66,27.52,3.39,2.66,7.8,30.83,15.97,13.26,11.87
31/08/2016 09:00:00,24.52,13.61,3.0,2.43,3.49,10.36,32.35,15.7,10.08
31/08/2016 10:00:00,45.01,25.55,3.23,2.52,3.37,24.87,14.86,11.9,12.51
31/08/2016 11:00:00,45.71,34.57,3.77,2.47,7.48,40.02,10.61,11.41,13.05
31/08/2016 12:00:00,43.98,36.31,3.47,2.4,4.53,51.09,13.02,9.64,12.82
31/08/2016 13:00:00,35.66,33.99,3.59,2.6,6.07,40.23,23.91,10.02,12.97
31/08/2016 14:00:00,32.03,21.13,3.25,2.53,17.04,39.24,27.53,14.78,9.4
31/08/2016 15:00:00,36.01,21.37,3.36,2.77,26.69,39.24,34.59,12.2,7.08
31/08/2016 16:00:00,29.83,20.57,3.61,2.75,18.6,19.18,44.5,13.15,9.7
31/08/2016 17:00:00,15.58,13.39,3.54,2.6,5.57,16.44,35.82,9.69,10.06
31/08/2016 18:00:00,18.75,16.82,3.75,2.88,6.13,12.95,38.9,10.85,13.21
31/08/2016 19:00:00,29.58,25.26,3.61,2.46,11.7,22.06,18.43,10.35,14.93
31/08/2016 20:00:00,32.1,21.02,3.54,2.82,4.1,15.01,19.87,11.46,13.54
31/08/2016 21:00:00,38.5,18.81,3.31,2.42,5.78,18.96,16.7,10.01,13.84
31/08/2016 22:00:00,31.78,25.19,3.63,2.38,6.69,16.47,15.79,10.45,12.69
31/08/2016 23:00:00,40.44,23.79,3.47,2.5,13.76,17.35,11.8,11.46,13.25
01/09/2016 03:00:00,20.82,13.13,3.4,3.09,19.64,15.24,15.41,10.21,10.58
01/09/2016 04:00:00,21.41,29.91,3.21,2.49,16.46,13.21,13.65,11.71,10.36
01/09/2016 05:00:00,26.63,17.99,5.06,4.49,28.09,14.09,10.35,13.93,10.2
01/09/2016 06:00:00,29.66,25.65,4.44,4.44,34.51,24.56,7.23,12.69,12.08
01/09/2016 07:00:00,34.75,26.05,3.25,2.47,30.02,40.65,12.88,12.11,11.82
01/09/2016 08:00:00,34.24,22.27,3.18,2.57,17.82,31.33,20.13,9.41,13.73
01/09/2016 09:00:00,33.06,23.67,3.23,2.5,4.51,29.11,17.39,11.42,14.37
01/09/2016 10:00:00,36.51,20.54,3.54,2.69,5.49,40.05,17.41,11.3,15.37
01/09/2016 11:00:00,37.73,20.96,3.63,2.51,2.4,37.41,16.05,11.23,16.77
01/09/2016 12:00:00,32.84,19.93,3.63,2.51,1.33,24.2,20.59,13.82,14.68
01/09/2016 13:00:00,30.14,15.71,3.49,2.43,1.06,24.48,35.15,12.38,13.4
01/09/2016 14:00:00,36.11,17.13,3.76,2.42,0.85,27.5,44.27,13.04,17.53
01/09/2016 15:00:00,31.3,29.91,4.49,2.68,1.48,18.13,75.26,11.88,20.49
01/09/2016 16:00:00,35.97,27.71,4.59,2.49,1.33,17.3,85.47,10.78,23.01
01/09/2016 17:00:00,43.38,22.48,3.8,3.07,1.13,13.71,71.47,10.8,20.2
01/09/2016 18:00:00,53.34,24.05,3.56,2.82,2.73,18.35,33.56,11.62,19.09
01/09/2016 19:00:00,76.21,51.25,4.15,2.33,5.38,34.12,15.76,15.29,24.23
01/09/2016 20:00:00,75.27,50.09,4.21,2.19,6.25,63.09,14.37,12.41,24.04
01/09/2016 21:00:00,60.64,37.22,3.77,2.28,5.06,63.04,9.84,15.87,21.3
01/09/2016 22:00:00,49.72,29.88,3.55,2.4,2.88,61.84,12.4,11.88,18.08
01/09/2016 23:00:00,43.47,23.93,3.8,2.62,1.31,53.72,8.69,12.72,14.98
02/09/2016 00:00:00,42.0,20.64,3.61,2.55,1.28,43.36,10.04,11.65,14.64
02/09/2016 01:00:00,42.52,25.24,3.71,2.68,10.87,58.24,11.53,11.28,14.73
02/09/2016 02:00:00,37.14,23.92,3.69,2.65,8.94,33.64,11.09,11.79,12.9
02/09/2016 03:00:00,35.56,21.45,3.54,2.52,7.44,37.42,10.95,13.45,12.38
02/09/2016 04:00:00,28.55,19.38,3.17,2.36,4.82,25.08,13.64,11.43,10.54
